nameLast,nameFirst,playerID,lgID,Age,year,reliability,mIP,mW,mL,mSV,mH,mR,mER,bsrER,ERA,mHR,mSO,mBB,mIBB,mHBP,mWP,mBK
Hudson,Tim,hudsoti01,AL,30,2005,0.83,178,11,6,0,173,76,68,73,3.56,13,114,49,5,9,5,1
King,Ray,kingra01,NL,31,2005,0.58,62,4,3,0,54,28,25,24,3.56,5,44,24,2,2,2,0
Donnelly,Brendan,donnebr01,AL,34,2005,0.55,53,3,2,1,48,21,20,22,3.57,5,52,20,1,2,1,0
Ryan,B.J.,ryanbj01,AL,30,2005,0.61,74,4,4,1,65,31,29,30,3.59,6,80,32,4,3,2,0
Madson,Ryan,madsory01,NL,25,2005,0.47,64,6,3,1,59,26,24,27,3.59,6,48,20,3,3,4,0
Peavy,Jake,peavyja01,NL,24,2005,0.79,163,12,8,0,147,67,61,69,3.59,19,150,57,4,7,3,1
Marte,Damaso,marteda01,AL,30,2005,0.62,70,4,3,6,59,28,27,29,3.6,8,64,29,3,3,2,0
Oswalt,Roy,oswalro01,NL,28,2005,0.82,190,15,8,0,184,81,74,78,3.6,17,163,52,4,8,4,0
Sheets,Ben,sheetbe01,NL,27,2005,0.84,201,10,12,0,192,91,80,81,3.6,23,184,42,3,5,7,0
Schilling,Curt,schilcu01,AL,39,2005,0.83,190,14,7,0,182,80,77,76,3.62,22,177,38,1,5,4,0
Linebrink,Scott,linebsc01,NL,29,2005,0.63,77,4,3,0,71,32,29,33,3.62,8,65,28,3,4,4,0
Ayala,Luis,ayalalu01,NL,27,2005,0.61,77,6,6,2,76,32,29,33,3.62,8,55,19,3,4,2,0
Calero,Kiko,calerki01,NL,30,2005,0.44,52,3,2,1,44,22,21,21,3.63,6,48,18,2,2,2,0
Kline,Steve,klinest02,NL,33,2005,0.56,57,3,3,3,52,24,22,24,3.63,5,38,22,3,3,2,0
Cordero,Chad,cordech01,NL,23,2005,0.5,67,5,3,8,58,27,26,28,3.63,7,61,28,3,2,3,0
Gonzalez,Mike,gonzami02,NL,27,2005,0.35,47,3,2,1,43,20,18,20,3.64,5,44,15,1,2,3,0
Cormier,Rheal,cormirh01,NL,38,2005,0.64,74,5,4,0,67,32,30,30,3.65,7,51,27,4,3,2,0
Hoffman,Trevor,hoffmtr01,NL,38,2005,0.48,53,3,3,22,50,22,21,22,3.65,6,46,16,2,1,2,0
Kolb,Danny,kolbda01,NL,30,2005,0.52,58,2,4,22,54,25,23,24,3.65,5,38,21,2,2,3,0
Shields,Scot,shielsc01,AL,30,2005,0.71,96,6,4,2,91,42,38,40,3.66,8,81,33,4,3,3,0
Rincon,Juan,rincoju01,AL,26,2005,0.63,75,6,5,1,65,34,31,30,3.66,7,71,29,2,3,3,0
Dotel,Octavio,doteloc01,AL,32,2005,0.66,76,5,4,14,64,34,31,31,3.67,10,81,28,3,3,3,0
Beckett,Josh,beckejo02,NL,25,2005,0.76,152,9,9,0,137,69,62,62,3.67,15,148,55,4,4,6,0
Webb,Brandon,webbbr01,NL,26,2005,0.79,182,8,12,0,162,86,70,80,3.71,16,154,84,7,10,12,1
Burnett,A.J.,burneaj01,NL,28,2005,0.7,121,7,6,0,105,55,52,48,3.72,11,108,46,3,5,7,0
Brazoban,Yhency,brazoyh01,NL,25,2005,0.27,41,4,2,0,38,18,17,17,3.73,4,33,16,2,1,1,0
Halladay,Roy,hallaro01,AL,28,2005,0.81,153,11,6,0,152,71,64,64,3.76,15,115,37,2,4,3,1
Perez,Odalis,perezod01,NL,28,2005,0.82,177,9,8,0,168,78,73,75,3.76,23,126,44,4,4,3,1
Takatsu,Shingo,takatsh01,AL,37,2005,0.41,56,4,3,10,50,25,23,24,3.78,7,41,20,2,2,2,0
Hudson,Luke,hudsolu01,NL,28,2005,0.36,81,5,4,0,73,37,33,35,3.78,8,62,35,3,3,5,0
Wood,Kerry,woodke02,NL,28,2005,0.8,151,9,9,0,129,66,62,65,3.78,18,159,62,2,12,7,0
Looper,Braden,loopebr01,NL,31,2005,0.65,75,3,4,18,76,32,30,33,3.78,6,53,23,2,2,2,0
Clemens,Roger,clemero02,NL,43,2005,0.82,188,14,7,0,174,84,78,80,3.78,19,176,69,5,6,6,0
Hammond,Chris,hammoch01,AL,39,2005,0.58,58,4,2,1,60,26,22,27,3.8,6,40,18,2,3,1,0
Valverde,Jose,valvejo01,NL,26,2005,0.42,45,2,2,6,37,22,19,19,3.8,6,46,20,3,2,3,0
Perez,Oliver,perezol01,NL,24,2005,0.78,170,9,10,0,143,76,71,73,3.81,22,190,75,3,7,5,1
Williamson,Scott,willisc01,AL,29,2005,0.52,46,2,2,6,39,22,20,19,3.82,4,42,21,2,2,4,0
Guardado,Eddie,guarded01,AL,35,2005,0.56,54,2,3,21,48,24,23,23,3.83,8,47,17,1,1,2,0
Crudale,Mike,crudami01,NL,28,2005,0.26,27,1,1,0,25,13,11,12,3.83,3,21,11,1,1,1,0
Willis,Dontrelle,willido03,NL,23,2005,0.77,175,11,9,0,171,80,73,76,3.83,17,139,57,5,6,5,0
Hernandez,Livan,hernali01,NL,30,2005,0.84,211,11,12,0,205,93,88,92,3.84,23,153,65,6,8,3,0
Williams,Jerome,willije02,NL,24,2005,0.71,138,9,7,0,127,66,59,59,3.85,14,96,48,3,11,3,1
Reyes,Al,reyesal01,NL,34,2005,0.25,35,1,2,0,32,16,15,15,3.86,4,27,13,1,1,1,0
Zito,Barry,zitoba01,AL,27,2005,0.83,190,12,9,0,175,92,82,82,3.88,21,141,71,2,7,4,1
Madritsch,Bobby,madribo01,AL,29,2005,0.5,95,6,4,0,89,44,42,40,3.88,8,66,35,2,4,3,1
Spooneybarger,Tim,spoonti01,NL,26,2005,0.34,29,1,1,0,26,14,13,12,3.88,3,22,11,1,1,2,0
Kim,Byung-Hyun,kimby01,AL,26,2005,0.59,52,4,3,7,48,26,23,22,3.89,5,41,17,1,4,1,0
Alvarez,Wilson,alvarwi01,NL,35,2005,0.7,110,6,5,1,105,51,48,47,3.89,12,88,34,3,5,2,0
Turnbow,Derrick,turnbde01,AL,27,2005,0.16,30,2,1,0,28,14,13,13,3.9,3,22,12,1,1,1,0
Lowry,Noah,lowryno01,NL,25,2005,0.52,98,6,3,0,94,45,42,43,3.9,11,77,32,2,2,3,0
Pavano,Carl,pavanca01,NL,29,2005,0.82,188,13,10,0,191,86,80,83,3.9,18,125,50,10,9,3,2
Penny,Brad,pennybr01,NL,27,2005,0.78,151,10,9,0,148,71,65,66,3.9,16,114,48,6,3,4,1
Miller,Wade,millewa04,NL,29,2005,0.75,123,9,8,0,114,58,53,54,3.91,13,102,51,2,4,3,0
Crain,Jesse,crainje01,AL,24,2005,0.23,39,3,2,0,36,18,17,17,3.92,4,27,15,1,2,1,0
Percival,Troy,percitr01,AL,36,2005,0.53,55,2,3,25,50,26,23,25,3.93,7,43,22,2,3,2,0
Floyd,Gavin,floydga01,NL,22,2005,0.24,63,4,3,0,59,29,27,28,3.93,6,50,25,2,4,2,1
Saenz,Chris,saenzch01,NL,24,2005,0.06,63,4,3,0,59,30,27,28,3.93,7,50,23,2,3,2,0
Shuey,Paul,shueypa01,NL,35,2005,0.44,32,2,2,0,29,15,14,14,3.94,3,26,14,1,1,1,0
Koplove,Mike,koplomi01,NL,29,2005,0.6,72,4,3,1,69,34,31,32,3.94,7,50,27,5,4,3,0
Worrell,Tim,worreti01,NL,38,2005,0.63,72,4,4,16,71,34,30,33,3.94,8,55,25,4,2,2,0
Osuna,Antonio,osunaan01,NL,32,2005,0.51,48,3,3,1,48,22,20,22,3.94,4,42,18,2,2,1,0
Ramirez,Horacio,ramirho01,NL,26,2005,0.67,107,6,5,0,102,51,44,50,3.95,13,67,43,6,3,3,1
Clement,Matt,clemema01,NL,31,2005,0.81,171,10,11,0,150,81,75,75,3.95,20,159,69,4,10,11,0
Carpenter,Chris,carpech01,NL,30,2005,0.7,151,11,6,0,148,70,65,68,3.96,20,120,41,3,7,4,0
Francisco,Frank,francfr01,AL,26,2005,0.37,51,4,2,0,46,24,23,22,3.97,5,45,22,2,2,3,0
Stanton,Mike,stantmi02,NL,38,2005,0.6,68,3,5,2,66,33,29,31,3.97,7,49,28,4,2,2,0
Adams,Mike,adamsmi03,NL,27,2005,0.37,51,3,3,0,50,24,22,23,3.97,6,39,17,2,2,2,0
Sabathia,C.C.,sabatcc01,AL,25,2005,0.81,174,11,9,0,165,83,78,76,3.98,18,131,64,3,5,3,1
Urbina,Ugueth,urbinug01,AL,31,2005,0.59,60,3,4,19,52,29,27,26,3.98,8,54,26,2,2,2,0
Aquino,Greg,aquingr01,NL,27,2005,0.28,43,2,2,9,39,21,19,19,3.98,5,32,17,2,2,2,0
Pettitte,Andy,pettian01,NL,33,2005,0.75,122,10,6,0,124,60,53,55,3.98,12,106,39,3,2,4,0
Davis,Doug,davisdo02,NL,30,2005,0.77,174,10,11,0,173,80,73,81,3.98,17,128,69,3,5,6,1
Soriano,Rafael,soriara01,AL,26,2005,0.38,35,2,2,0,33,17,16,15,3.99,4,31,12,1,1,1,0
Colon,Roman,colonro01,NL,26,2005,0.18,35,2,2,0,34,17,16,15,3.99,3,27,13,1,1,1,0
Mahay,Ron,mahayro01,AL,34,2005,0.53,63,3,2,0,60,30,27,29,4,7,48,26,4,2,3,0
Harden,Rich,harderi01,AL,24,2005,0.73,161,10,7,0,149,79,74,70,4.02,15,140,68,4,4,5,1
Mulder,Mark,muldema01,AL,28,2005,0.83,191,15,8,0,187,91,86,85,4.03,20,132,61,2,8,8,0
Duchscherer,Justin,duchsju01,AL,28,2005,0.55,76,5,4,0,73,35,33,35,4.03,10,52,26,3,4,2,1
Brown,Kevin,brownke01,AL,40,2005,0.77,145,9,7,0,148,70,63,67,4.03,15,105,44,1,5,5,0
Westbrook,Jake,westbja01,AL,28,2005,0.78,173,10,9,0,175,86,76,79,4.03,16,97,58,3,7,4,1
Mercker,Kent,merckke01,NL,37,2005,0.54,57,3,2,0,54,25,23,28,4.03,7,47,27,3,2,3,1
Leiter,Al,leiteal01,NL,40,2005,0.8,165,10,9,0,156,76,70,78,4.04,17,118,81,8,9,3,1
Tavarez,Julian,tavarju01,NL,32,2005,0.66,68,4,4,4,69,33,30,31,4.04,4,42,25,3,5,3,0
Remlinger,Mike,remlimi01,NL,39,2005,0.54,50,3,3,1,47,24,22,23,4.05,6,45,22,3,2,1,0
Padilla,Vicente,padilvi01,NL,28,2005,0.78,139,9,8,0,137,67,61,64,4.05,16,95,43,5,10,3,1
Bottalico,Ricky,bottari01,NL,36,2005,0.47,60,3,3,0,57,30,27,27,4.05,5,48,27,4,3,2,0
Bradford,Chad,bradfch01,AL,31,2005,0.6,62,4,4,1,60,31,28,28,4.06,6,44,23,5,4,1,0
Buehrle,Mark,buehrma01,AL,26,2005,0.84,206,14,10,0,213,103,92,94,4.06,24,132,53,3,6,2,0
Arroyo,Bronson,arroybr01,AL,28,2005,0.69,143,8,7,0,139,78,66,63,4.06,14,111,43,4,12,4,0
Greinke,Zack,greinza01,AL,22,2005,0.62,133,8,9,0,128,62,60,60,4.06,20,97,32,3,7,2,1
Riske,David,riskeda01,AL,29,2005,0.62,71,4,3,4,65,33,31,33,4.06,10,67,31,3,3,2,0
Bruney,Brian,brunebr01,NL,23,2005,0.26,41,3,3,0,36,20,19,18,4.06,4,35,20,3,2,2,0
Wells,David,wellsda01,NL,42,2005,0.82,179,12,7,0,195,85,80,82,4.07,21,101,31,2,5,3,0
Shouse,Brian,shousbr01,AL,37,2005,0.5,53,2,2,0,54,25,23,25,4.08,5,38,20,3,3,1,0
Rodriguez,Felix,rodrife01,NL,33,2005,0.59,64,5,5,1,62,29,27,31,4.08,7,51,27,3,4,4,0
Moreno,Orber,morenor01,NL,28,2005,0.31,43,3,2,1,42,23,20,19,4.08,4,33,15,1,2,2,0
Meadows,Brian,meadobr01,NL,30,2005,0.63,75,3,4,1,78,40,34,34,4.08,8,46,20,5,1,4,0
Bush,David,bushda01,AL,26,2005,0.52,109,6,5,0,107,55,49,50,4.09,13,76,33,2,6,4,0
Villarreal,Oscar,villaos01,NL,24,2005,0.48,44,3,3,0,42,22,19,21,4.09,5,36,18,3,2,3,0
Gryboski,Kevin,gryboke01,NL,32,2005,0.52,55,4,3,1,56,27,23,27,4.09,5,36,25,4,2,3,0
Torres,Salomon,torresa01,NL,33,2005,0.67,87,5,5,1,88,41,38,41,4.09,10,60,28,4,5,3,0
Ramirez,Elizardo,ramirel01,NL,22,2005,0.14,33,2,2,0,32,16,15,15,4.09,4,25,12,1,1,1,0
Wise,Matt,wisema01,NL,30,2005,0.38,55,2,3,0,54,28,26,24,4.09,5,37,19,2,2,2,0
Liriano,Pedro,liriape01,NL,25,2005,0.15,33,2,2,0,32,17,15,15,4.09,4,24,11,1,1,1,0
Parrish,John,parrijo01,AL,28,2005,0.51,67,4,3,0,63,34,29,32,4.1,6,54,34,3,3,4,0
Chacin,Gustavo,chacigu01,AL,25,2005,0.14,67,4,4,0,64,34,32,29,4.1,7,46,23,1,3,2,0
Rauch,Jon,rauchjo01,NL,27,2005,0.32,56,4,3,0,55,28,25,26,4.1,6,42,21,3,2,2,0
Pineiro,Joel,pineijo01,AL,27,2005,0.8,150,9,9,0,146,74,69,68,4.11,18,114,50,2,5,4,0
Ortiz,Russ,ortizru01,NL,31,2005,0.82,184,14,8,0,172,89,83,85,4.11,19,128,89,6,4,5,0
Wells,Kip,wellski01,NL,28,2005,0.79,149,7,8,0,145,70,66,70,4.11,17,115,60,6,6,5,0
Timlin,Mike,timlimi01,AL,39,2005,0.65,72,4,4,1,72,36,34,32,4.12,9,50,18,2,4,1,0
Maddux,Greg,maddugr01,NL,39,2005,0.83,188,13,10,0,198,94,84,88,4.12,26,121,39,5,7,3,0
Brower,Jim,broweji01,NL,33,2005,0.68,82,5,5,1,81,41,36,39,4.12,8,57,32,2,3,5,0
Witasick,Jay,witasja01,NL,33,2005,0.56,60,2,3,1,58,29,26,29,4.12,7,50,25,3,2,3,0
Miceli,Dan,micelda01,NL,35,2005,0.59,71,4,5,1,69,34,31,34,4.12,10,62,26,6,2,3,0
Carter,Lance,cartela02,AL,31,2005,0.61,73,4,4,7,72,35,33,34,4.13,10,44,23,3,2,1,0
Almanzar,Carlos,almanca01,AL,32,2005,0.46,62,4,3,0,61,31,29,28,4.14,7,41,20,2,3,2,0
Seay,Bobby,seaybo01,AL,27,2005,0.24,37,2,2,0,37,18,17,17,4.14,4,27,13,1,2,1,0
Nen,Robb,nenro01,NL,36,2005,0.22,25,2,1,5,25,12,11,12,4.14,3,20,9,1,1,1,0
Wolf,Randy,wolfra02,NL,29,2005,0.79,148,8,8,0,143,74,68,68,4.14,20,115,49,4,5,4,0
Glavine,Tom,glavito02,NL,39,2005,0.82,185,10,12,0,192,89,82,88,4.14,20,98,66,8,3,2,0
Walker,Jamie,walkeja01,AL,34,2005,0.58,64,3,3,1,66,32,28,31,4.15,9,48,18,2,2,2,0
Belisle,Matt,belisma01,NL,25,2005,0.06,26,2,2,0,26,13,12,12,4.15,3,20,9,1,1,1,0
Meyer,Dan,meyerda02,NL,24,2005,0.02,26,1,1,0,25,13,12,12,4.15,3,20,10,1,1,1,0
Day,Zach,dayza01,NL,27,2005,0.71,127,7,8,0,125,61,57,60,4.15,13,74,50,5,6,7,0
Eischen,Joey,eischjo01,NL,35,2005,0.45,39,2,2,0,40,20,16,20,4.15,5,31,14,2,2,2,0
Hasegawa,Shigetoshi,hasegsh01,AL,37,2005,0.61,66,4,4,4,66,32,30,31,4.16,6,41,26,3,2,1,1
Miller,Matt,millema02,AL,34,2005,0.4,53,3,2,1,51,26,24,25,4.16,5,43,21,4,4,2,1
Baez,Danys,baezda01,AL,28,2005,0.66,69,4,5,15,66,35,32,32,4.17,7,55,28,2,4,3,0
Strickland,Scott,stricsc01,NL,29,2005,0.29,27,2,2,0,26,13,12,13,4.17,3,22,11,1,1,1,0
Williams,Woody,williwo02,NL,39,2005,0.81,177,11,8,0,182,86,81,83,4.17,19,121,54,3,8,7,0
Carrara,Giovanni,carragi01,NL,37,2005,0.54,55,4,2,1,56,26,24,27,4.17,6,40,22,2,2,1,0
Embree,Alan,embreal01,AL,35,2005,0.55,57,3,3,0,56,30,27,26,4.18,7,45,18,2,2,1,0
Junge,Eric,jungeer01,NL,28,2005,0.1,28,2,1,0,28,14,13,13,4.18,3,21,10,1,1,1,0
Pineda,Luis,pinedlu01,NL,31,2005,0.11,28,1,2,0,27,14,13,13,4.18,3,21,11,1,1,1,0
Cruz,Juan,cruzju02,NL,27,2005,0.62,70,4,5,0,66,35,32,33,4.18,8,63,30,2,4,2,0
Millwood,Kevin,millwke01,NL,31,2005,0.8,153,10,7,0,153,77,73,69,4.18,15,123,51,5,6,3,0
Corcoran,Roy,corcoro01,NL,25,2005,0.1,28,1,1,0,28,14,13,13,4.18,3,21,11,1,1,1,0
Gregg,Kevin,greggke01,AL,27,2005,0.54,73,4,3,0,71,37,35,33,4.19,7,60,25,2,3,6,1
Hernandez,Orlando,hernaor01,AL,40,2005,0.6,101,7,4,0,99,48,46,48,4.19,12,82,38,1,6,4,0
Radke,Brad,radkebr01,AL,33,2005,0.82,191,11,8,0,208,94,89,89,4.19,24,121,34,2,6,2,0
Holmes,Darren,holmeda01,NL,39,2005,0.34,29,1,2,0,30,15,13,14,4.19,3,24,10,1,1,1,0
Borowski,Joe,borowjo01,NL,34,2005,0.53,43,2,3,9,42,21,20,20,4.19,5,36,16,2,1,1,0
Wunsch,Kelly,wunscke01,AL,33,2005,0.29,30,1,1,0,28,15,14,14,4.2,3,22,14,1,3,1,0
Stanford,Jason,stanfja01,AL,28,2005,0.33,60,3,4,0,61,29,27,29,4.2,7,40,22,1,3,2,0
Rosario,Rodrigo,rosarro01,NL,28,2005,0.06,61,4,3,0,60,30,28,29,4.2,7,46,23,3,3,3,0
McConnell,Sam,mcconsa02,NL,30,2005,0.1,30,2,2,0,31,15,14,14,4.2,3,21,11,1,1,1,0
Horgan,Joe,horgajo01,NL,28,2005,0.31,45,3,2,1,43,22,20,22,4.2,6,34,19,2,2,1,0
Mateo,Julio,mateoju01,AL,28,2005,0.58,62,3,2,1,59,31,29,29,4.21,10,48,18,2,4,2,0
Betancourt,Rafael,betanra01,AL,30,2005,0.51,62,4,4,2,63,31,28,30,4.21,7,56,21,3,2,3,0
Leicester,Jon,leicejo01,NL,26,2005,0.32,46,4,2,0,45,23,21,22,4.21,6,36,17,1,1,1,0
Neu,Mike,neumi01,NL,27,2005,0.26,31,1,1,0,31,15,14,15,4.21,3,22,14,1,1,1,0
Ramirez,Erasmo,ramirer01,AL,29,2005,0.43,48,4,3,0,48,25,23,22,4.22,6,32,14,1,3,1,0
Dohmann,Scott,dohmasc01,NL,27,2005,0.34,48,2,3,0,46,24,22,23,4.22,7,42,18,1,1,2,0
Reed,Steve,reedst01,NL,39,2005,0.59,64,3,5,0,67,29,27,33,4.22,8,42,22,4,6,2,0
Escobar,Kelvim,escobke01,AL,29,2005,0.8,168,10,10,6,165,82,79,79,4.23,17,150,68,3,7,7,0
Mussina,Mike,mussimi01,AL,37,2005,0.81,164,12,8,0,169,84,78,76,4.23,21,135,42,2,3,5,0
Garcia,Freddy,garcifr02,AL,29,2005,0.82,185,11,10,0,180,92,88,86,4.23,24,150,61,3,7,8,0
Byrd,Paul,byrdpa01,NL,35,2005,0.68,117,8,7,0,123,59,53,57,4.23,18,79,28,2,3,2,0
Trachsel,Steve,trachst01,NL,35,2005,0.82,182,11,11,0,186,91,81,90,4.23,23,108,69,8,4,5,1
Romero,J.C.,romerjc01,AL,29,2005,0.62,68,5,3,0,65,33,31,33,4.24,6,57,33,4,4,5,1
Lilly,Ted,lillyte01,AL,29,2005,0.8,175,11,10,0,164,87,83,82,4.24,24,144,69,3,6,6,3
Ford,Matt,fordma01,NL,24,2005,0.25,35,2,2,0,35,18,16,17,4.24,4,26,14,1,1,1,0
Pember,Dave,pembeda01,NL,27,2005,0.03,34,2,2,0,33,18,16,16,4.24,4,25,13,1,1,1,0
Ohka,Tomokazu,ohkato01,NL,29,2005,0.76,122,6,7,0,135,61,53,62,4.24,15,74,32,5,4,4,0
Tucker,T.J.,tucketj01,NL,27,2005,0.61,69,4,3,0,73,35,32,33,4.24,7,47,22,4,3,2,0
Williams,Dave,willida07,NL,26,2005,0.37,69,4,5,0,64,36,33,32,4.24,9,54,26,3,4,2,0
Rincon,Ricardo,rincori01,AL,35,2005,0.53,53,3,3,0,52,27,25,25,4.25,5,41,23,3,2,2,0
Wagner,Ryan,wagnery01,NL,23,2005,0.43,53,3,2,0,52,26,24,26,4.25,6,43,23,2,2,4,0
Martin,Tom,martito02,NL,35,2005,0.47,53,2,3,0,52,26,24,26,4.25,7,40,22,3,3,2,0
Lawrence,Brian,lawrebr02,NL,29,2005,0.82,182,11,12,0,193,91,84,88,4.25,22,114,52,6,8,3,0
Bell,Heath,bellhe01,NL,28,2005,0.21,37,2,2,0,37,18,17,18,4.26,5,31,13,1,1,1,0
Lincoln,Mike,lincomi01,NL,30,2005,0.42,37,3,3,1,37,20,18,17,4.26,4,28,14,1,1,1,0
Benes,Andy,benesan01,NL,38,2005,0.27,58,3,3,0,58,29,26,29,4.27,7,41,25,2,3,1,0
Morris,Matt,morrima01,NL,31,2005,0.81,178,12,9,0,180,92,85,84,4.27,25,125,51,3,5,3,0
Williams,Todd,willito02,AL,34,2005,0.26,41,2,2,0,41,20,19,20,4.28,5,26,14,1,3,1,0
DePaula,Jorge,depaujo01,AL,27,2005,0.16,41,2,2,0,40,22,20,19,4.28,5,28,15,1,2,1,0
Quantrill,Paul,quantpa01,AL,37,2005,0.66,80,4,4,1,91,40,37,39,4.28,6,44,22,4,4,1,0
Sweeney,Brian,sweenbr01,NL,31,2005,0.19,40,2,2,0,42,21,19,19,4.28,4,30,13,1,2,1,0
Qualls,Chad,quallch01,NL,27,2005,0.27,41,3,2,1,41,20,19,20,4.28,5,31,14,1,3,1,0
Julio,Jorge,juliojo01,AL,26,2005,0.6,66,3,5,20,61,34,31,32,4.3,9,57,31,3,3,4,0
Thomson,John,thomsjo01,NL,32,2005,0.82,181,11,10,0,193,96,86,87,4.3,22,122,50,5,5,4,0
Alfonseca,Antonio,alfonan01,NL,33,2005,0.62,68,4,3,2,71,33,31,34,4.3,7,48,27,3,2,3,0
Sanchez,Duaner,sanchdu01,NL,26,2005,0.49,66,3,2,0,67,33,30,33,4.3,8,44,23,2,4,3,0
Howry,Bobby,howrybo01,AL,32,2005,0.44,47,3,3,0,48,24,22,23,4.31,6,36,16,1,2,1,0
Harper,Travis,harpetr01,AL,29,2005,0.66,74,4,4,0,73,39,36,35,4.32,9,54,25,3,5,3,0
Cerda,Jaime,cerdaja01,AL,27,2005,0.46,51,2,3,1,50,27,24,25,4.32,5,36,25,2,2,3,0
Stechschulte,Gene,stechge01,NL,32,2005,0.11,25,2,1,0,25,13,12,12,4.32,3,18,10,1,1,1,0
Duff,Matt,duffma01,NL,31,2005,0.02,25,1,1,0,25,13,12,12,4.32,3,19,10,1,1,1,0
Trujillo,J.J.,trujijj01,NL,30,2005,0.01,25,1,1,0,25,13,12,12,4.32,3,19,10,1,1,1,0
Cyr,Eric,cyrer01,NL,26,2005,0.02,25,1,1,0,25,13,12,12,4.32,3,19,10,1,1,1,0
Sanchez,Felix,sanchfe01,NL,24,2005,0.01,25,1,1,0,25,13,12,12,4.32,3,20,10,1,1,1,0
Ferrari,Anthony,ferraan01,NL,27,2005,0.03,25,1,1,0,25,13,12,12,4.32,3,19,10,1,1,1,0
DeWitt,Matt,dewitma01,NL,28,2005,0.03,25,1,1,0,25,13,12,12,4.32,3,19,9,1,1,1,0
Nunez,Jose Antonio,nunezjo02,NL,26,2005,0,25,1,1,0,25,13,12,12,4.32,3,19,9,1,1,1,0
Davis,Kane,daviska01,NL,30,2005,0.05,25,1,1,0,25,13,12,12,4.32,3,20,10,1,1,1,0
Moreno,Juan,morenju02,NL,30,2005,0.02,25,1,1,0,25,13,12,12,4.32,3,19,10,1,1,1,0
Duncan,Courtney,duncaco01,NL,31,2005,0.01,25,1,1,0,25,13,12,12,4.32,3,19,9,1,1,1,0
Corey,Bryan,coreybr01,NL,32,2005,0,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Reitsma,Chris,reitsch01,NL,28,2005,0.67,76,5,5,3,81,38,35,38,4.32,10,54,22,3,2,2,0
Eaton,Adam,eatonad01,NL,28,2005,0.79,178,9,11,0,176,96,87,84,4.32,23,139,57,4,8,6,0
Weathers,Dave,weathda01,NL,36,2005,0.65,75,4,5,2,77,37,33,39,4.32,9,57,32,4,4,2,0
Eckenstahler,Eric,eckener01,AL,29,2005,0.13,27,1,1,0,27,15,13,13,4.33,3,20,12,1,1,1,0
Vazquez,Javier,vazquja01,AL,29,2005,0.83,182,11,10,0,180,96,89,86,4.33,27,150,51,3,7,8,1
League,Brandon,leagubr01,AL,22,2005,0.05,27,2,1,0,27,14,13,13,4.33,3,20,10,1,1,1,0
