"nameLast","nameFirst","playerID","lgID","Age","year","reliability","mIP","mW","mL","mSV","mH","mR","mER","bsrER","ERA","mHR","mSO","mBB","mIBB","mHBP","mWP","mBK"
"Parker","Christian","parkech01","AL",27,2002,0.03,61.00,3.00,4.00,0.00,66.00,37.00,34.00,33.00,4.94,9.00,44.00,22.00,2.00,3.00,2.00,0.00
"Pettitte","Andy","pettian01","AL",30,2002,0.82,181.00,14.00,9.00,0.00,194.00,93.00,83.00,85.00,4.18,15.00,131.00,54.00,3.00,6.00,3.00,2.00
"Redman","Mark","redmama01","AL",28,2002,0.65,97.00,6.00,7.00,0.00,105.00,51.00,48.00,50.00,4.55,12.00,70.00,32.00,1.00,3.00,5.00,0.00
"MacDougal","Mike","macdomi01","AL",25,2002,0.15,68.00,4.00,4.00,0.00,70.00,37.00,33.00,34.00,4.43,8.00,47.00,23.00,1.00,3.00,4.00,0.00
"Riske","David","riskeda01","AL",26,2002,0.26,39.00,2.00,2.00,1.00,37.00,19.00,17.00,18.00,4.04,5.00,32.00,16.00,2.00,2.00,1.00,0.00
"Rincon","Ricardo","rincori01","AL",32,2002,0.48,54.00,3.00,2.00,1.00,51.00,25.00,23.00,24.00,3.92,5.00,43.00,22.00,3.00,2.00,2.00,0.00
"Rincon","Juan","rincoju01","AL",23,2002,0.06,28.00,2.00,1.00,0.00,28.00,15.00,14.00,13.00,4.34,3.00,21.00,11.00,1.00,1.00,1.00,0.00
"Rhodes","Arthur","rhodear01","AL",33,2002,0.60,66.00,5.00,4.00,1.00,56.00,29.00,27.00,26.00,3.61,7.00,65.00,23.00,2.00,2.00,3.00,0.00
"Rekar","Bryan","rekarbr01","AL",30,2002,0.76,143.00,6.00,10.00,0.00,162.00,87.00,78.00,77.00,4.88,19.00,89.00,42.00,2.00,6.00,5.00,1.00
"Reichert","Dan","reichda01","AL",26,2002,0.73,122.00,7.00,7.00,1.00,124.00,73.00,66.00,65.00,4.83,13.00,80.00,59.00,2.00,7.00,10.00,0.00
"Ponson","Sidney","ponsosi01","AL",26,2002,0.80,151.00,7.00,9.00,0.00,156.00,81.00,75.00,73.00,4.41,20.00,100.00,47.00,1.00,4.00,3.00,0.00
"Reed","Rick","reedri01","AL",38,2002,0.81,180.00,11.00,9.00,0.00,195.00,92.00,86.00,87.00,4.32,25.00,116.00,38.00,3.00,6.00,3.00,0.00
"Osuna","Antonio","osunaan01","AL",29,2002,0.36,34.00,2.00,2.00,0.00,34.00,19.00,18.00,17.00,4.63,4.00,28.00,13.00,1.00,2.00,1.00,0.00
"Rapp","Pat","rapppa01","AL",35,2002,0.79,158.00,7.00,10.00,0.00,167.00,93.00,85.00,81.00,4.73,17.00,91.00,65.00,3.00,5.00,5.00,0.00
"Radke","Brad","radkebr01","AL",30,2002,0.84,196.00,12.00,11.00,0.00,208.00,93.00,87.00,88.00,4.02,22.00,123.00,37.00,1.00,7.00,4.00,1.00
"Radinsky","Scott","radinsc01","AL",34,2002,0.11,26.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.19,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Quantrill","Paul","quantpa01","AL",34,2002,0.64,75.00,6.00,3.00,1.00,81.00,35.00,32.00,35.00,4.02,7.00,50.00,20.00,3.00,4.00,1.00,0.00
"Pulsipher","Bill","pulsibi01","AL",29,2002,0.42,46.00,2.00,2.00,0.00,51.00,30.00,27.00,27.00,5.28,7.00,31.00,20.00,1.00,3.00,2.00,0.00
"Miller","Matt","millema01","AL",28,2002,0.10,30.00,2.00,1.00,0.00,33.00,17.00,16.00,16.00,4.80,3.00,21.00,11.00,1.00,2.00,1.00,0.00
"Michalak","Chris","michach01","AL",31,2002,0.61,111.00,6.00,7.00,1.00,123.00,61.00,55.00,63.00,4.78,15.00,64.00,43.00,4.00,9.00,2.00,3.00
"Miadich","Bart","miadiba01","AL",26,2002,0.10,30.00,2.00,1.00,0.00,29.00,16.00,15.00,14.00,4.35,4.00,23.00,12.00,1.00,1.00,1.00,0.00
"Mercedes","Jose","mercejo02","AL",31,2002,0.76,159.00,10.00,11.00,0.00,175.00,93.00,87.00,83.00,4.81,17.00,100.00,57.00,3.00,7.00,4.00,1.00
"Mendoza","Ramiro","mendora01","AL",30,2002,0.68,86.00,6.00,5.00,3.00,84.00,42.00,39.00,37.00,3.98,9.00,57.00,23.00,2.00,3.00,2.00,0.00
"Mecir","Jim","mecirji01","AL",32,2002,0.59,65.00,4.00,5.00,2.00,59.00,29.00,26.00,26.00,3.60,5.00,53.00,25.00,3.00,2.00,2.00,0.00
"Paniagua","Jose","paniajo01","AL",29,2002,0.62,66.00,4.00,3.00,3.00,61.00,32.00,30.00,30.00,4.09,6.00,52.00,30.00,2.00,5.00,3.00,0.00
"Meacham","Rusty","meachru01","AL",34,2002,0.30,43.00,2.00,3.00,0.00,47.00,26.00,24.00,23.00,4.92,5.00,26.00,15.00,1.00,2.00,2.00,0.00
"Milton","Eric","miltoer01","AL",27,2002,0.83,190.00,12.00,8.00,0.00,185.00,98.00,91.00,86.00,4.19,28.00,145.00,50.00,1.00,6.00,3.00,0.00
"McDill","Allen","mcdilal01","AL",31,2002,0.19,33.00,2.00,2.00,0.00,34.00,19.00,18.00,17.00,4.77,4.00,25.00,12.00,1.00,2.00,1.00,0.00
"Mays","Joe","maysjo01","AL",27,2002,0.82,187.00,11.00,12.00,0.00,182.00,87.00,81.00,83.00,3.95,21.00,115.00,59.00,2.00,5.00,9.00,0.00
"Martinez","Pedro","martipe02","AL",31,2002,0.79,140.00,10.00,4.00,0.00,103.00,42.00,38.00,39.00,2.48,10.00,174.00,28.00,1.00,9.00,3.00,0.00
"Mahomes","Pat","mahompa01","AL",32,2002,0.68,91.00,6.00,4.00,0.00,93.00,55.00,51.00,49.00,4.95,13.00,61.00,44.00,5.00,2.00,3.00,0.00
"Magnante","Mike","magnami01","AL",37,2002,0.54,57.00,3.00,2.00,0.00,59.00,28.00,24.00,27.00,4.03,6.00,32.00,19.00,4.00,2.00,2.00,0.00
"Meadows","Brian","meadobr01","AL",27,2002,0.73,104.00,6.00,7.00,0.00,122.00,63.00,59.00,60.00,5.15,17.00,51.00,30.00,3.00,4.00,2.00,0.00
"Mussina","Mike","mussimi01","AL",34,2002,0.84,198.00,13.00,10.00,0.00,189.00,84.00,77.00,78.00,3.52,20.00,172.00,43.00,2.00,4.00,4.00,0.00
"Rocker","John","rockejo01","AL",28,2002,0.59,64.00,4.00,5.00,19.00,57.00,32.00,28.00,30.00,4.08,6.00,66.00,32.00,3.00,3.00,6.00,1.00
"Ortiz","Ramon","ortizra01","AL",29,2002,0.77,175.00,11.00,9.00,0.00,177.00,97.00,88.00,88.00,4.53,22.00,119.00,67.00,4.00,9.00,7.00,2.00
"Oliver","Darren","oliveda02","AL",32,2002,0.77,148.00,8.00,10.00,0.00,174.00,97.00,91.00,87.00,5.41,19.00,92.00,55.00,2.00,7.00,6.00,1.00
"Nomo","Hideo","nomohi01","AL",34,2002,0.81,178.00,10.00,10.00,0.00,169.00,94.00,89.00,87.00,4.45,25.00,170.00,77.00,2.00,4.00,9.00,0.00
"Nelson","Jeff","nelsoje01","AL",36,2002,0.58,65.00,4.00,3.00,2.00,50.00,28.00,25.00,25.00,3.46,5.00,64.00,34.00,1.00,4.00,3.00,0.00
"Miller","Travis","milletr01","AL",30,2002,0.55,56.00,2.00,3.00,0.00,61.00,30.00,26.00,28.00,4.34,5.00,42.00,21.00,2.00,2.00,2.00,0.00
"Myette","Aaron","myettaa01","AL",25,2002,0.50,91.00,5.00,5.00,0.00,96.00,59.00,56.00,50.00,5.24,12.00,72.00,38.00,1.00,8.00,3.00,0.00
"Mills","Alan","millsal01","AL",36,2002,0.44,37.00,2.00,2.00,0.00,41.00,22.00,21.00,23.00,5.35,6.00,25.00,18.00,2.00,2.00,2.00,0.00
"Murray","Heath","murrahe01","AL",29,2002,0.47,62.00,2.00,5.00,0.00,71.00,39.00,37.00,38.00,5.44,9.00,41.00,29.00,3.00,3.00,2.00,0.00
"Mullen","Scott","mullesc01","AL",27,2002,0.16,31.00,1.00,1.00,0.00,32.00,17.00,15.00,16.00,4.50,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"Mulder","Mark","muldema01","AL",25,2002,0.79,190.00,15.00,9.00,0.00,189.00,91.00,84.00,82.00,3.93,18.00,128.00,55.00,4.00,6.00,5.00,0.00
"Moyer","Jamie","moyerja01","AL",40,2002,0.81,180.00,14.00,8.00,0.00,182.00,90.00,83.00,82.00,4.12,22.00,108.00,47.00,3.00,8.00,3.00,0.00
"Moreno","Juan","morenju02","AL",27,2002,0.32,46.00,3.00,3.00,0.00,39.00,24.00,22.00,20.00,4.11,6.00,35.00,21.00,1.00,1.00,3.00,1.00
"Moehler","Brian","moehlbr01","AL",31,2002,0.68,82.00,5.00,5.00,0.00,92.00,43.00,39.00,41.00,4.39,9.00,50.00,21.00,1.00,3.00,2.00,0.00
"Nagy","Charles","nagych01","AL",35,2002,0.66,98.00,6.00,7.00,0.00,119.00,65.00,60.00,59.00,5.46,15.00,60.00,31.00,2.00,3.00,3.00,0.00
"Weaver","Jeff","weaveje01","AL",26,2002,0.82,194.00,11.00,13.00,0.00,194.00,97.00,89.00,88.00,4.11,21.00,136.00,55.00,3.00,14.00,3.00,1.00
"Rivera","Mariano","riverma01","AL",33,2002,0.63,73.00,4.00,4.00,32.00,62.00,28.00,26.00,25.00,3.14,6.00,61.00,20.00,2.00,2.00,2.00,0.00
"Williams","Todd","willito02","AL",31,2002,0.17,33.00,2.00,2.00,0.00,36.00,18.00,16.00,18.00,4.64,4.00,24.00,13.00,1.00,2.00,1.00,0.00
"Wickman","Bob","wickmbo01","AL",33,2002,0.61,66.00,4.00,3.00,23.00,64.00,28.00,25.00,28.00,3.61,5.00,52.00,22.00,3.00,2.00,2.00,0.00
"Wheeler","Daniel","wheelda01","AL",25,2002,0.33,41.00,2.00,2.00,0.00,46.00,24.00,23.00,22.00,4.94,5.00,31.00,14.00,1.00,2.00,2.00,0.00
"Westbrook","Jake","westbja01","AL",25,2002,0.44,68.00,4.00,4.00,0.00,76.00,41.00,39.00,36.00,4.96,7.00,50.00,24.00,3.00,3.00,3.00,0.00
"Wells","Kip","wellski01","AL",25,2002,0.70,124.00,9.00,9.00,0.00,132.00,73.00,65.00,68.00,4.83,14.00,94.00,53.00,4.00,8.00,9.00,0.00
"Wells","David","wellsda01","AL",39,2002,0.79,133.00,9.00,7.00,0.00,151.00,70.00,64.00,66.00,4.40,15.00,91.00,29.00,1.00,5.00,4.00,0.00
"Wilson","Paul","wilsopa02","AL",29,2002,0.68,128.00,6.00,8.00,0.00,131.00,72.00,64.00,63.00,4.46,15.00,98.00,43.00,3.00,10.00,5.00,0.00
"Weber","Ben","weberbe01","AL",33,2002,0.48,61.00,4.00,3.00,0.00,63.00,32.00,29.00,29.00,4.28,5.00,40.00,24.00,4.00,3.00,2.00,0.00
"Wise","Matt","wisema01","AL",27,2002,0.46,81.00,4.00,5.00,0.00,81.00,44.00,41.00,41.00,4.56,13.00,64.00,28.00,2.00,3.00,2.00,0.00
"Washburn","Jarrod","washbja01","AL",28,2002,0.75,164.00,10.00,8.00,0.00,158.00,78.00,71.00,74.00,3.98,22.00,109.00,52.00,3.00,6.00,3.00,0.00
"Wasdin","John","wasdijo01","AL",30,2002,0.63,71.00,3.00,4.00,0.00,76.00,40.00,37.00,37.00,4.69,10.00,57.00,22.00,3.00,4.00,3.00,0.00
"Wallace","Jeff","wallaje01","AL",26,2002,0.49,54.00,2.00,2.00,0.00,52.00,31.00,26.00,28.00,4.50,6.00,41.00,30.00,1.00,2.00,3.00,0.00
"Wakefield","Tim","wakefti01","AL",36,2002,0.78,138.00,7.00,9.00,3.00,138.00,78.00,69.00,69.00,4.50,17.00,104.00,56.00,4.00,10.00,4.00,0.00
"Voyles","Brad","voylebr01","AL",26,2002,0.10,30.00,2.00,1.00,0.00,29.00,16.00,14.00,15.00,4.35,4.00,21.00,12.00,1.00,2.00,1.00,0.00
"Vizcaino","Luis","vizcalu01","AL",28,2002,0.36,45.00,2.00,2.00,0.00,47.00,25.00,24.00,24.00,4.80,7.00,35.00,17.00,1.00,2.00,2.00,0.00
"Vining","Ken","vininke01","AL",28,2002,0.07,28.00,1.00,1.00,0.00,31.00,18.00,17.00,16.00,5.30,4.00,20.00,11.00,1.00,2.00,1.00,0.00
"Wells","Bob","wellsbo01","AL",36,2002,0.64,68.00,4.00,4.00,3.00,68.00,35.00,33.00,33.00,4.37,10.00,49.00,19.00,2.00,6.00,1.00,0.00
"Zambrano","Victor","zambrvi01","AL",27,2002,0.37,51.00,4.00,2.00,1.00,46.00,25.00,22.00,22.00,3.88,6.00,44.00,18.00,1.00,3.00,3.00,0.00
"Wilson","Kris","wilsokr01","AL",26,2002,0.60,96.00,5.00,5.00,1.00,105.00,58.00,50.00,53.00,4.83,16.00,63.00,30.00,2.00,5.00,2.00,0.00
"Zimmerman","Jeff","zimmeje02","AL",30,2002,0.62,68.00,4.00,4.00,10.00,60.00,30.00,28.00,29.00,3.77,9.00,60.00,22.00,2.00,3.00,2.00,1.00
"Valdes","Ismael","valdeis01","AL",29,2002,0.77,152.00,7.00,11.00,0.00,164.00,80.00,77.00,79.00,4.62,22.00,100.00,47.00,3.00,7.00,3.00,0.00
"Yan","Esteban","yanes01","AL",27,2002,0.66,75.00,4.00,5.00,8.00,79.00,44.00,40.00,38.00,4.68,10.00,63.00,22.00,1.00,6.00,4.00,0.00
"Wunsch","Kelly","wunscke01","AL",30,2002,0.42,42.00,3.00,2.00,0.00,40.00,22.00,21.00,20.00,4.39,5.00,32.00,16.00,1.00,4.00,1.00,0.00
"Wright","Jaret","wrighja02","AL",27,2002,0.55,80.00,5.00,5.00,0.00,81.00,47.00,44.00,41.00,4.78,9.00,56.00,37.00,1.00,3.00,3.00,1.00
"Wright","Dan","wrighda02","AL",25,2002,0.43,90.00,6.00,5.00,0.00,96.00,53.00,49.00,50.00,4.95,13.00,59.00,40.00,2.00,3.00,5.00,0.00
"Woodard","Steve","woodast01","AL",27,2002,0.74,106.00,4.00,5.00,0.00,126.00,63.00,58.00,59.00,4.97,14.00,68.00,26.00,3.00,5.00,4.00,1.00
"Wohlers","Mark","wohlema01","AL",32,2002,0.49,62.00,3.00,3.00,0.00,62.00,35.00,31.00,30.00,4.43,7.00,45.00,24.00,1.00,2.00,5.00,0.00
"Witasick","Jay","witasja01","AL",30,2002,0.72,89.00,6.00,5.00,0.00,97.00,53.00,46.00,49.00,4.80,11.00,78.00,36.00,3.00,6.00,3.00,0.00
"Zito","Barry","zitoba01","AL",24,2002,0.76,176.00,13.00,7.00,0.00,148.00,74.00,67.00,66.00,3.40,15.00,160.00,65.00,2.00,9.00,5.00,1.00
"Saberhagen","Bret","saberbr01","AL",38,2002,0.38,67.00,4.00,4.00,0.00,72.00,35.00,32.00,33.00,4.37,8.00,46.00,17.00,1.00,3.00,2.00,0.00
"Shields","Scot","shielsc01","AL",27,2002,0.11,31.00,2.00,2.00,0.00,30.00,15.00,13.00,14.00,3.92,3.00,22.00,12.00,1.00,2.00,2.00,0.00
"Sele","Aaron","seleaa01","AL",32,2002,0.83,188.00,14.00,7.00,0.00,195.00,90.00,85.00,86.00,4.09,19.00,122.00,54.00,4.00,8.00,3.00,0.00
"Seay","Bobby","seaybo01","AL",24,2002,0.13,31.00,2.00,2.00,0.00,31.00,18.00,16.00,15.00,4.50,4.00,24.00,11.00,1.00,2.00,1.00,0.00
"Schourek","Pete","schoupe01","AL",33,2002,0.61,63.00,3.00,5.00,0.00,68.00,37.00,33.00,34.00,4.79,9.00,43.00,23.00,2.00,3.00,2.00,0.00
"Schoeneweis","Scott","schoesc01","AL",29,2002,0.79,174.00,8.00,9.00,0.00,186.00,102.00,95.00,89.00,4.76,19.00,94.00,62.00,3.00,10.00,4.00,1.00
"Sasaki","Kazuhiro","sasakka01","AL",34,2002,0.55,65.00,2.00,4.00,29.00,55.00,29.00,27.00,26.00,3.67,8.00,58.00,21.00,3.00,3.00,3.00,0.00
"Santos","Victor","santovi01","AL",26,2002,0.46,71.00,3.00,3.00,0.00,65.00,34.00,30.00,33.00,3.99,8.00,50.00,34.00,3.00,3.00,1.00,0.00
"Villafuerte","Brandon","villabr01","AL",27,2002,0.09,28.00,1.00,1.00,0.00,30.00,17.00,16.00,15.00,4.98,4.00,20.00,11.00,1.00,2.00,1.00,0.00
"Santana","Johan","santajo01","AL",23,2002,0.53,63.00,3.00,2.00,0.00,66.00,36.00,34.00,33.00,4.79,8.00,46.00,25.00,1.00,3.00,3.00,1.00
"Smith","Roy","smithro03","AL",26,2002,0.16,33.00,2.00,2.00,0.00,34.00,19.00,17.00,17.00,4.64,4.00,26.00,14.00,1.00,2.00,1.00,0.00
"Sabathia","C.C.","sabatcc01","AL",22,2002,0.67,150.00,13.00,5.00,0.00,129.00,76.00,71.00,64.00,4.05,16.00,136.00,68.00,2.00,6.00,6.00,2.00
"Ryan","B.J.","ryanbj01","AL",27,2002,0.50,56.00,3.00,3.00,1.00,51.00,31.00,28.00,26.00,4.34,7.00,50.00,26.00,2.00,2.00,1.00,0.00
"Rupe","Ryan","rupery01","AL",27,2002,0.74,139.00,7.00,10.00,0.00,151.00,93.00,86.00,78.00,5.31,23.00,109.00,46.00,2.00,11.00,6.00,1.00
"Rose","Brian","rosebr01","AL",26,2002,0.61,76.00,4.00,5.00,0.00,83.00,46.00,43.00,42.00,5.03,12.00,47.00,27.00,3.00,3.00,4.00,0.00
"Romero","J.C.","romerjc01","AL",26,2002,0.55,90.00,3.00,6.00,0.00,97.00,59.00,53.00,47.00,5.00,12.00,65.00,33.00,2.00,3.00,2.00,0.00
"Rogers","Kenny","rogerke01","AL",38,2002,0.79,143.00,7.00,8.00,0.00,163.00,84.00,77.00,79.00,4.91,16.00,87.00,50.00,2.00,9.00,3.00,1.00
"Rodriguez","Rich","rodriri02","AL",39,2002,0.48,48.00,2.00,2.00,0.00,56.00,32.00,27.00,29.00,5.25,6.00,33.00,19.00,2.00,3.00,2.00,1.00
"Suppan","Jeff","suppaje01","AL",27,2002,0.83,190.00,9.00,10.00,0.00,196.00,100.00,92.00,94.00,4.41,25.00,113.00,62.00,3.00,9.00,6.00,0.00
"Lyon","Brandon","lyonbr01","AL",23,2002,0.41,91.00,6.00,5.00,0.00,90.00,46.00,43.00,41.00,4.15,10.00,61.00,27.00,1.00,3.00,2.00,1.00
"Urbina","Ugueth","urbinug01","AL",28,2002,0.53,60.00,3.00,3.00,18.00,56.00,29.00,27.00,26.00,3.98,7.00,61.00,22.00,1.00,1.00,2.00,0.00
"Towers","Josh","towerjo01","AL",25,2002,0.61,124.00,7.00,8.00,0.00,136.00,65.00,61.00,61.00,4.43,17.00,68.00,25.00,1.00,5.00,2.00,0.00
"Tomko","Brett","tomkobr01","AL",29,2002,0.63,66.00,4.00,3.00,0.00,68.00,38.00,34.00,34.00,4.64,10.00,46.00,24.00,3.00,2.00,2.00,0.00
"Tolar","Kevin","tolarke01","AL",31,2002,0.12,31.00,2.00,2.00,0.00,30.00,17.00,16.00,14.00,4.35,3.00,23.00,14.00,1.00,1.00,1.00,0.00
"Thomas","Brad","thomabr01","AL",25,2002,0.16,68.00,3.00,4.00,0.00,70.00,41.00,39.00,37.00,5.03,11.00,46.00,29.00,1.00,3.00,3.00,0.00
"Shuey","Paul","shueypa01","AL",32,2002,0.58,59.00,4.00,3.00,1.00,55.00,28.00,24.00,26.00,3.81,5.00,59.00,24.00,3.00,2.00,3.00,0.00
"Smart","J.D.","smartjd01","AL",29,2002,0.27,33.00,2.00,2.00,0.00,35.00,19.00,17.00,16.00,4.50,4.00,22.00,11.00,1.00,1.00,1.00,0.00
"Sturtze","Tanyon","sturtta01","AL",32,2002,0.73,148.00,9.00,8.00,1.00,153.00,77.00,73.00,75.00,4.50,17.00,91.00,58.00,1.00,7.00,7.00,0.00
"Stein","Blake","steinbl01","AL",29,2002,0.72,122.00,7.00,7.00,0.00,111.00,65.00,61.00,60.00,4.46,18.00,95.00,60.00,2.00,5.00,7.00,0.00
"Stark","Dennis","starkde01","AL",28,2002,0.16,51.00,3.00,3.00,0.00,56.00,32.00,29.00,28.00,5.03,8.00,37.00,18.00,1.00,2.00,2.00,0.00
"Stanton","Mike","stantmi02","AL",35,2002,0.62,72.00,5.00,4.00,0.00,74.00,32.00,30.00,33.00,3.94,6.00,64.00,25.00,5.00,3.00,2.00,0.00
"Standridge","Jason","standja01","AL",24,2002,0.18,39.00,2.00,2.00,0.00,38.00,20.00,19.00,19.00,4.38,6.00,27.00,16.00,1.00,1.00,1.00,0.00
"Sparks","Steve","sparkst01","AL",37,2002,0.80,183.00,10.00,9.00,0.00,195.00,95.00,83.00,90.00,4.25,19.00,98.00,58.00,1.00,7.00,7.00,1.00
"Venafro","Mike","venafmi01","AL",29,2002,0.58,61.00,4.00,3.00,2.00,60.00,31.00,28.00,27.00,4.06,4.00,37.00,23.00,3.00,5.00,2.00,0.00
"Tam","Jeff","tamje01","AL",32,2002,0.60,71.00,3.00,3.00,2.00,69.00,31.00,28.00,30.00,3.68,5.00,44.00,24.00,6.00,3.00,2.00,0.00
"Castillo","Frank","castifr01","AL",33,2002,0.72,142.00,10.00,8.00,0.00,136.00,70.00,64.00,62.00,3.99,16.00,99.00,45.00,2.00,6.00,3.00,1.00
"Eyre","Scott","eyresc01","AL",30,2002,0.29,35.00,2.00,2.00,1.00,39.00,20.00,18.00,20.00,4.89,4.00,27.00,14.00,1.00,2.00,2.00,0.00
"Cone","David","coneda01","AL",39,2002,0.77,143.00,7.00,9.00,0.00,156.00,84.00,77.00,82.00,5.00,19.00,114.00,61.00,4.00,10.00,8.00,0.00
"Colon","Bartolo","colonba01","AL",29,2002,0.82,190.00,13.00,9.00,0.00,179.00,89.00,83.00,85.00,3.98,22.00,175.00,75.00,3.00,4.00,4.00,1.00
"Colome","Jesus","colomje01","AL",25,2002,0.35,49.00,3.00,3.00,0.00,45.00,25.00,22.00,23.00,4.13,7.00,35.00,20.00,2.00,2.00,2.00,0.00
"Cogan","Tony","coganto01","AL",26,2002,0.22,37.00,2.00,3.00,0.00,40.00,21.00,19.00,21.00,4.86,6.00,27.00,15.00,1.00,3.00,1.00,0.00
"Coco","Pasqual","cocopa01","AL",25,2002,0.16,40.00,2.00,2.00,0.00,40.00,22.00,20.00,19.00,4.39,4.00,29.00,15.00,1.00,3.00,1.00,0.00
"Clemens","Roger","clemero02","AL",40,2002,0.83,191.00,14.00,6.00,0.00,184.00,90.00,82.00,86.00,3.96,20.00,168.00,70.00,1.00,8.00,8.00,0.00
"Cordero","Francisco","cordefr01","AL",27,2002,0.40,34.00,1.00,2.00,0.00,35.00,19.00,17.00,18.00,4.63,4.00,24.00,15.00,1.00,2.00,2.00,0.00
"Charlton","Norm","charlno01","AL",39,2002,0.43,49.00,3.00,3.00,0.00,48.00,27.00,24.00,23.00,4.32,5.00,39.00,19.00,1.00,3.00,3.00,0.00
"Cornejo","Nate","cornena01","AL",23,2002,0.32,81.00,6.00,5.00,0.00,92.00,52.00,47.00,49.00,5.33,12.00,55.00,36.00,4.00,4.00,3.00,0.00
"Castillo","Carlos","castica02","AL",27,2002,0.16,29.00,2.00,2.00,0.00,30.00,16.00,15.00,15.00,4.66,4.00,20.00,10.00,1.00,1.00,1.00,0.00
"Carrasco","Hector","carrahe01","AL",33,2002,0.62,70.00,4.00,4.00,1.00,74.00,38.00,35.00,37.00,4.63,8.00,57.00,27.00,2.00,2.00,6.00,1.00
"Carpenter","Chris","carpech01","AL",27,2002,0.81,183.00,10.00,10.00,0.00,195.00,102.00,92.00,96.00,4.62,24.00,131.00,65.00,3.00,10.00,5.00,0.00
"Callaway","Mickey","callami01","AL",27,2002,0.11,40.00,2.00,2.00,0.00,41.00,23.00,21.00,20.00,4.61,5.00,28.00,15.00,1.00,2.00,1.00,0.00
"Byrd","Paul","byrdpa01","AL",32,2002,0.72,116.00,6.00,8.00,0.00,127.00,69.00,63.00,63.00,4.89,17.00,67.00,37.00,2.00,6.00,4.00,0.00
"Burba","Dave","burbada01","AL",36,2002,0.80,152.00,10.00,8.00,0.00,167.00,89.00,83.00,81.00,4.86,17.00,123.00,59.00,2.00,4.00,6.00,0.00
"Buehrle","Mark","buehrma01","AL",23,2002,0.74,164.00,12.00,6.00,0.00,145.00,71.00,64.00,62.00,3.46,17.00,106.00,42.00,2.00,7.00,2.00,2.00
