"nameLast","nameFirst","playerID","lgID","Age","year","reliability","mIP","mW","mL","mSV","mH","mR","mER","bsrER","ERA","mHR","mSO","mBB","mIBB","mHBP","mWP","mBK"
"Choate","Randy","choatra01","AL",27,2002,0.40,51.00,3.00,2.00,0.00,46.00,26.00,23.00,22.00,3.97,4.00,37.00,21.00,1.00,5.00,2.00,0.00
"Douglass","Sean","douglse01","AL",23,2002,0.19,70.00,5.00,4.00,0.00,70.00,37.00,35.00,35.00,4.50,9.00,54.00,27.00,1.00,3.00,3.00,1.00
"Maduro","Calvin","madurca01","AL",28,2002,0.55,89.00,5.00,5.00,0.00,86.00,48.00,46.00,43.00,4.50,12.00,57.00,35.00,1.00,4.00,2.00,0.00
"Erdos","Todd","erdosto01","AL",29,2002,0.38,39.00,1.00,1.00,1.00,40.00,22.00,21.00,20.00,4.73,5.00,25.00,15.00,1.00,4.00,1.00,0.00
"Embree","Alan","embreal01","AL",32,2002,0.56,58.00,3.00,4.00,0.00,62.00,36.00,34.00,31.00,5.04,8.00,48.00,20.00,2.00,3.00,2.00,0.00
"Eldred","Cal","eldreca01","AL",35,2002,0.55,72.00,4.00,4.00,0.00,75.00,44.00,41.00,38.00,4.94,9.00,55.00,30.00,1.00,5.00,3.00,0.00
"Duvall","Mike","duvalmi01","AL",28,2002,0.18,28.00,1.00,1.00,0.00,30.00,15.00,14.00,14.00,4.50,3.00,19.00,11.00,1.00,1.00,1.00,0.00
"Durbin","Chad","durbich01","AL",25,2002,0.72,156.00,8.00,12.00,0.00,169.00,97.00,88.00,85.00,4.99,22.00,93.00,56.00,1.00,8.00,7.00,0.00
"Duchscherer","Justin","duchsju01","AL",25,2002,0.14,46.00,3.00,3.00,0.00,51.00,30.00,28.00,26.00,5.28,7.00,34.00,16.00,1.00,4.00,2.00,0.00
"Cooper","Brian","coopebr01","AL",28,2002,0.48,64.00,3.00,4.00,0.00,66.00,37.00,33.00,32.00,4.57,9.00,38.00,23.00,1.00,3.00,1.00,0.00
"Drese","Ryan","dresery01","AL",26,2002,0.29,59.00,3.00,3.00,0.00,57.00,29.00,27.00,27.00,4.12,6.00,42.00,22.00,2.00,2.00,2.00,0.00
"Bradford","Chad","bradfch01","AL",28,2002,0.35,45.00,3.00,2.00,0.00,47.00,21.00,19.00,22.00,4.10,6.00,34.00,13.00,1.00,2.00,1.00,0.00
"Dickey","R.A.","dickera01","AL",28,2002,0.12,31.00,2.00,2.00,0.00,32.00,18.00,16.00,16.00,4.65,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"DeWitt","Matt","dewitma01","AL",25,2002,0.24,36.00,2.00,2.00,0.00,38.00,19.00,18.00,19.00,4.62,5.00,25.00,14.00,2.00,2.00,2.00,0.00
"Davis","Doug","davisdo02","AL",27,2002,0.74,155.00,9.00,8.00,0.00,172.00,86.00,79.00,83.00,4.70,16.00,103.00,61.00,2.00,4.00,6.00,1.00
"Cressend","Jack","cressja01","AL",27,2002,0.42,55.00,3.00,2.00,0.00,54.00,27.00,25.00,25.00,4.09,6.00,39.00,18.00,1.00,2.00,2.00,0.00
"Creek","Doug","creekdo01","AL",33,2002,0.54,62.00,2.00,4.00,0.00,57.00,34.00,31.00,31.00,4.50,8.00,58.00,34.00,3.00,3.00,3.00,0.00
"Crawford","Paxton","crawfpa02","AL",25,2002,0.38,73.00,5.00,3.00,0.00,73.00,38.00,34.00,34.00,4.19,7.00,52.00,26.00,2.00,4.00,3.00,0.00
"Crabtree","Tim","crabtti01","AL",33,2002,0.53,45.00,2.00,4.00,2.00,50.00,26.00,23.00,24.00,4.70,5.00,32.00,16.00,2.00,2.00,2.00,0.00
"Drew","Tim","drewti01","AL",24,2002,0.32,71.00,3.00,4.00,0.00,82.00,51.00,43.00,43.00,5.45,11.00,46.00,28.00,1.00,5.00,4.00,0.00
"Bailey","Cory","baileco01","AL",31,2002,0.43,59.00,2.00,2.00,0.00,56.00,29.00,27.00,26.00,4.04,5.00,47.00,25.00,2.00,2.00,3.00,0.00
"Baez","Danys","baezda01","AL",25,2002,0.36,50.00,4.00,3.00,0.00,44.00,25.00,20.00,21.00,3.69,6.00,43.00,18.00,2.00,2.00,2.00,0.00
"Bacsik","Mike","bacsimi02","AL",25,2002,0.09,29.00,2.00,1.00,0.00,31.00,17.00,16.00,14.00,4.66,3.00,21.00,10.00,1.00,1.00,1.00,0.00
"Austin","Jeff","austije01","AL",26,2002,0.23,38.00,2.00,2.00,0.00,39.00,21.00,20.00,20.00,4.74,5.00,31.00,15.00,1.00,2.00,2.00,0.00
"Arrojo","Rolando","arrojro01","AL",34,2002,0.75,113.00,6.00,7.00,2.00,115.00,63.00,58.00,56.00,4.54,13.00,82.00,40.00,4.00,11.00,3.00,1.00
"Anderson","Matt","anderma01","AL",26,2002,0.57,60.00,3.00,2.00,9.00,56.00,33.00,30.00,27.00,4.28,6.00,52.00,25.00,3.00,2.00,5.00,0.00
"Almanzar","Carlos","almanca01","AL",29,2002,0.44,37.00,2.00,2.00,0.00,40.00,20.00,19.00,19.00,4.62,5.00,27.00,12.00,1.00,2.00,1.00,0.00
"Brea","Lesli","breale01","AL",29,2002,0.08,31.00,2.00,2.00,0.00,33.00,19.00,17.00,17.00,4.94,4.00,21.00,13.00,1.00,2.00,1.00,0.00
"Balfour","Grant","balfogr01","AL",25,2002,0.03,26.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,4.85,4.00,19.00,10.00,1.00,1.00,1.00,0.00
"Alvarez","Wilson","alvarwi01","AL",32,2002,0.38,60.00,3.00,3.00,0.00,61.00,33.00,29.00,30.00,4.42,8.00,45.00,23.00,1.00,3.00,2.00,0.00
"Abbott","Paul","abbotpa01","AL",35,2002,0.78,152.00,11.00,6.00,0.00,140.00,75.00,70.00,71.00,4.17,19.00,103.00,68.00,5.00,6.00,6.00,0.00
"Bernero","Adam","bernead01","AL",26,2002,0.28,42.00,2.00,2.00,0.00,41.00,24.00,21.00,19.00,4.29,5.00,29.00,14.00,1.00,2.00,2.00,0.00
"File","Bob","filebo01","AL",25,2002,0.46,62.00,4.00,3.00,0.00,55.00,28.00,26.00,26.00,3.77,6.00,40.00,23.00,4.00,4.00,2.00,0.00
"Bowles","Brian","bowlebr01","AL",26,2002,0.04,27.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.33,3.00,20.00,9.00,1.00,1.00,1.00,0.00
"Borland","Toby","borlato02","AL",33,2002,0.04,27.00,1.00,2.00,0.00,29.00,16.00,14.00,14.00,4.67,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Borkowski","Dave","borkoda01","AL",25,2002,0.40,48.00,2.00,3.00,0.00,49.00,30.00,28.00,25.00,4.97,6.00,37.00,20.00,2.00,3.00,1.00,0.00
"Borbon","Pedro","borbope02","AL",35,2002,0.52,56.00,3.00,3.00,0.00,55.00,31.00,28.00,28.00,4.50,7.00,41.00,23.00,3.00,4.00,1.00,0.00
"Blair","Willie","blairwi01","AL",37,2002,0.66,66.00,3.00,4.00,0.00,78.00,43.00,40.00,37.00,5.25,9.00,39.00,19.00,1.00,3.00,2.00,0.00
"Biddle","Rocky","biddlro01","AL",26,2002,0.62,117.00,6.00,7.00,0.00,123.00,75.00,66.00,61.00,4.88,15.00,79.00,44.00,3.00,6.00,5.00,0.00
"Bale","John","balejo01","AL",28,2002,0.25,39.00,2.00,2.00,0.00,37.00,22.00,19.00,19.00,4.38,5.00,30.00,17.00,1.00,2.00,1.00,0.00
"Benoit","Joaquin","benoijo01","AL",25,2002,0.05,63.00,3.00,3.00,0.00,65.00,35.00,33.00,32.00,4.64,9.00,46.00,23.00,2.00,3.00,2.00,0.00
"Bell","Rob","bellro01","AL",25,2002,0.73,149.00,7.00,9.00,0.00,156.00,96.00,90.00,84.00,5.26,27.00,106.00,60.00,3.00,5.00,8.00,0.00
"Beirne","Kevin","beirnke01","AL",28,2002,0.31,34.00,2.00,2.00,0.00,36.00,22.00,20.00,18.00,5.03,5.00,26.00,13.00,1.00,2.00,1.00,0.00
"Beck","Rod","beckro01","AL",34,2002,0.58,69.00,4.00,4.00,4.00,69.00,36.00,32.00,34.00,4.30,9.00,51.00,24.00,3.00,3.00,3.00,0.00
"Bauer","Rick","bauerri01","AL",25,2002,0.27,77.00,3.00,6.00,0.00,78.00,43.00,38.00,38.00,4.44,11.00,51.00,25.00,1.00,3.00,2.00,0.00
"Barcelo","Lorenzo","barcelo01","AL",25,2002,0.35,40.00,3.00,2.00,0.00,39.00,21.00,19.00,18.00,4.16,4.00,29.00,13.00,1.00,2.00,1.00,0.00
"Banks","Willie","bankswi01","AL",33,2002,0.11,30.00,2.00,2.00,0.00,30.00,16.00,14.00,14.00,4.20,3.00,22.00,11.00,1.00,1.00,1.00,0.00
"Brantley","Jeff","brantje01","AL",39,2002,0.41,41.00,2.00,3.00,6.00,46.00,24.00,23.00,25.00,5.27,7.00,30.00,17.00,1.00,2.00,2.00,0.00
"Bierbrodt","Nick","bierbni01","AL",24,2002,0.49,102.00,6.00,6.00,0.00,110.00,62.00,55.00,57.00,4.94,16.00,82.00,40.00,2.00,5.00,4.00,0.00
"Isringhausen","Jason","isrinja01","AL",30,2002,0.61,68.00,4.00,4.00,22.00,63.00,31.00,28.00,29.00,3.77,7.00,58.00,25.00,4.00,2.00,3.00,0.00
"Escobar","Kelvim","escobke01","AL",26,2002,0.77,119.00,7.00,8.00,0.00,110.00,62.00,57.00,51.00,4.08,12.00,101.00,47.00,3.00,4.00,3.00,0.00
"Judd","Mike","juddmi01","AL",27,2002,0.32,52.00,3.00,3.00,0.00,54.00,32.00,28.00,27.00,4.76,7.00,36.00,20.00,1.00,2.00,2.00,0.00
"Jones","Todd","jonesto02","AL",34,2002,0.60,65.00,4.00,4.00,19.00,72.00,34.00,30.00,36.00,4.57,8.00,54.00,26.00,1.00,2.00,2.00,0.00
"Johnson","Jonathan","johnsjo08","AL",28,2002,0.26,33.00,2.00,2.00,0.00,35.00,21.00,19.00,18.00,5.05,4.00,25.00,14.00,1.00,3.00,1.00,0.00
"Johnson","Jason","johnsja02","AL",29,2002,0.78,164.00,8.00,11.00,0.00,166.00,99.00,86.00,86.00,4.72,24.00,106.00,67.00,3.00,9.00,7.00,0.00
"Keisler","Randy","keislra01","AL",26,2002,0.39,81.00,4.00,4.00,0.00,84.00,51.00,48.00,45.00,5.17,13.00,58.00,38.00,1.00,2.00,2.00,0.00
"Hudson","Tim","hudsoti01","AL",27,2002,0.82,198.00,16.00,7.00,0.00,176.00,88.00,79.00,78.00,3.57,19.00,161.00,65.00,5.00,7.00,7.00,1.00
"Howry","Bobby","howrybo01","AL",29,2002,0.63,71.00,4.00,4.00,7.00,69.00,35.00,32.00,33.00,4.12,8.00,59.00,27.00,4.00,4.00,3.00,0.00
"Holtz","Mike","holtzmi01","AL",30,2002,0.45,48.00,3.00,3.00,0.00,49.00,28.00,25.00,25.00,4.69,6.00,40.00,18.00,2.00,3.00,3.00,0.00
"Holt","Chris","holtch01","AL",31,2002,0.79,150.00,7.00,10.00,0.00,181.00,92.00,87.00,87.00,5.22,16.00,92.00,51.00,3.00,8.00,5.00,0.00
"Hitchcock","Sterling","hitchst01","AL",31,2002,0.67,101.00,6.00,7.00,0.00,110.00,57.00,53.00,54.00,4.77,13.00,76.00,33.00,2.00,5.00,5.00,1.00
"Hill","Ken","hillke01","AL",37,2002,0.54,62.00,3.00,5.00,0.00,70.00,40.00,38.00,39.00,5.59,10.00,40.00,31.00,2.00,3.00,3.00,0.00
"Hiljus","Erik","hiljuer01","AL",30,2002,0.45,78.00,5.00,2.00,0.00,81.00,39.00,35.00,38.00,4.21,9.00,64.00,27.00,2.00,2.00,3.00,1.00
"Johnson","Adam","johnsad01","AL",23,2002,0.22,57.00,3.00,3.00,0.00,60.00,36.00,33.00,31.00,5.05,8.00,42.00,22.00,1.00,4.00,2.00,0.00
"Levine","Alan","levinal01","AL",34,2002,0.65,74.00,4.00,5.00,1.00,73.00,33.00,29.00,35.00,3.89,8.00,41.00,28.00,3.00,3.00,3.00,0.00
"Lukasiewicz","Mark","lukasma01","AL",29,2002,0.20,36.00,2.00,2.00,0.00,36.00,21.00,19.00,18.00,4.62,5.00,29.00,13.00,1.00,2.00,2.00,0.00
"Lowe","Sean","lowese01","AL",31,2002,0.70,101.00,6.00,3.00,1.00,101.00,50.00,46.00,48.00,4.19,11.00,65.00,35.00,2.00,6.00,4.00,0.00
"Lowe","Derek","lowede01","AL",29,2002,0.68,81.00,4.00,5.00,20.00,81.00,33.00,31.00,35.00,3.67,7.00,66.00,23.00,5.00,4.00,2.00,0.00
"Lohse","Kyle","lohseky01","AL",24,2002,0.50,100.00,5.00,6.00,0.00,105.00,59.00,55.00,53.00,4.86,15.00,73.00,33.00,1.00,7.00,5.00,0.00
"Loaiza","Esteban","loaizes01","AL",31,2002,0.80,168.00,9.00,10.00,0.00,194.00,93.00,86.00,91.00,4.74,22.00,109.00,44.00,2.00,9.00,2.00,1.00
"Lima","Jose","limajo01","AL",30,2002,0.81,160.00,8.00,11.00,0.00,187.00,102.00,93.00,92.00,5.20,29.00,97.00,41.00,2.00,6.00,4.00,0.00
"Julio","Jorge","juliojo01","AL",23,2002,0.19,36.00,2.00,2.00,0.00,36.00,19.00,17.00,17.00,4.25,4.00,29.00,13.00,1.00,2.00,1.00,0.00
"Lidle","Cory","lidleco01","AL",30,2002,0.74,154.00,9.00,7.00,0.00,152.00,77.00,69.00,70.00,4.06,19.00,101.00,43.00,5.00,8.00,5.00,0.00
"Hernandez","Adrian","hernaad01","AL",27,2002,0.20,53.00,2.00,4.00,0.00,51.00,28.00,25.00,27.00,4.42,9.00,36.00,20.00,2.00,3.00,3.00,0.00
"Kolb","Danny","kolbda01","AL",27,2002,0.23,33.00,2.00,1.00,0.00,34.00,18.00,17.00,17.00,4.64,4.00,24.00,13.00,1.00,1.00,2.00,0.00
"Kohlmeier","Ryan","kohlmry01","AL",25,2002,0.40,49.00,2.00,2.00,7.00,51.00,28.00,26.00,27.00,4.87,8.00,35.00,19.00,2.00,2.00,2.00,0.00
"Koch","Billy","kochbi01","AL",28,2002,0.62,68.00,4.00,4.00,25.00,66.00,32.00,30.00,31.00,4.04,7.00,53.00,24.00,4.00,4.00,3.00,0.00
"Knight","Brandon","knighbr01","AL",27,2002,0.11,30.00,2.00,1.00,0.00,33.00,18.00,17.00,17.00,5.10,5.00,22.00,11.00,1.00,1.00,1.00,0.00
"Kim","Sun-Woo","kimsu01","AL",25,2002,0.32,49.00,2.00,3.00,0.00,54.00,28.00,26.00,26.00,4.78,4.00,35.00,20.00,3.00,3.00,3.00,0.00
"Kennedy","Joe","kennejo04","AL",23,2002,0.57,119.00,7.00,7.00,0.00,118.00,62.00,57.00,56.00,4.27,15.00,84.00,37.00,1.00,4.00,5.00,1.00
"Lilly","Ted","lillyte01","AL",26,2002,0.60,109.00,5.00,5.00,0.00,112.00,67.00,60.00,58.00,4.87,16.00,96.00,43.00,2.00,6.00,6.00,1.00
"Foster","Kris","fostekr01","AL",28,2002,0.10,30.00,2.00,1.00,0.00,30.00,16.00,14.00,15.00,4.35,4.00,22.00,12.00,1.00,1.00,1.00,0.00
"George","Chris","georgch02","AL",23,2002,0.45,97.00,6.00,7.00,0.00,100.00,55.00,52.00,48.00,4.64,14.00,59.00,29.00,1.00,2.00,4.00,1.00
"Garland","Jon","garlajo01","AL",23,2002,0.65,110.00,6.00,7.00,1.00,112.00,59.00,52.00,56.00,4.42,14.00,69.00,46.00,2.00,4.00,4.00,0.00
"Garcia","Freddy","garcifr02","AL",26,2002,0.81,191.00,14.00,7.00,0.00,169.00,81.00,73.00,74.00,3.46,17.00,138.00,65.00,5.00,6.00,5.00,1.00
"Garces","Rich","garceri01","AL",31,2002,0.59,66.00,5.00,2.00,1.00,59.00,30.00,28.00,27.00,3.75,7.00,52.00,23.00,2.00,3.00,2.00,0.00
"Fyhrie","Mike","fyhrimi01","AL",33,2002,0.45,42.00,1.00,2.00,0.00,43.00,20.00,18.00,19.00,3.96,4.00,29.00,14.00,1.00,1.00,1.00,0.00
"Fuentes","Brian","fuentbr01","AL",27,2002,0.12,31.00,2.00,2.00,0.00,29.00,16.00,15.00,14.00,4.21,4.00,23.00,12.00,1.00,2.00,1.00,0.00
"Frascatore","John","frascjo01","AL",32,2002,0.50,40.00,2.00,2.00,0.00,43.00,22.00,19.00,22.00,4.61,6.00,24.00,14.00,2.00,2.00,2.00,0.00
"Hernandez","Roberto","hernaro01","AL",38,2002,0.61,66.00,4.00,5.00,22.00,68.00,33.00,29.00,32.00,4.16,7.00,49.00,24.00,2.00,3.00,3.00,0.00
"Foulke","Keith","foulkke01","AL",30,2002,0.66,74.00,3.00,4.00,23.00,61.00,27.00,26.00,26.00,3.16,7.00,68.00,20.00,2.00,4.00,1.00,0.00
"Glynn","Ryan","glynnry01","AL",28,2002,0.58,87.00,4.00,6.00,0.00,98.00,57.00,51.00,51.00,5.28,12.00,47.00,37.00,2.00,3.00,4.00,0.00
"Foster","Kevin","fosteke01","AL",33,2002,0.17,34.00,2.00,2.00,0.00,36.00,20.00,18.00,18.00,4.76,4.00,25.00,14.00,1.00,2.00,1.00,0.00
"Fossum","Casey","fossuca01","AL",24,2002,0.33,66.00,4.00,3.00,0.00,65.00,36.00,33.00,32.00,4.43,7.00,46.00,25.00,2.00,5.00,2.00,1.00
"Fogg","Josh","foggjo01","AL",26,2002,0.13,32.00,2.00,2.00,0.00,31.00,16.00,14.00,14.00,3.94,3.00,25.00,11.00,1.00,2.00,1.00,0.00
"Florie","Bryce","floribr01","AL",32,2002,0.44,36.00,1.00,2.00,0.00,39.00,21.00,19.00,19.00,4.75,4.00,26.00,14.00,3.00,1.00,1.00,0.00
"Fiore","Tony","fioreto01","AL",31,2002,0.18,31.00,2.00,2.00,0.00,33.00,19.00,17.00,17.00,4.94,4.00,22.00,12.00,1.00,2.00,1.00,0.00
"Finley","Chuck","finlech01","AL",40,2002,0.79,139.00,9.00,8.00,0.00,144.00,78.00,71.00,69.00,4.53,16.00,115.00,52.00,2.00,4.00,5.00,0.00
"Franklin","Ryan","frankry01","AL",29,2002,0.48,64.00,4.00,2.00,0.00,64.00,31.00,29.00,31.00,4.22,9.00,47.00,22.00,2.00,3.00,2.00,0.00
"Heredia","Gil","heredgi01","AL",37,2002,0.78,131.00,8.00,8.00,0.00,150.00,76.00,67.00,72.00,4.77,20.00,71.00,37.00,4.00,4.00,2.00,0.00
"Hentgen","Pat","hentgpa01","AL",34,2002,0.74,111.00,7.00,6.00,0.00,114.00,58.00,54.00,54.00,4.38,14.00,67.00,39.00,3.00,2.00,3.00,0.00
"Henry","Doug","henrydo01","AL",39,2002,0.61,71.00,3.00,3.00,0.00,70.00,42.00,39.00,39.00,4.94,11.00,51.00,35.00,2.00,4.00,3.00,0.00
"Helling","Rick","helliri01","AL",32,2002,0.83,190.00,12.00,10.00,0.00,204.00,108.00,99.00,101.00,4.74,29.00,131.00,65.00,3.00,6.00,5.00,0.00
"Hawkins","La Troy","hawkila01","AL",30,2002,0.65,63.00,3.00,4.00,11.00,69.00,35.00,34.00,34.00,4.86,7.00,43.00,26.00,2.00,2.00,4.00,0.00
"Hasegawa","Shigetoshi","hasegsh01","AL",34,2002,0.62,63.00,5.00,5.00,2.00,63.00,32.00,29.00,30.00,4.21,7.00,42.00,23.00,3.00,2.00,2.00,0.00
"Ginter","Matt","gintema01","AL",25,2002,0.34,46.00,2.00,2.00,0.00,45.00,27.00,25.00,22.00,4.60,5.00,32.00,17.00,1.00,4.00,2.00,0.00
"Harper","Travis","harpetr01","AL",26,2002,0.24,63.00,3.00,4.00,0.00,66.00,36.00,32.00,34.00,4.71,10.00,41.00,23.00,1.00,3.00,2.00,0.00
"Glover","Gary","glovega01","AL",26,2002,0.53,83.00,4.00,4.00,0.00,82.00,47.00,43.00,40.00,4.50,12.00,57.00,28.00,2.00,4.00,3.00,0.00
"Halladay","Roy","hallaro01","AL",25,2002,0.69,110.00,6.00,6.00,0.00,115.00,63.00,56.00,54.00,4.50,11.00,85.00,39.00,1.00,3.00,5.00,1.00
"Halama","John","halamjo01","AL",30,2002,0.76,122.00,9.00,7.00,0.00,138.00,69.00,61.00,64.00,4.61,15.00,69.00,35.00,1.00,5.00,3.00,0.00
"Guthrie","Mark","guthrma01","AL",37,2002,0.57,58.00,4.00,3.00,1.00,59.00,33.00,30.00,30.00,4.66,7.00,47.00,23.00,3.00,3.00,4.00,0.00
"Guardado","Eddie","guarded01","AL",32,2002,0.58,65.00,5.00,3.00,7.00,57.00,31.00,29.00,27.00,3.88,8.00,55.00,24.00,3.00,2.00,2.00,0.00
"Groom","Buddy","groombu01","AL",37,2002,0.58,64.00,3.00,4.00,5.00,66.00,34.00,31.00,29.00,4.22,6.00,47.00,18.00,2.00,2.00,2.00,0.00
"Grimsley","Jason","grimsja01","AL",35,2002,0.66,75.00,3.00,4.00,0.00,74.00,38.00,34.00,36.00,4.20,8.00,51.00,29.00,3.00,3.00,6.00,0.00
"Green","Steve","greenst01","AL",24,2002,0.06,63.00,3.00,3.00,0.00,62.00,33.00,30.00,30.00,4.29,7.00,46.00,24.00,1.00,3.00,3.00,0.00
"Hernandez","Orlando","hernaor01","AL",37,2002,0.77,126.00,7.00,8.00,0.00,121.00,66.00,62.00,60.00,4.36,19.00,93.00,43.00,2.00,6.00,2.00,0.00
"Harville","Chad","harvich01","AL",26,2002,0.08,27.00,1.00,2.00,0.00,27.00,14.00,13.00,13.00,4.33,3.00,20.00,9.00,1.00,1.00,1.00,0.00
"Henry","Butch","henrybu01","AL",34,2002,0.09,45.00,3.00,2.00,0.00,48.00,25.00,23.00,23.00,4.60,5.00,31.00,16.00,1.00,2.00,2.00,0.00
"Hudek","John","hudekjo01","AL",36,2002,0.07,25.00,1.00,1.00,0.00,27.00,15.00,13.00,13.00,4.68,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Andrews","Clayton","andrecl01","AL",24,2002,0.13,36.00,2.00,2.00,0.00,38.00,21.00,20.00,19.00,4.88,5.00,26.00,13.00,1.00,1.00,1.00,0.00
"Alvarez","Juan","alvarju01","AL",29,2002,0.05,26.00,1.00,1.00,0.00,28.00,15.00,14.00,14.00,4.85,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Harikkala","Tim","harikti01","AL",31,2002,0.05,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Ludwick","Eric","ludwier01","AL",31,2002,0.00,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Mathews","Terry","mathete01","AL",38,2002,0.13,26.00,1.00,1.00,0.00,28.00,15.00,13.00,14.00,4.67,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"McDowell","Jack","mcdowja01","AL",36,2002,0.07,60.00,3.00,4.00,0.00,65.00,35.00,32.00,32.00,4.80,8.00,42.00,22.00,1.00,3.00,2.00,0.00
"Juden","Jeff","judenje01","AL",31,2002,0.02,43.00,2.00,2.00,0.00,44.00,24.00,21.00,21.00,4.40,5.00,31.00,16.00,1.00,2.00,2.00,0.00
"Linton","Doug","lintodo01","AL",37,2002,0.18,45.00,2.00,3.00,0.00,48.00,26.00,24.00,25.00,4.90,7.00,30.00,17.00,1.00,2.00,2.00,0.00
"Kubinski","Tim","kubinti01","AL",30,2002,0.04,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Langston","Mark","langsma01","AL",42,2002,0.19,32.00,2.00,2.00,0.00,35.00,18.00,17.00,17.00,4.78,4.00,22.00,12.00,1.00,1.00,1.00,0.00
"Lee","Corey","leeco01","AL",28,2002,0.00,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Johns","Doug","johnsdo04","AL",35,2002,0.25,30.00,2.00,2.00,0.00,31.00,16.00,15.00,15.00,4.50,4.00,20.00,10.00,1.00,2.00,1.00,0.00
"Dickson","Jason","dicksja01","AL",29,2002,0.17,63.00,4.00,4.00,0.00,68.00,35.00,33.00,33.00,4.71,8.00,44.00,21.00,1.00,3.00,2.00,0.00
"Einertson","Darrell","einerda01","AL",30,2002,0.09,26.00,1.00,1.00,0.00,28.00,15.00,13.00,13.00,4.50,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"D'Amico","Jeff","damicje02","AL",28,2002,0.09,31.00,2.00,2.00,0.00,33.00,18.00,17.00,17.00,4.94,4.00,22.00,13.00,1.00,1.00,1.00,1.00
"Croushore","Rich","crousri01","AL",32,2002,0.28,27.00,2.00,2.00,0.00,28.00,16.00,14.00,14.00,4.67,3.00,22.00,11.00,1.00,2.00,2.00,0.00
"Depaula","Sean","depause01","AL",29,2002,0.14,27.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.50,3.00,21.00,10.00,1.00,1.00,1.00,0.00
"Assenmacher","Paul","assenpa01","AL",42,2002,0.11,25.00,1.00,1.00,0.00,28.00,15.00,14.00,14.00,5.04,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Fussell","Chris","fussech01","AL",26,2002,0.42,48.00,3.00,3.00,0.00,50.00,29.00,27.00,27.00,5.06,8.00,34.00,21.00,2.00,2.00,2.00,0.00
"Ford","Ben","fordbe01","AL",27,2002,0.08,44.00,2.00,3.00,0.00,45.00,25.00,23.00,22.00,4.60,5.00,31.00,16.00,1.00,3.00,1.00,0.00
"Eiland","Dave","eilanda01","AL",36,2002,0.42,53.00,3.00,3.00,0.00,61.00,34.00,31.00,29.00,5.09,6.00,32.00,18.00,1.00,3.00,2.00,0.00
"Etherton","Seth","etherse01","AL",26,2002,0.31,66.00,4.00,3.00,0.00,68.00,36.00,34.00,34.00,4.64,10.00,45.00,22.00,1.00,3.00,2.00,0.00
"Estrella","Leo","estrele01","AL",27,2002,0.03,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Erickson","Scott","ericksc01","AL",34,2002,0.61,69.00,4.00,4.00,0.00,78.00,42.00,41.00,40.00,5.28,9.00,39.00,27.00,1.00,4.00,3.00,0.00
"Enders","Trevor","endertr01","AL",28,2002,0.07,26.00,1.00,2.00,0.00,27.00,15.00,14.00,13.00,4.67,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Bochtler","Doug","bochtdo01","AL",32,2002,0.10,26.00,1.00,2.00,0.00,28.00,15.00,13.00,14.00,4.67,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Bergman","Sean","bergmse01","AL",32,2002,0.48,60.00,3.00,4.00,0.00,74.00,41.00,39.00,38.00,5.78,9.00,35.00,21.00,1.00,3.00,2.00,0.00
"Belcher","Tim","belchti01","AL",41,2002,0.44,64.00,4.00,5.00,0.00,72.00,41.00,39.00,37.00,5.34,10.00,37.00,24.00,1.00,3.00,2.00,1.00
"Brewington","Jamie","brewija01","AL",31,2002,0.25,30.00,2.00,1.00,0.00,32.00,16.00,15.00,15.00,4.50,3.00,22.00,11.00,1.00,1.00,1.00,0.00
"Brocail","Doug","brocado01","AL",35,2002,0.41,30.00,2.00,2.00,0.00,30.00,14.00,13.00,14.00,4.05,3.00,23.00,10.00,1.00,1.00,1.00,0.00
"Cairncross","Cam","cairnca01","AL",30,2002,0.07,26.00,2.00,1.00,0.00,27.00,14.00,13.00,13.00,4.50,3.00,19.00,9.00,1.00,1.00,1.00,0.00
"Byrdak","Tim","byrdati01","AL",29,2002,0.12,26.00,1.00,2.00,0.00,28.00,15.00,14.00,14.00,4.85,4.00,19.00,10.00,1.00,1.00,1.00,0.00
