nameLast,nameFirst,playerID,lgID,Age,year,reliability,mIP,mW,mL,mSV,mH,mR,mER,bsrER,ERA,mHR,mSO,mBB,mIBB,mHBP,mWP,mBK
Bulger,Jason,bulgeja01,NL,28,2006,0.1,30,2,2,0,31,15,14,14,4.2,3,23,11,1,1,1,0
Brooks,Frank,brookfr01,NL,28,2006,0.12,30,1,2,0,29,15,14,14,4.2,4,23,11,1,1,1,0
Heredia,Felix,heredfe01,NL,31,2006,0.39,30,1,1,0,30,15,14,14,4.2,3,20,12,1,1,1,0
Marquis,Jason,marquja01,NL,28,2006,0.8,179,11,10,0,182,89,80,87,4.2,22,106,61,2,6,7,1
Bayliss,Jonah,baylijo01,AL,26,2006,0.12,31,2,1,0,29,16,15,14,4.21,4,22,10,1,2,1,0
Oxspring,Chris,oxsprch01,NL,29,2006,0.12,31,2,2,0,30,16,14,15,4.21,4,23,12,1,1,1,0
Dempster,Ryan,dempsry01,NL,29,2006,0.62,78,4,4,14,77,39,36,37,4.21,6,65,38,4,4,3,0
Rakers,Aaron,rakeraa01,AL,29,2006,0.16,32,2,2,0,32,16,15,15,4.22,4,23,10,1,1,1,0
Papelbon,Jonathan,papeljo01,AL,26,2006,0.28,48,3,2,0,48,22,21,24,4.22,6,38,18,2,3,2,0
Takatsu,Shingo,takatsh01,NL,38,2006,0.47,49,3,3,8,47,23,22,24,4.22,7,40,20,3,2,2,0
Thomson,John,thomsjo01,NL,33,2006,0.77,129,7,7,0,139,66,60,61,4.22,12,85,37,3,4,3,0
Broxton,Jonathan,broxtjo01,NL,22,2006,0.13,32,2,2,0,31,17,15,15,4.22,3,28,13,1,1,2,0
Brazoban,Yhency,brazoyh01,NL,26,2006,0.52,65,5,6,10,61,34,31,30,4.22,8,52,26,3,3,2,0
Brito,Eude,britoeu01,NL,28,2006,0.2,65,4,4,0,64,32,30,31,4.22,7,47,26,2,3,2,1
McBride,Macay,mcbrima01,NL,24,2006,0.14,32,2,2,1,33,17,15,15,4.22,3,28,12,1,1,2,0
Hampton,Mike,hamptmi01,NL,34,2006,0.74,112,8,6,0,121,54,50,55,4.22,10,61,40,2,2,3,1
Howard,Ben,howarbe01,NL,27,2006,0.29,32,2,2,0,31,17,15,15,4.22,4,24,13,1,1,1,0
Nippert,Dustin,nippedu01,NL,25,2006,0.14,67,4,3,0,63,34,32,31,4.23,7,51,29,2,3,3,0
Myers,Brett,myersbr01,NL,26,2006,0.82,185,12,9,0,180,92,87,87,4.23,25,153,62,4,8,5,2
Ramirez,Horacio,ramirho01,NL,27,2006,0.77,166,9,8,0,167,83,76,80,4.23,22,85,60,6,3,4,1
Davis,Kane,daviska01,NL,31,2006,0.16,33,2,2,0,32,16,15,16,4.23,4,24,14,1,1,1,0
Harang,Aaron,haranaa01,NL,28,2006,0.79,182,10,11,0,189,88,85,86,4.23,22,136,52,4,6,6,0
Loaiza,Esteban,loaizes01,NL,35,2006,0.82,185,11,9,0,195,89,85,89,4.23,20,141,58,4,5,5,0
Clement,Matt,clemema01,AL,32,2006,0.81,174,11,9,0,167,88,83,81,4.24,19,139,63,2,12,11,0
Colome,Jesus,colomje01,AL,29,2006,0.52,52,3,3,1,52,27,24,25,4.24,6,38,20,2,2,3,0
Sweeney,Brian,sweenbr01,NL,32,2006,0.12,34,2,2,0,35,17,16,16,4.24,4,24,11,1,1,1,0
Tankersley,Dennis,tankede01,NL,27,2006,0.21,52,2,4,0,52,28,25,24,4.24,5,39,20,2,2,2,0
Ohka,Tomokazu,ohkato01,NL,30,2006,0.77,157,8,9,0,169,78,70,78,4.24,19,90,46,5,4,6,0
Weaver,Jeff,weaveje01,NL,30,2006,0.83,193,11,10,0,198,97,92,90,4.24,23,133,51,4,13,4,0
Lopez,Aquilino,lopezaq01,NL,31,2006,0.38,35,1,2,2,34,17,16,17,4.24,4,29,15,2,2,1,0
Maddux,Greg,maddugr01,NL,40,2006,0.83,194,12,12,0,208,99,91,92,4.24,26,121,38,4,7,5,0
Stanton,Mike,stantmi02,AL,39,2006,0.55,54,3,4,1,56,28,26,25,4.25,5,35,19,2,2,1,0
Contreras,Jose,contrjo01,AL,35,2006,0.79,178,13,8,0,166,92,84,84,4.25,23,136,70,2,8,15,1
Weathers,Dave,weathda01,NL,37,2006,0.65,72,5,5,6,73,36,33,35,4.25,8,54,29,2,3,2,0
Bottalico,Ricky,bottari01,NL,37,2006,0.5,53,3,3,1,52,27,24,26,4.25,6,39,23,2,3,4,0
Capellan,Jose,capeljo01,NL,25,2006,0.19,36,2,2,0,37,18,17,17,4.25,4,27,13,1,1,1,0
Saarloos,Kirk,saarlki01,AL,27,2006,0.68,132,8,7,0,138,65,62,63,4.26,12,64,45,5,8,2,0
Perisho,Matt,perisma01,AL,31,2006,0.34,37,3,2,0,37,18,17,18,4.26,4,26,15,1,2,1,0
Telemaco,Amaury,telemam01,NL,32,2006,0.41,38,1,2,0,37,19,18,18,4.26,5,26,13,1,2,1,0
Perez,Oliver,perezol01,NL,25,2006,0.76,131,8,7,0,116,65,62,62,4.26,19,134,63,2,6,4,1
Speier,Ryan,speiery01,NL,27,2006,0.22,37,2,2,0,38,19,17,18,4.26,3,25,15,1,2,2,0
Vance,Cory,vanceco01,NL,27,2006,0.09,37,2,2,0,37,19,18,17,4.26,4,26,13,1,1,1,0
Wunsch,Kelly,wunscke01,NL,34,2006,0.29,37,2,2,0,35,18,17,18,4.26,4,29,17,2,2,2,0
Lieber,Jon,liebejo01,NL,36,2006,0.79,187,13,11,0,203,94,88,89,4.26,24,122,38,5,4,5,0
Koo,Dae-Sung,kooda01,NL,38,2006,0.21,37,2,2,0,38,19,17,18,4.26,4,28,15,1,2,1,0
Woods,Jake,woodsja01,AL,25,2006,0.24,39,2,2,0,39,21,18,19,4.27,6,27,12,1,2,2,0
Cabrera,Daniel,cabreda01,AL,25,2006,0.75,155,11,10,0,143,83,76,71,4.27,14,121,74,2,7,9,1
Morris,Matt,morrima01,NL,32,2006,0.81,177,12,9,0,185,93,84,84,4.27,23,113,45,3,6,3,1
Trachsel,Steve,trachst01,NL,36,2006,0.73,99,6,6,0,101,50,45,49,4.27,12,59,37,3,3,3,1
Koplove,Mike,koplomi01,NL,30,2006,0.57,59,3,2,0,58,30,28,28,4.27,6,39,22,3,4,2,0
Putz,J.J.,putzjj01,AL,29,2006,0.54,61,4,4,3,62,31,28,30,4.28,8,44,22,2,3,2,0
Tadano,Kazuhito,tadanka01,AL,26,2006,0.3,41,2,2,0,42,21,19,20,4.28,5,29,13,1,2,2,0
Rosario,Rodrigo,rosarro01,NL,29,2006,0.03,60,3,3,0,60,30,28,29,4.28,7,44,22,2,3,3,0
Tucker,T.J.,tucketj01,NL,28,2006,0.49,40,2,2,0,43,20,19,19,4.28,4,26,12,2,2,1,0
Benson,Kris,bensokr01,NL,32,2006,0.79,167,9,9,0,171,87,80,79,4.28,19,104,52,5,6,5,0
Gallo,Mike,gallomi01,NL,29,2006,0.42,40,2,2,0,40,19,18,20,4.28,5,27,15,3,3,1,0
Burns,Mike,burnsmi01,NL,28,2006,0.26,41,2,2,0,40,21,20,19,4.28,5,29,14,1,3,1,0
Gorzelanny,Tom,gorzeto01,NL,24,2006,0.06,40,2,2,0,40,22,20,18,4.28,4,29,14,1,1,1,0
Santana,Ervin,santaer01,AL,23,2006,0.6,127,10,7,0,126,66,62,59,4.29,15,94,42,2,6,4,0
Peralta,Joel,peraljo01,AL,30,2006,0.28,42,2,2,0,41,21,20,20,4.29,6,31,15,1,1,2,0
Percival,Troy,percitr01,AL,37,2006,0.46,42,2,3,14,40,22,20,20,4.29,6,30,16,2,2,1,0
Towers,Josh,towerjo01,AL,29,2006,0.78,175,12,10,0,197,89,80,87,4.29,22,96,34,3,7,2,1
Campillo,Jorge,campijo01,AL,28,2006,0.02,43,2,2,0,44,22,20,21,4.29,5,30,15,1,2,1,0
Zambrano,Victor,zambrvi01,NL,31,2006,0.78,153,9,9,0,146,77,70,76,4.29,14,113,80,3,13,8,1
Williams,Dave,willida07,NL,27,2006,0.65,130,8,9,0,126,68,62,62,4.29,16,91,50,5,7,3,0
Foster,John,fostejo01,NL,28,2006,0.32,42,3,2,0,41,21,20,20,4.29,5,33,17,1,2,1,0
Hernandez,Roberto,hernaro01,NL,42,2006,0.59,65,5,5,1,66,32,29,33,4.29,8,49,29,3,2,3,0
Miceli,Dan,micelda01,NL,36,2006,0.51,42,2,3,0,42,21,19,21,4.29,5,36,17,3,2,2,0
Santana,Julio,santaju01,NL,33,2006,0.32,46,3,4,1,44,24,22,22,4.3,6,40,18,2,1,3,0
Alfonseca,Antonio,alfonan01,NL,34,2006,0.53,46,3,2,0,48,22,21,23,4.3,4,31,18,3,2,2,0
Lehr,Justin,lehrju01,NL,29,2006,0.39,46,2,2,0,45,24,22,22,4.3,5,31,19,2,2,2,0
Rodriguez,Felix,rodrife01,AL,34,2006,0.52,48,3,3,0,48,23,22,24,4.31,5,33,20,1,3,3,0
Rincon,Ricardo,rincori01,AL,36,2006,0.49,48,3,2,0,48,24,22,24,4.31,6,34,21,3,2,2,0
Myers,Mike,myersmi01,AL,37,2006,0.47,48,3,2,0,48,24,23,23,4.31,5,31,19,2,3,1,0
Walker,Pete,walkepe01,AL,37,2006,0.54,72,4,4,1,74,34,33,36,4.31,9,42,27,1,2,2,0
Eaton,Adam,eatonad01,NL,29,2006,0.78,143,9,8,0,147,76,68,69,4.31,17,109,46,4,6,5,0
Lowe,Derek,lowede01,NL,33,2006,0.82,189,12,12,0,202,106,88,93,4.31,20,120,61,3,7,4,1
Riggan,Jerrod,riggaje01,AL,32,2006,0.01,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Phillips,Jason,phillja03,AL,32,2006,0.02,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Schmack,Brian,schmabr01,AL,33,2006,0.05,25,1,1,0,26,13,12,12,4.32,3,16,8,1,1,1,0
Robbins,Jake,robbija01,AL,30,2006,0.01,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Seibel,Phil,seibeph01,AL,27,2006,0.03,25,1,1,0,25,13,12,12,4.32,3,17,9,1,1,1,0
Woodard,Steve,woodast01,AL,31,2006,0.06,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Bowles,Brian,bowlebr01,AL,30,2006,0.03,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Bowie,Micah,bowiemi01,AL,32,2006,0.03,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Bonderman,Jeremy,bondeje01,AL,24,2006,0.8,172,11,12,0,170,91,86,79,4.32,20,136,55,2,6,6,1
Eckenstahler,Eric,eckener01,AL,30,2006,0.06,25,1,1,0,25,13,12,12,4.32,3,17,9,1,1,1,0
Hill,Jeremy,hillje02,AL,29,2006,0,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Looper,Aaron,loopeaa01,AL,30,2006,0.03,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Marsonek,Sam,marsosa01,AL,28,2006,0.01,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Miadich,Bart,miadiba01,AL,30,2006,0.01,25,1,1,0,26,13,12,12,4.32,3,17,8,1,1,1,0
Strange,Pat,stranpa02,NL,26,2006,0.03,25,1,1,0,25,13,12,12,4.32,3,18,10,1,1,1,0
Sanchez,Felix,sanchfe01,NL,25,2006,0.01,25,1,1,0,25,13,12,12,4.32,3,19,9,1,1,1,0
Pratt,Andy,prattan01,NL,27,2006,0.01,25,1,2,0,25,13,12,12,4.32,3,19,10,1,1,1,0
Valdez,Merkin,valdeme01,NL,25,2006,0.01,25,1,1,0,25,13,12,12,4.32,3,19,9,1,1,1,0
Watson,Mark,watsoma01,NL,32,2006,0.01,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Ferrari,Anthony,ferraan01,NL,28,2006,0.01,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Alvarez,Juan,alvarju01,NL,33,2006,0.04,25,1,1,0,25,13,12,12,4.32,3,18,10,1,1,1,0
Cerros,Juan,cerroju01,NL,30,2006,0.05,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Cortes,David,corteda01,NL,33,2006,0.38,51,2,2,1,52,26,24,25,4.32,7,36,16,2,2,2,0
Brohawn,Troy,brohatr01,NL,33,2006,0.04,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Capuano,Chris,capuach01,NL,28,2006,0.76,177,13,11,0,173,90,82,88,4.32,25,142,70,5,10,4,2
Carvajal,Marcos,carvama01,NL,22,2006,0.37,51,2,2,0,49,26,25,24,4.32,6,42,19,1,2,2,0
Mercado,Hector,mercahe01,NL,32,2006,0.07,25,1,1,0,25,13,12,12,4.32,3,18,10,1,1,1,0
Hancock,Josh,hancojo01,NL,28,2006,0.39,50,3,2,0,51,26,23,25,4.32,7,33,18,1,1,2,0
Junge,Eric,jungeer01,NL,29,2006,0.03,25,1,1,0,25,13,12,12,4.32,3,18,9,1,1,1,0
Manon,Julio,manonju01,NL,33,2006,0.1,25,1,1,0,25,13,12,12,4.32,3,18,10,1,1,1,0
Cressend,Jack,cressja01,AL,31,2006,0.22,27,1,1,0,28,14,13,13,4.33,3,18,9,1,1,1,0
Baek,Cha Seung,baekch01,AL,26,2006,0.19,53,3,4,0,54,29,26,25,4.33,6,36,17,1,2,2,0
Bean,Colter,beanco01,AL,29,2006,0.02,26,1,1,0,26,14,13,12,4.33,3,18,9,1,1,1,0
Gonzalez,Dicky,gonzadi01,AL,28,2006,0.05,26,1,1,0,26,14,13,12,4.33,3,18,8,1,1,1,0
Hansen,Craig,hansecr01,AL,23,2006,0.03,27,2,1,0,27,14,13,13,4.33,3,19,9,1,1,1,0
Malaska,Mark,malasma01,AL,28,2006,0.17,27,2,1,0,27,14,13,13,4.33,3,19,10,1,1,1,0
Miller,Trever,milletr02,AL,33,2006,0.52,52,2,2,1,52,27,24,26,4.33,5,39,22,3,4,2,0
Parra,Jose,parrajo01,NL,34,2006,0.1,26,1,1,0,27,13,12,13,4.33,3,20,10,1,1,1,0
Strickland,Scott,stricsc01,NL,30,2006,0.11,27,1,2,0,27,14,13,13,4.33,3,20,10,1,1,1,0
Pulsipher,Bill,pulsibi01,NL,33,2006,0.04,27,1,1,0,28,14,13,13,4.33,3,19,10,1,1,1,0
Venafro,Mike,venafmi01,NL,33,2006,0.12,26,1,1,0,27,13,12,13,4.33,3,18,9,1,2,1,0
Wainwright,Adam,wainwad01,NL,25,2006,0.02,26,1,1,0,26,13,13,12,4.33,3,19,9,1,1,1,0
Borland,Toby,borlato02,NL,37,2006,0.15,27,1,1,0,27,14,13,13,4.33,3,19,11,2,1,1,0
Feliciano,Pedro,felicpe01,NL,30,2006,0.24,27,1,1,0,27,14,13,13,4.33,3,20,11,1,1,1,0
Aardsma,David,aardsda01,NL,25,2006,0.07,26,2,1,0,27,13,12,13,4.33,3,19,10,1,1,1,0
Childers,Matt,childma01,NL,28,2006,0.04,27,1,1,0,27,14,13,13,4.33,3,20,10,1,1,1,0
Corcoran,Roy,corcoro01,NL,26,2006,0.06,26,1,1,0,26,13,12,13,4.33,3,19,10,1,1,1,0
McConnell,Sam,mcconsa02,NL,31,2006,0.07,26,2,1,0,27,13,12,13,4.33,3,18,10,1,1,1,0
Hall,Josh,halljo03,NL,26,2006,0.08,54,3,3,0,55,29,26,26,4.33,6,40,20,2,2,2,0
Kroon,Marc,kroonma01,NL,33,2006,0.04,26,1,1,0,26,13,12,13,4.33,3,18,11,1,1,1,0
Hodges,Trey,hodgetr01,NL,28,2006,0.2,26,1,1,0,26,13,12,13,4.33,3,20,10,1,1,2,0
Johnson,Tyler,johnsty01,NL,25,2006,0.03,26,1,1,0,26,13,12,13,4.33,3,20,10,1,1,1,0
Rodriguez,Eddy,rodried03,AL,25,2006,0.25,29,1,1,0,28,15,14,14,4.34,3,22,12,1,2,1,0
Mussina,Mike,mussimi01,AL,38,2006,0.8,166,11,8,0,179,85,80,80,4.34,20,127,43,1,5,4,0
Balfour,Grant,balfogr01,AL,29,2006,0.28,29,2,1,0,29,15,14,14,4.34,3,23,11,1,1,1,0
Kershner,Jason,kershja01,AL,30,2006,0.27,29,1,2,0,30,15,14,14,4.34,3,19,9,1,1,1,0
Hensley,Matt,henslma01,AL,28,2006,0.17,28,1,2,0,29,14,13,14,4.34,4,21,9,1,1,1,0
Mears,Chris,mearsch01,AL,28,2006,0.13,29,2,2,1,30,15,14,14,4.34,3,19,9,1,1,1,0
Miller,Wade,millewa04,AL,30,2006,0.71,114,7,7,0,113,59,55,55,4.34,12,83,48,1,4,4,0
Santiago,Jose,santijo03,NL,32,2006,0.15,28,1,2,0,30,14,13,14,4.34,3,19,11,1,1,1,0
Wolf,Randy,wolfra02,NL,30,2006,0.73,114,7,6,0,116,58,54,56,4.34,16,84,37,3,5,3,0
Bale,John,balejo01,NL,32,2006,0.15,57,3,3,0,58,29,27,28,4.34,7,41,20,2,2,2,0
Corey,Mark,coreyma02,NL,32,2006,0.28,29,1,2,0,30,15,14,14,4.34,3,21,11,1,1,2,0
Geary,Geoff,gearyge01,NL,30,2006,0.5,58,2,2,0,59,31,28,28,4.34,7,41,21,3,2,2,0
Kieschnick,Brooks,kiescbr01,NL,34,2006,0.34,29,1,1,0,31,15,14,14,4.34,3,21,10,1,1,1,0
Lerew,Anthony,lerewan01,NL,24,2006,0.08,29,2,1,0,29,15,14,14,4.34,3,22,11,1,1,1,0
Knott,Eric,knotter01,NL,32,2006,0.07,28,2,2,0,29,14,13,14,4.34,3,20,10,1,1,1,0
Mahomes,Pat,mahompa01,NL,36,2006,0.08,29,1,2,0,30,15,14,14,4.34,3,20,11,1,1,1,0
Stemle,Steve,stemlst01,AL,29,2006,0.11,30,2,2,0,31,16,15,14,4.35,3,21,10,1,1,1,0
Cruceta,Francisco,crucefr01,AL,25,2006,0.05,61,3,4,0,62,33,30,29,4.35,7,44,20,1,3,3,0
Atchison,Scott,atchisc01,AL,30,2006,0.23,31,2,2,0,32,16,15,15,4.35,4,25,11,1,1,1,0
Asencio,Miguel,asencmi01,AL,26,2006,0.15,60,3,3,0,61,31,29,29,4.35,7,41,20,1,3,2,0
Bowyer,Travis,bowyetr01,AL,25,2006,0.1,30,2,2,0,30,16,15,14,4.35,4,23,10,1,1,1,0
Tollberg,Brian,tollbbr01,NL,34,2006,0.04,60,3,4,0,61,32,29,29,4.35,7,42,22,2,2,3,0
Randall,Scott,randasc01,NL,31,2006,0.09,30,2,2,0,31,16,15,14,4.35,3,22,11,1,1,1,0
Vasquez,Jorge,vasqujo01,NL,28,2006,0.11,30,2,2,0,31,15,14,15,4.35,4,23,11,1,1,1,0
Bong,Jung,bongju01,NL,26,2006,0.25,31,2,2,0,31,16,15,15,4.35,4,23,12,1,1,2,0
Beltran,Francis,beltrfr01,NL,27,2006,0.27,30,2,2,0,29,16,15,14,4.35,4,24,12,1,1,1,0
Verlander,Justin,verlaju01,AL,23,2006,0.11,66,3,4,0,67,35,33,31,4.36,7,46,22,1,3,3,0
Norton,Phil,nortoph01,NL,30,2006,0.36,32,1,2,0,32,17,16,15,4.36,3,22,14,2,1,1,0
Bennett,Jeff,benneje01,NL,26,2006,0.35,32,1,2,0,33,17,15,16,4.36,4,22,11,1,1,2,0
Burba,Dave,burbada01,NL,40,2006,0.43,33,2,1,0,34,17,16,16,4.36,4,23,12,1,1,1,0
Dreifort,Darren,dreifda01,NL,34,2006,0.38,33,2,2,0,32,16,16,16,4.36,4,29,15,1,1,2,0
Rupe,Ryan,rupery01,AL,31,2006,0.04,34,2,2,0,35,18,17,16,4.37,4,23,11,1,1,1,0
Roney,Matt,roneyma01,AL,26,2006,0.27,34,2,2,0,34,18,17,16,4.37,4,21,12,1,1,1,0
Vizcaino,Luis,vizcalu01,AL,32,2006,0.61,67,4,4,0,68,34,32,33,4.37,9,47,24,3,2,4,0
Almanzar,Carlos,almanca01,AL,33,2006,0.38,35,2,2,0,36,18,17,17,4.37,4,22,12,1,2,2,0
DePaula,Jorge,depaujo01,AL,28,2006,0.16,35,2,2,0,35,19,17,17,4.37,5,22,12,1,1,1,0
Belisle,Matt,belisma01,NL,26,2006,0.5,71,4,5,1,76,37,33,36,4.37,8,51,23,4,4,2,0
Burnett,Sean,burnese01,NL,24,2006,0.35,67,4,4,0,70,34,32,33,4.37,7,43,24,2,2,2,0
Lawrence,Brian,lawrebr02,NL,30,2006,0.82,178,9,13,0,190,92,87,86,4.37,19,105,52,6,8,3,1
Leicester,Jon,leicejo01,NL,27,2006,0.29,35,2,2,0,35,19,17,17,4.37,4,27,14,1,2,1,0
Sherrill,George,sherrge01,AL,29,2006,0.28,37,3,3,0,36,20,18,18,4.38,5,28,13,1,2,2,0
Cerda,Jaime,cerdaja01,AL,28,2006,0.4,39,2,3,0,39,21,19,19,4.38,4,28,17,1,1,2,0
Harris,Jeff,harrije02,AL,32,2006,0.38,77,4,5,0,76,40,37,38,4.38,11,46,27,2,4,2,0
Loux,Shane,louxsh01,AL,27,2006,0.1,38,2,2,0,39,20,19,18,4.38,4,24,13,1,2,1,0
Figueroa,Nelson,figuene01,NL,32,2006,0.26,38,2,2,0,38,19,18,19,4.38,5,25,14,1,1,2,0
Chacon,Shawn,chacosh01,AL,29,2006,0.73,121,6,9,10,117,62,59,59,4.39,14,73,52,3,9,6,0
Corcoran,Tim,corcoti02,AL,28,2006,0.2,40,2,2,0,39,22,21,18,4.39,4,27,15,1,2,2,0
Eveland,Dana,evelada01,NL,23,2006,0.26,41,2,2,1,42,22,20,20,4.39,4,31,16,2,2,1,0
Cooper,Brian,coopebr01,NL,32,2006,0.23,42,2,3,0,42,22,21,20,4.39,5,28,16,1,2,1,0
Nelson,Jeff,nelsoje01,AL,40,2006,0.44,46,2,3,2,45,24,22,23,4.4,5,36,21,1,3,2,0
Thurman,Corey,thurmco01,AL,28,2006,0.05,43,2,2,0,44,23,21,21,4.4,5,29,15,1,2,1,0
Serrano,Jimmy,serraji01,AL,30,2006,0.2,46,2,3,0,47,24,22,23,4.4,6,32,15,1,2,2,0
Batista,Miguel,batismi01,AL,35,2006,0.75,92,5,6,10,97,49,44,46,4.4,10,56,34,2,3,4,0
Bootcheck,Chris,bootcch01,AL,28,2006,0.2,47,2,3,1,49,25,23,23,4.4,6,31,15,1,2,2,0
Benoit,Joaquin,benoijo01,AL,29,2006,0.68,93,5,5,0,89,50,47,44,4.4,13,76,34,1,4,2,0
Phelps,Tommy,phelpto01,NL,32,2006,0.43,44,2,2,0,45,23,21,22,4.4,5,31,17,2,2,2,0
Borowski,Joe,borowjo01,AL,35,2006,0.48,50,2,4,7,49,27,26,23,4.41,7,34,17,1,1,1,0
Mahay,Ron,mahayro01,AL,35,2006,0.52,50,2,2,0,52,26,24,25,4.41,6,36,19,2,1,2,0
Padilla,Vicente,padilvi01,NL,29,2006,0.77,145,9,10,0,144,74,70,72,4.41,19,101,57,6,9,3,0
Schmoll,Steve,schmost01,NL,26,2006,0.34,48,3,2,2,48,26,24,23,4.41,5,34,19,2,2,1,0
Bell,Heath,bellhe01,NL,29,2006,0.41,51,2,3,0,54,27,26,24,4.41,5,42,16,2,2,1,0
Ramos,Mario,ramosma01,AL,29,2006,0.05,60,3,3,0,61,32,30,29,4.42,7,41,22,1,3,2,0
Rogers,Kenny,rogerke01,AL,42,2006,0.82,178,12,8,0,202,91,84,91,4.42,18,93,52,2,8,2,1
Wells,David,wellsda01,AL,43,2006,0.81,171,12,7,0,199,87,83,85,4.42,20,91,26,1,6,3,1
Bere,Jason,bereja01,AL,35,2006,0.02,60,3,3,0,62,32,30,29,4.42,7,40,20,1,2,2,0
Stephenson,Garrett,stephga01,NL,34,2006,0.4,55,3,4,0,55,29,27,27,4.42,7,35,20,1,3,2,0
Deago,Roger,deagoro01,NL,29,2006,0.04,60,3,3,0,61,31,29,30,4.42,7,44,23,2,2,3,0
Gosling,Mike,goslimi01,NL,26,2006,0.36,59,2,4,0,62,31,28,30,4.42,6,38,25,2,2,2,0
Kolb,Danny,kolbda01,NL,31,2006,0.55,60,2,5,17,64,31,29,30,4.42,5,39,23,3,2,3,0
Schoeneweis,Scott,schoesc01,AL,33,2006,0.63,69,4,4,0,72,37,34,34,4.43,7,46,26,2,3,2,0
Wakefield,Tim,wakefti01,AL,40,2006,0.82,190,12,10,0,192,105,93,94,4.43,27,124,61,3,11,7,0
Gregg,Kevin,greggke01,AL,28,2006,0.6,67,3,3,0,68,35,33,33,4.43,7,53,24,2,3,5,0
Gassner,Dave,gassnda01,AL,28,2006,0.08,64,4,3,0,66,35,32,31,4.43,8,42,20,1,2,2,0
Dominguez,Juan,dominju01,AL,26,2006,0.51,80,4,6,0,84,42,38,41,4.44,11,54,27,1,3,2,1
Tomko,Brett,tomkobr01,NL,33,2006,0.81,173,9,10,0,187,91,85,86,4.45,19,103,55,6,5,6,0
Redman,Mark,redmama01,NL,32,2006,0.81,168,8,12,0,177,88,83,83,4.45,19,104,57,4,4,7,2
Stauffer,Tim,staufti01,NL,24,2006,0.48,98,5,6,0,102,53,50,47,4.45,11,68,34,2,3,2,0
Davies,Kyle,davieky01,NL,23,2006,0.5,92,6,6,0,94,48,45,46,4.45,9,69,41,4,2,4,0
Hennessey,Brad,hennebr01,NL,26,2006,0.61,123,6,8,0,128,65,60,62,4.46,14,79,49,3,4,4,1
Kim,Byung-Hyun,kimby01,NL,27,2006,0.69,116,6,8,3,116,61,57,58,4.46,12,89,47,5,9,6,1
Lilly,Ted,lillyte01,AL,30,2006,0.78,143,10,9,0,140,75,72,70,4.47,20,110,56,2,4,4,2
Reichert,Dan,reichda01,AL,30,2006,0.06,25,1,1,0,27,13,12,13,4.5,3,17,9,1,1,1,0
Porzio,Mike,porzimi01,AL,34,2006,0.05,60,3,3,0,63,33,30,30,4.5,7,40,20,1,3,2,0
Sanders,David,sandeda01,AL,27,2006,0.1,26,1,1,0,27,14,13,13,4.5,3,18,9,1,1,1,0
Sadler,Carl,sadleca01,AL,30,2006,0.03,25,1,1,0,26,13,12,13,4.5,3,17,9,1,1,1,0
Sasaki,Kazuhiro,sasakka01,AL,38,2006,0.11,25,1,1,1,26,13,12,13,4.5,3,17,9,1,1,1,0
Sauerbeck,Scott,sauersc01,AL,35,2006,0.38,43,2,2,0,43,23,21,22,4.5,5,33,18,2,3,2,0
Saunders,Joe,saundjo01,AL,25,2006,0.1,65,3,3,0,65,35,33,32,4.5,9,44,22,1,2,3,0
Rocker,John,rockejo01,AL,32,2006,0,25,1,1,0,26,13,12,13,4.5,3,17,9,1,1,1,0
Narron,Sam,narrosa02,AL,25,2006,0.02,60,3,3,0,61,32,30,30,4.5,8,42,21,1,2,3,0
Patterson,Danny,patteda04,AL,35,2006,0.27,29,1,2,1,30,16,14,15,4.5,4,19,10,1,2,1,0
Paronto,Chad,paronch01,AL,31,2006,0.02,25,1,2,0,26,14,13,12,4.5,3,17,8,1,1,1,0
Nunez,Franklin,nunezfr01,AL,29,2006,0.12,29,2,2,0,29,16,15,14,4.5,3,20,11,1,2,1,0
Traber,Billy,trabebi01,AL,27,2006,0.3,44,3,3,0,47,24,22,22,4.5,5,32,15,1,2,2,0
Sullivan,Scott,sullisc01,AL,35,2006,0.41,31,2,2,0,33,16,15,16,4.5,4,22,11,2,2,1,0
Switzer,Jon,switzjo01,AL,27,2006,0.08,27,1,1,0,28,15,14,13,4.5,3,19,10,1,1,1,0
Shiell,Jason,shielja01,AL,30,2006,0.08,25,1,1,0,26,13,12,13,4.5,3,18,9,1,1,1,0
Wilson,Kris,wilsokr01,AL,30,2006,0.21,30,2,2,0,32,16,15,15,4.5,4,20,9,1,1,1,0
