"nameLast","nameFirst","playerID","lgID","Age","year","reliability","mIP","mW","mL","mSV","mH","mR","mER","bsrER","ERA","mHR","mSO","mBB","mIBB","mHBP","mWP","mBK"
"Eyre","Scott","eyresc01","AL",29,2001,0.45,43.00,2.00,2.00,0.00,51.00,30.00,27.00,28.00,5.76,7.00,30.00,22.00,1.00,1.00,2.00,0.00
"Withem","Shannon","withesh01","AL",29,2001,0.01,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Alvarez","Wilson","alvarwi01","AL",31,2001,0.63,76.00,4.00,5.00,0.00,77.00,45.00,39.00,41.00,4.74,11.00,57.00,36.00,1.00,3.00,2.00,0.00
"Eckersley","Dennis","eckerde01","AL",47,2001,0.13,25.00,1.00,1.00,0.00,29.00,16.00,14.00,15.00,5.22,4.00,16.00,10.00,1.00,1.00,1.00,0.00
"Evans","Bart","evansba02","AL",31,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,13.00,13.00,4.68,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Duran","Roberto","duranro01","AL",28,2001,0.05,25.00,1.00,1.00,0.00,26.00,15.00,14.00,13.00,4.86,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Fordham","Tom","fordhto01","AL",27,2001,0.15,31.00,2.00,2.00,0.00,33.00,19.00,18.00,17.00,5.08,4.00,21.00,15.00,1.00,1.00,1.00,0.00
"Dykhoff","Radhames","dykhora01","AL",27,2001,0.00,25.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Connelly","Steve","connest01","AL",27,2001,0.02,25.00,1.00,1.00,0.00,27.00,14.00,13.00,14.00,4.86,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Gajkowski","Steve","gajkost01","AL",32,2001,0.03,25.00,1.00,1.00,0.00,28.00,15.00,14.00,15.00,5.22,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Crow","Dean","crowde01","AL",29,2001,0.15,25.00,1.00,1.00,0.00,27.00,15.00,13.00,13.00,4.68,3.00,16.00,10.00,1.00,1.00,1.00,0.00
"Drabek","Doug","drabedo01","AL",39,2001,0.29,57.00,3.00,4.00,0.00,67.00,40.00,37.00,35.00,5.68,9.00,35.00,22.00,1.00,2.00,2.00,0.00
"Holdridge","David","holdrda01","AL",32,2001,0.02,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Heathcott","Mike","heathmi03","AL",32,2001,0.01,25.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Jacome","Jason","jacomja01","AL",31,2001,0.02,60.00,3.00,4.00,0.00,66.00,37.00,34.00,33.00,5.02,8.00,41.00,25.00,1.00,2.00,2.00,0.00
"Hernandez","Xavier","hernaxa01","AL",36,2001,0.18,25.00,2.00,2.00,0.00,26.00,15.00,13.00,13.00,4.68,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Gorecki","Rick","gorecri01","AL",28,2001,0.06,60.00,3.00,4.00,0.00,63.00,35.00,33.00,32.00,4.88,8.00,41.00,26.00,1.00,2.00,3.00,0.00
"Greisinger","Seth","greisse01","AL",26,2001,0.33,60.00,3.00,4.00,0.00,64.00,36.00,33.00,32.00,4.88,8.00,39.00,24.00,1.00,2.00,2.00,0.00
"Hanson","Erik","hansoer01","AL",36,2001,0.16,50.00,2.00,3.00,0.00,59.00,32.00,30.00,32.00,5.58,8.00,32.00,23.00,1.00,2.00,2.00,0.00
"Harriger","Denny","harride01","AL",32,2001,0.04,43.00,2.00,3.00,0.00,47.00,26.00,24.00,24.00,5.02,6.00,29.00,19.00,1.00,1.00,2.00,0.00
"Harris","Pep","harripe01","AL",29,2001,0.18,25.00,1.00,1.00,0.00,26.00,15.00,14.00,13.00,4.86,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Castillo","Tony","castito02","AL",38,2001,0.09,25.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.40,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Andujar","Luis","andujlu01","AL",29,2001,0.02,25.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Bradley","Ryan","bradlry01","AL",26,2001,0.05,32.00,2.00,2.00,0.00,34.00,19.00,17.00,17.00,4.78,4.00,23.00,14.00,1.00,1.00,1.00,0.00
"Bullinger","Jim","bulliji01","AL",36,2001,0.02,43.00,2.00,3.00,0.00,48.00,27.00,25.00,25.00,5.23,6.00,29.00,18.00,1.00,1.00,2.00,0.00
"Cadaret","Greg","cadargr01","AL",39,2001,0.14,25.00,1.00,1.00,0.00,28.00,15.00,14.00,15.00,5.22,4.00,18.00,11.00,1.00,1.00,2.00,0.00
"Casian","Larry","casiala01","AL",36,2001,0.01,25.00,1.00,1.00,0.00,28.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Baptist","Travis","baptitr01","AL",30,2001,0.09,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Bailes","Scott","bailesc01","AL",40,2001,0.13,25.00,1.00,1.00,0.00,29.00,16.00,15.00,14.00,5.22,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Borowski","Joe","borowjo01","AL",30,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Barkley","Brian","barklbr01","AL",26,2001,0.04,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Bevil","Brian","bevilbr01","AL",30,2001,0.13,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,19.00,11.00,1.00,1.00,1.00,0.00
"Smith","Pete","smithpe02","AL",35,2001,0.25,36.00,2.00,2.00,0.00,41.00,23.00,21.00,21.00,5.25,5.00,25.00,15.00,1.00,1.00,2.00,0.00
"Shouse","Brian","shousbr01","AL",33,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Robertson","Rich","roberri02","AL",33,2001,0.02,25.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.40,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Ruebel","Matt","ruebema01","AL",32,2001,0.03,30.00,2.00,2.00,0.00,33.00,18.00,17.00,17.00,5.10,4.00,21.00,13.00,1.00,1.00,1.00,0.00
"Sager","A.J.","sageraj01","AL",36,2001,0.18,28.00,2.00,1.00,0.00,33.00,18.00,17.00,17.00,5.46,4.00,18.00,12.00,1.00,1.00,1.00,0.00
"Veras","Dario","verasda01","AL",28,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Wade","Terrell","wadete01","AL",28,2001,0.04,60.00,4.00,3.00,0.00,65.00,35.00,33.00,33.00,4.95,8.00,42.00,24.00,1.00,2.00,3.00,0.00
"Walker","Jamie","walkeja01","AL",30,2001,0.06,37.00,2.00,2.00,0.00,41.00,23.00,21.00,21.00,5.11,5.00,26.00,15.00,1.00,1.00,1.00,0.00
"Valdez","Carlos","valdeca01","AL",30,2001,0.01,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"West","David","westda01","AL",37,2001,0.01,25.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.40,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Tatis","Ramon","tatisra01","AL",28,2001,0.04,25.00,1.00,1.00,0.00,28.00,16.00,15.00,14.00,5.22,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Stieb","Dave","stiebda01","AL",44,2001,0.16,31.00,1.00,2.00,0.00,35.00,19.00,18.00,18.00,5.23,4.00,20.00,13.00,1.00,1.00,1.00,0.00
"Swift","Bill","swiftbi02","AL",40,2001,0.35,56.00,3.00,3.00,0.00,67.00,38.00,35.00,35.00,5.62,8.00,35.00,24.00,1.00,3.00,2.00,0.00
"Van Ryn","Ben","vanrybe01","AL",30,2001,0.05,25.00,1.00,2.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Telgheder","Dave","telghda01","AL",35,2001,0.07,34.00,2.00,2.00,0.00,37.00,20.00,18.00,19.00,4.90,5.00,22.00,14.00,1.00,1.00,2.00,0.00
"Tewksbury","Bob","tewksbo01","AL",41,2001,0.36,59.00,3.00,4.00,0.00,68.00,36.00,34.00,33.00,5.11,8.00,33.00,19.00,1.00,2.00,2.00,0.00
"McCarthy","Greg","mccargr01","AL",33,2001,0.08,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Risley","Bill","rislebi01","AL",34,2001,0.17,25.00,1.00,1.00,0.00,27.00,16.00,14.00,14.00,5.04,3.00,17.00,12.00,1.00,1.00,1.00,0.00
"Key","Jimmy","keyji01","AL",40,2001,0.23,40.00,2.00,2.00,0.00,44.00,24.00,22.00,22.00,4.95,5.00,27.00,16.00,1.00,1.00,1.00,0.00
"Wilson","Trevor","wilsotr01","AL",35,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Keagle","Greg","keaglgr01","AL",30,2001,0.13,52.00,3.00,3.00,0.00,57.00,32.00,29.00,29.00,5.02,7.00,36.00,23.00,1.00,2.00,2.00,0.00
"Lewis","Richie","lewisri01","AL",35,2001,0.02,43.00,2.00,2.00,0.00,47.00,27.00,25.00,24.00,5.13,6.00,29.00,19.00,1.00,1.00,2.00,0.00
"Munoz","Bobby","munozbo01","AL",33,2001,0.04,29.00,2.00,2.00,0.00,32.00,18.00,17.00,16.00,5.12,4.00,20.00,12.00,1.00,1.00,1.00,0.00
"Pavlik","Roger","pavliro01","AL",34,2001,0.05,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Rios","Danny","riosda01","AL",29,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Bale","John","balejo01","AL",27,2001,0.05,27.00,1.00,1.00,0.00,29.00,18.00,16.00,15.00,5.17,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"Henry","Butch","henrybu01","AL",33,2001,0.18,49.00,3.00,2.00,0.00,54.00,30.00,27.00,27.00,4.96,6.00,33.00,21.00,1.00,2.00,2.00,0.00
"Hudek","John","hudekjo01","AL",35,2001,0.29,27.00,1.00,2.00,0.00,30.00,17.00,16.00,16.00,5.33,4.00,20.00,14.00,1.00,1.00,1.00,0.00
"Jackson","Mike","jacksmi02","AL",37,2001,0.43,32.00,1.00,2.00,11.00,32.00,16.00,15.00,15.00,4.22,4.00,23.00,12.00,1.00,1.00,1.00,0.00
"Garcia","Freddy","garcifr02","AL",25,2001,0.74,141.00,11.00,6.00,0.00,137.00,71.00,65.00,69.00,4.28,16.00,106.00,64.00,4.00,4.00,6.00,2.00
"Arrojo","Rolando","arrojro01","AL",33,2001,0.79,160.00,9.00,11.00,0.00,177.00,100.00,93.00,92.00,5.20,23.00,113.00,65.00,4.00,12.00,4.00,1.00
"Appier","Kevin","appieke01","AL",34,2001,0.79,179.00,13.00,11.00,0.00,193.00,107.00,98.00,100.00,4.98,23.00,116.00,84.00,7.00,7.00,7.00,0.00
"Andrews","Clayton","andrecl01","AL",23,2001,0.19,44.00,3.00,3.00,0.00,50.00,29.00,28.00,26.00,5.52,7.00,31.00,18.00,1.00,1.00,1.00,0.00
"Anderson","Matt","anderma01","AL",25,2001,0.56,66.00,4.00,3.00,0.00,61.00,38.00,35.00,33.00,4.64,8.00,56.00,37.00,3.00,2.00,3.00,0.00
"Alvarez","Juan","alvarju01","AL",28,2001,0.08,28.00,1.00,2.00,0.00,32.00,18.00,17.00,17.00,5.46,4.00,20.00,14.00,1.00,1.00,1.00,0.00
"Abbott","Paul","abbotpa01","AL",34,2001,0.73,144.00,8.00,6.00,0.00,135.00,75.00,69.00,68.00,4.28,19.00,94.00,64.00,4.00,4.00,4.00,0.00
"Harikkala","Tim","harikti01","AL",30,2001,0.09,26.00,2.00,2.00,0.00,29.00,16.00,15.00,14.00,5.02,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Harville","Chad","harvich01","AL",25,2001,0.10,26.00,1.00,2.00,0.00,28.00,16.00,15.00,14.00,5.02,3.00,20.00,11.00,1.00,1.00,2.00,0.00
"Marte","Damaso","marteda01","AL",26,2001,0.06,26.00,1.00,2.00,0.00,29.00,16.00,15.00,15.00,5.19,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Lloyd","Graeme","lloydgr01","AL",34,2001,0.41,32.00,2.00,2.00,1.00,33.00,18.00,16.00,17.00,4.64,5.00,21.00,12.00,1.00,1.00,1.00,0.00
"Ludwick","Eric","ludwier01","AL",30,2001,0.12,39.00,2.00,2.00,0.00,44.00,26.00,24.00,23.00,5.42,6.00,27.00,17.00,1.00,1.00,2.00,0.00
"Lundquist","David","lundqda01","AL",28,2001,0.14,27.00,2.00,1.00,0.00,30.00,18.00,16.00,16.00,5.33,4.00,20.00,12.00,1.00,1.00,1.00,0.00
"Mathews","Terry","mathete01","AL",37,2001,0.27,30.00,2.00,1.00,0.00,34.00,18.00,17.00,17.00,5.10,4.00,19.00,13.00,1.00,1.00,1.00,0.00
"McDowell","Jack","mcdowja01","AL",35,2001,0.30,62.00,3.00,4.00,0.00,74.00,40.00,37.00,38.00,5.44,9.00,41.00,24.00,1.00,2.00,2.00,0.00
"Barcelo","Lorenzo","barcelo01","AL",24,2001,0.30,46.00,3.00,2.00,0.00,45.00,24.00,23.00,21.00,4.30,6.00,33.00,16.00,1.00,1.00,1.00,0.00
"Juden","Jeff","judenje01","AL",30,2001,0.42,57.00,3.00,4.00,0.00,61.00,39.00,35.00,33.00,5.37,9.00,42.00,26.00,1.00,3.00,3.00,0.00
"Linton","Doug","lintodo01","AL",36,2001,0.31,51.00,2.00,3.00,0.00,57.00,33.00,30.00,31.00,5.38,9.00,32.00,22.00,1.00,2.00,3.00,0.00
"Kubinski","Tim","kubinti01","AL",29,2001,0.08,26.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.19,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Langston","Mark","langsma01","AL",41,2001,0.43,44.00,2.00,2.00,0.00,52.00,29.00,27.00,27.00,5.52,6.00,29.00,21.00,2.00,1.00,2.00,0.00
"Lee","Corey","leeco01","AL",27,2001,0.01,25.00,1.00,2.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,17.00,10.00,1.00,1.00,1.00,0.00
"Leiter","Mark","leitema01","AL",38,2001,0.26,25.00,2.00,1.00,2.00,26.00,14.00,14.00,13.00,4.86,3.00,18.00,12.00,1.00,1.00,1.00,0.00
"Johns","Doug","johnsdo04","AL",34,2001,0.49,41.00,2.00,2.00,0.00,44.00,23.00,22.00,21.00,4.72,5.00,24.00,15.00,1.00,2.00,1.00,0.00
"Davis","Doug","davisdo02","AL",26,2001,0.53,89.00,6.00,5.00,0.00,98.00,56.00,53.00,53.00,5.36,13.00,62.00,44.00,2.00,3.00,4.00,1.00
"Baldwin","James","baldwja01","AL",30,2001,0.80,165.00,11.00,8.00,0.00,178.00,97.00,91.00,93.00,5.02,28.00,108.00,63.00,2.00,7.00,6.00,1.00
"Duvall","Mike","duvalmi01","AL",27,2001,0.25,30.00,1.00,1.00,0.00,33.00,17.00,16.00,17.00,4.95,4.00,19.00,14.00,1.00,1.00,2.00,0.00
"Durbin","Chad","durbich01","AL",24,2001,0.45,95.00,4.00,6.00,0.00,106.00,70.00,65.00,58.00,5.83,15.00,61.00,46.00,2.00,2.00,6.00,0.00
"Drew","Tim","drewti01","AL",23,2001,0.09,65.00,4.00,3.00,0.00,72.00,41.00,37.00,37.00,5.12,8.00,46.00,29.00,1.00,3.00,2.00,0.00
"Dingman","Craig","dingmcr01","AL",27,2001,0.11,31.00,2.00,2.00,0.00,34.00,18.00,17.00,17.00,4.94,4.00,22.00,12.00,1.00,1.00,1.00,0.00
"Dickson","Jason","dicksja01","AL",28,2001,0.44,67.00,4.00,4.00,0.00,78.00,44.00,41.00,39.00,5.37,10.00,43.00,25.00,1.00,2.00,2.00,0.00
"DeWitt","Matt","dewitma01","AL",24,2001,0.13,32.00,2.00,2.00,0.00,35.00,20.00,19.00,19.00,5.34,5.00,22.00,14.00,1.00,2.00,1.00,0.00
"Einertson","Darrell","einerda01","AL",29,2001,0.12,31.00,2.00,2.00,0.00,34.00,19.00,17.00,17.00,4.94,4.00,20.00,13.00,1.00,1.00,1.00,0.00
"Eldred","Cal","eldreca01","AL",34,2001,0.70,121.00,7.00,6.00,0.00,133.00,81.00,75.00,72.00,5.47,18.00,88.00,61.00,1.00,4.00,6.00,0.00
"D'Amico","Jeff","damicje02","AL",27,2001,0.13,37.00,2.00,2.00,0.00,40.00,24.00,22.00,21.00,5.23,5.00,26.00,18.00,1.00,1.00,1.00,1.00
"Cubillan","Darwin","cubilda01","AL",29,2001,0.27,42.00,2.00,2.00,0.00,50.00,30.00,28.00,27.00,5.89,7.00,30.00,21.00,1.00,1.00,1.00,0.00
"Cruz","Nelson","cruzne01","AL",29,2001,0.49,55.00,4.00,3.00,0.00,58.00,31.00,29.00,29.00,4.75,7.00,40.00,21.00,2.00,2.00,2.00,0.00
"Etherton","Seth","etherse01","AL",25,2001,0.40,90.00,6.00,4.00,0.00,96.00,53.00,50.00,50.00,5.00,16.00,58.00,35.00,1.00,2.00,3.00,0.00
"Estrella","Leo","estrele01","AL",26,2001,0.05,27.00,2.00,1.00,0.00,30.00,16.00,15.00,15.00,5.00,4.00,19.00,11.00,1.00,1.00,1.00,0.00
"Escobar","Kelvim","escobke01","AL",25,2001,0.78,155.00,10.00,10.00,1.00,163.00,97.00,89.00,82.00,4.96,19.00,121.00,70.00,2.00,4.00,4.00,0.00
"Erickson","Scott","ericksc01","AL",33,2001,0.79,129.00,8.00,8.00,0.00,151.00,82.00,79.00,78.00,5.48,17.00,72.00,55.00,2.00,6.00,5.00,0.00
"Enders","Trevor","endertr01","AL",27,2001,0.10,30.00,2.00,2.00,0.00,33.00,20.00,18.00,17.00,5.25,4.00,20.00,13.00,1.00,1.00,1.00,0.00
"Fiore","Tony","fioreto01","AL",30,2001,0.14,33.00,2.00,2.00,0.00,37.00,22.00,20.00,20.00,5.45,5.00,22.00,15.00,1.00,2.00,1.00,0.00
"Bernero","Adam","bernead01","AL",25,2001,0.28,54.00,2.00,3.00,0.00,55.00,30.00,28.00,26.00,4.50,6.00,37.00,21.00,1.00,2.00,2.00,0.00
"Brea","Lesli","breale01","AL",28,2001,0.09,35.00,2.00,2.00,0.00,39.00,23.00,21.00,21.00,5.40,5.00,24.00,17.00,1.00,1.00,1.00,0.00
"Bradford","Chad","bradfch01","AL",27,2001,0.23,32.00,2.00,1.00,0.00,34.00,19.00,17.00,16.00,4.64,3.00,21.00,12.00,1.00,1.00,1.00,0.00
"Bottalico","Ricky","bottari01","AL",32,2001,0.60,69.00,5.00,5.00,12.00,73.00,42.00,39.00,40.00,5.15,10.00,51.00,37.00,2.00,2.00,4.00,0.00
"Borkowski","Dave","borkoda01","AL",24,2001,0.39,59.00,3.00,4.00,0.00,65.00,41.00,38.00,34.00,5.49,8.00,40.00,28.00,1.00,2.00,2.00,0.00
"Borbon","Pedro","borbope02","AL",34,2001,0.46,51.00,3.00,3.00,1.00,53.00,34.00,30.00,29.00,5.21,6.00,34.00,30.00,2.00,3.00,1.00,0.00
"Bochtler","Doug","bochtdo01","AL",31,2001,0.31,30.00,1.00,2.00,0.00,34.00,19.00,18.00,19.00,5.55,5.00,20.00,16.00,2.00,1.00,2.00,0.00
"Crawford","Paxton","crawfpa02","AL",24,2001,0.25,59.00,4.00,3.00,0.00,59.00,33.00,29.00,28.00,4.35,6.00,41.00,24.00,2.00,2.00,2.00,0.00
"Biddle","Rocky","biddlro01","AL",25,2001,0.20,71.00,4.00,4.00,0.00,79.00,49.00,43.00,41.00,5.32,11.00,45.00,28.00,1.00,2.00,3.00,0.00
"Brower","Jim","broweji01","AL",29,2001,0.47,77.00,4.00,4.00,0.00,89.00,49.00,46.00,48.00,5.49,13.00,49.00,34.00,2.00,3.00,3.00,0.00
"Bergman","Sean","bergmse01","AL",31,2001,0.69,98.00,6.00,6.00,0.00,127.00,71.00,68.00,66.00,6.15,16.00,53.00,36.00,2.00,3.00,4.00,0.00
"Bere","Jason","bereja01","AL",30,2001,0.74,149.00,10.00,8.00,0.00,166.00,101.00,94.00,91.00,5.59,22.00,109.00,80.00,4.00,4.00,7.00,0.00
"Belitz","Todd","belitto01","AL",26,2001,0.04,27.00,1.00,1.00,0.00,28.00,16.00,14.00,14.00,4.67,3.00,19.00,12.00,1.00,1.00,1.00,0.00
"Belcher","Tim","belchti01","AL",40,2001,0.70,94.00,5.00,6.00,0.00,110.00,65.00,61.00,59.00,5.74,17.00,49.00,38.00,1.00,3.00,4.00,1.00
"Beirne","Kevin","beirnke01","AL",27,2001,0.36,51.00,2.00,3.00,0.00,53.00,34.00,31.00,28.00,5.21,8.00,38.00,21.00,1.00,3.00,1.00,0.00
"Beck","Rod","beckro01","AL",33,2001,0.52,50.00,3.00,3.00,8.00,53.00,27.00,25.00,26.00,4.59,6.00,36.00,19.00,2.00,2.00,2.00,0.00
"Batista","Miguel","batismi01","AL",30,2001,0.69,85.00,4.00,5.00,0.00,98.00,62.00,55.00,53.00,5.72,13.00,55.00,40.00,2.00,3.00,4.00,0.00
"Blair","Willie","blairwi01","AL",36,2001,0.77,132.00,6.00,8.00,0.00,157.00,86.00,82.00,78.00,5.45,22.00,72.00,42.00,1.00,3.00,4.00,0.00
"Castillo","Frank","castifr01","AL",32,2001,0.67,125.00,8.00,6.00,0.00,123.00,68.00,64.00,62.00,4.54,17.00,90.00,52.00,1.00,5.00,2.00,0.00
"Cordero","Francisco","cordefr01","AL",26,2001,0.50,66.00,3.00,3.00,0.00,70.00,39.00,36.00,38.00,5.05,9.00,46.00,35.00,2.00,2.00,4.00,0.00
"Cooper","Brian","coopebr01","AL",27,2001,0.54,106.00,5.00,7.00,0.00,117.00,70.00,63.00,61.00,5.26,17.00,60.00,45.00,2.00,4.00,2.00,0.00
"Cone","David","coneda01","AL",38,2001,0.80,156.00,8.00,10.00,0.00,167.00,96.00,90.00,88.00,5.13,21.00,127.00,73.00,3.00,8.00,8.00,0.00
"Colon","Bartolo","colonba01","AL",28,2001,0.82,175.00,13.00,7.00,0.00,163.00,85.00,79.00,80.00,4.09,20.00,158.00,78.00,4.00,4.00,4.00,0.00
"Coco","Pasqual","cocopa01","AL",24,2001,0.04,62.00,3.00,3.00,0.00,65.00,37.00,34.00,33.00,4.86,8.00,44.00,27.00,1.00,3.00,3.00,0.00
"Clemens","Roger","clemero02","AL",39,2001,0.82,181.00,12.00,8.00,0.00,173.00,92.00,83.00,86.00,4.20,21.00,158.00,80.00,1.00,8.00,5.00,0.00
"Brewington","Jamie","brewija01","AL",30,2001,0.34,48.00,3.00,2.00,0.00,54.00,29.00,27.00,26.00,4.97,5.00,34.00,20.00,1.00,2.00,1.00,0.00
"Choate","Randy","choatra01","AL",26,2001,0.16,33.00,2.00,2.00,0.00,34.00,19.00,18.00,18.00,4.91,5.00,24.00,14.00,1.00,1.00,1.00,0.00
"Brocail","Doug","brocado01","AL",34,2001,0.59,59.00,4.00,3.00,0.00,58.00,28.00,26.00,27.00,4.04,6.00,47.00,21.00,2.00,2.00,3.00,1.00
"Carrasco","Hector","carrahe01","AL",32,2001,0.60,70.00,4.00,4.00,1.00,77.00,41.00,37.00,39.00,4.89,7.00,51.00,31.00,1.00,2.00,7.00,0.00
"Carpenter","Chris","carpech01","AL",26,2001,0.79,157.00,10.00,9.00,0.00,174.00,99.00,91.00,88.00,5.13,22.00,110.00,64.00,2.00,4.00,5.00,0.00
"Cairncross","Cam","cairnca01","AL",29,2001,0.10,30.00,2.00,1.00,0.00,32.00,17.00,16.00,16.00,4.80,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"Byrdak","Tim","byrdati01","AL",28,2001,0.21,31.00,1.00,2.00,0.00,35.00,21.00,19.00,19.00,5.52,5.00,22.00,15.00,1.00,1.00,2.00,0.00
