"nameLast","nameFirst","playerID","lgID","Age","year","reliability","mIP","mW","mL","mSV","mH","mR","mER","bsrER","ERA","mHR","mSO","mBB","mIBB","mHBP","mWP","mBK"
"Burba","Dave","burbada01","AL",35,2001,0.82,177.00,13.00,7.00,0.00,185.00,96.00,90.00,95.00,4.70,23.00,141.00,80.00,3.00,4.00,8.00,0.00
"Buehrle","Mark","buehrma01","AL",22,2001,0.37,54.00,4.00,2.00,0.00,56.00,30.00,27.00,27.00,4.50,6.00,40.00,21.00,1.00,2.00,1.00,0.00
"Crabtree","Tim","crabtti01","AL",32,2001,0.63,72.00,4.00,4.00,1.00,77.00,41.00,37.00,37.00,4.62,7.00,51.00,28.00,3.00,2.00,4.00,0.00
"Clark","Mark","clarkma01","AL",33,2001,0.65,85.00,4.00,7.00,0.00,107.00,65.00,62.00,58.00,6.35,15.00,52.00,35.00,2.00,3.00,4.00,0.00
"Sinclair","Steve","sinclst01","AL",30,2001,0.17,27.00,1.00,2.00,0.00,29.00,17.00,15.00,15.00,5.00,4.00,19.00,12.00,1.00,1.00,1.00,0.00
"Stark","Dennis","starkde01","AL",27,2001,0.05,26.00,1.00,1.00,0.00,28.00,16.00,15.00,14.00,5.02,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Sampson","Benj","sampsbe01","AL",26,2001,0.37,37.00,2.00,2.00,0.00,44.00,25.00,24.00,23.00,5.72,6.00,28.00,16.00,1.00,1.00,2.00,0.00
"Saberhagen","Bret","saberbr01","AL",37,2001,0.61,72.00,5.00,4.00,0.00,78.00,36.00,33.00,35.00,4.25,9.00,46.00,18.00,1.00,2.00,2.00,0.00
"Santana","Marino","santama01","AL",29,2001,0.05,25.00,1.00,1.00,0.00,28.00,16.00,15.00,15.00,5.40,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Saunders","Tony","saundto01","AL",27,2001,0.51,64.00,3.00,4.00,0.00,69.00,40.00,35.00,37.00,5.06,8.00,50.00,34.00,1.00,3.00,2.00,0.00
"Scheffer","Aaron","schefaa01","AL",26,2001,0.03,25.00,1.00,1.00,0.00,27.00,15.00,13.00,14.00,4.86,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Wolcott","Bob","wolcobo01","AL",28,2001,0.15,41.00,2.00,2.00,0.00,43.00,26.00,24.00,22.00,5.05,6.00,27.00,17.00,1.00,1.00,1.00,0.00
"Zimmerman","Jordan","zimmejo01","AL",26,2001,0.06,26.00,1.00,1.00,0.00,28.00,16.00,14.00,14.00,4.85,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Williams","Todd","willito02","AL",30,2001,0.10,26.00,1.00,1.00,0.00,29.00,16.00,15.00,15.00,5.19,3.00,18.00,12.00,1.00,1.00,1.00,0.00
"Wagner","Paul","wagnepa01","AL",34,2001,0.19,42.00,2.00,3.00,0.00,47.00,29.00,26.00,25.00,5.46,6.00,28.00,20.00,1.00,2.00,2.00,0.00
"Thompson","Justin","thompju02","AL",28,2001,0.66,74.00,4.00,5.00,0.00,79.00,43.00,40.00,39.00,4.80,10.00,48.00,30.00,1.00,2.00,2.00,0.00
"Wallace","Derek","wallade01","AL",30,2001,0.06,26.00,1.00,2.00,0.00,28.00,15.00,14.00,15.00,5.02,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Naulty","Dan","naultda01","AL",31,2001,0.31,30.00,1.00,1.00,0.00,30.00,17.00,16.00,15.00,4.65,4.00,19.00,13.00,1.00,1.00,1.00,0.00
"Pena","Juan","penaju01","AL",24,2001,0.09,61.00,4.00,3.00,0.00,62.00,33.00,30.00,30.00,4.43,7.00,47.00,24.00,1.00,2.00,2.00,0.00
"Oquist","Mike","oquismi01","AL",33,2001,0.63,70.00,4.00,4.00,0.00,80.00,45.00,43.00,41.00,5.40,10.00,45.00,30.00,2.00,2.00,2.00,0.00
"Romano","Mike","romanmi01","AL",29,2001,0.04,26.00,1.00,1.00,0.00,28.00,16.00,15.00,14.00,5.02,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"Garland","Jon","garlajo01","AL",22,2001,0.44,90.00,5.00,7.00,0.00,97.00,59.00,54.00,50.00,5.20,12.00,61.00,42.00,1.00,2.00,4.00,0.00
"Mintz","Steve","mintzst01","AL",33,2001,0.04,25.00,1.00,1.00,0.00,28.00,15.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Montgomery","Jeff","montgje01","AL",39,2001,0.37,30.00,1.00,2.00,6.00,36.00,20.00,19.00,19.00,5.70,4.00,20.00,13.00,1.00,1.00,1.00,0.00
"Moreno","Orber","morenor01","AL",24,2001,0.06,26.00,1.00,1.00,0.00,26.00,15.00,14.00,13.00,4.67,3.00,19.00,11.00,1.00,1.00,1.00,0.00
"Morman","Alvin","mormaal01","AL",32,2001,0.34,30.00,1.00,2.00,0.00,34.00,18.00,16.00,17.00,4.95,4.00,20.00,13.00,1.00,1.00,1.00,0.00
"Riley","Matt","rileyma01","AL",22,2001,0.08,61.00,3.00,3.00,0.00,65.00,36.00,33.00,34.00,4.94,9.00,44.00,28.00,1.00,2.00,2.00,1.00
"Riske","David","riskeda01","AL",25,2001,0.10,26.00,2.00,1.00,0.00,28.00,16.00,15.00,14.00,5.02,3.00,20.00,11.00,1.00,1.00,1.00,0.00
"Rizzo","Todd","rizzoto01","AL",30,2001,0.03,25.00,1.00,2.00,0.00,28.00,16.00,14.00,14.00,5.04,3.00,17.00,11.00,1.00,1.00,1.00,0.00
"Roberts","Willis","roberwi01","AL",26,2001,0.01,25.00,1.00,1.00,0.00,27.00,15.00,14.00,13.00,4.86,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Rodriguez","Nerio","rodrine01","AL",30,2001,0.11,33.00,2.00,2.00,0.00,37.00,22.00,20.00,20.00,5.45,5.00,22.00,15.00,1.00,1.00,1.00,0.00
"Perkins","Dan","perkida01","AL",26,2001,0.39,48.00,2.00,3.00,0.00,56.00,32.00,29.00,30.00,5.53,7.00,30.00,21.00,1.00,2.00,3.00,1.00
"Pisciotta","Marc","piscima01","AL",31,2001,0.19,26.00,1.00,2.00,0.00,28.00,16.00,15.00,15.00,5.19,3.00,17.00,13.00,1.00,1.00,1.00,0.00
"Ray","Ken","rayke01","AL",27,2001,0.08,26.00,2.00,1.00,0.00,29.00,16.00,15.00,15.00,5.19,4.00,17.00,11.00,1.00,1.00,1.00,0.00
"Rath","Gary","rathga01","AL",28,2001,0.05,31.00,2.00,2.00,0.00,33.00,19.00,18.00,17.00,5.08,4.00,21.00,14.00,1.00,1.00,2.00,0.00
"Portugal","Mark","portuma01","AL",39,2001,0.64,72.00,4.00,4.00,0.00,85.00,47.00,43.00,43.00,5.38,13.00,42.00,23.00,1.00,2.00,2.00,0.00
"Radlosky","Rob","radloro01","AL",27,2001,0.06,26.00,1.00,2.00,0.00,29.00,16.00,15.00,16.00,5.37,5.00,18.00,11.00,1.00,1.00,1.00,0.00
"Weaver","Eric","weaveer01","AL",28,2001,0.24,35.00,2.00,2.00,0.00,38.00,23.00,21.00,21.00,5.40,6.00,24.00,18.00,1.00,1.00,2.00,0.00
"Graterol","Beiker","gratebe01","AL",27,2001,0.03,60.00,3.00,4.00,0.00,64.00,37.00,35.00,33.00,5.10,9.00,42.00,26.00,2.00,2.00,2.00,0.00
"Wheeler","Daniel","wheelda01","AL",24,2001,0.33,54.00,3.00,3.00,0.00,58.00,32.00,30.00,29.00,4.92,7.00,42.00,22.00,2.00,2.00,2.00,0.00
"Wetteland","John","wettejo01","AL",35,2001,0.58,62.00,4.00,4.00,27.00,66.00,34.00,29.00,32.00,4.43,9.00,51.00,23.00,2.00,1.00,1.00,0.00
"Westbrook","Jake","westbja01","AL",24,2001,0.07,52.00,3.00,4.00,0.00,58.00,33.00,31.00,30.00,5.28,7.00,35.00,22.00,2.00,2.00,2.00,0.00
"Wells","Kip","wellski01","AL",24,2001,0.58,113.00,8.00,8.00,0.00,126.00,73.00,65.00,67.00,5.26,15.00,84.00,55.00,3.00,4.00,6.00,1.00
"Wells","David","wellsda01","AL",38,2001,0.84,198.00,15.00,8.00,0.00,221.00,107.00,100.00,99.00,4.52,25.00,140.00,45.00,1.00,5.00,5.00,0.00
"Wells","Bob","wellsbo01","AL",35,2001,0.65,77.00,3.00,5.00,4.00,77.00,41.00,38.00,37.00,4.38,11.00,53.00,24.00,2.00,3.00,2.00,0.00
"Wickman","Bob","wickmbo01","AL",32,2001,0.63,69.00,3.00,5.00,22.00,70.00,35.00,31.00,33.00,4.17,6.00,50.00,31.00,3.00,2.00,2.00,0.00
"Weaver","Jeff","weaveje01","AL",25,2001,0.78,175.00,10.00,12.00,0.00,180.00,97.00,91.00,87.00,4.58,24.00,124.00,54.00,2.00,12.00,3.00,1.00
"Williams","Brian","willibr01","AL",32,2001,0.50,53.00,2.00,2.00,0.00,59.00,35.00,33.00,32.00,5.52,6.00,34.00,28.00,2.00,3.00,4.00,0.00
"Watson","Mark","watsoma01","AL",27,2001,0.07,28.00,2.00,2.00,0.00,31.00,17.00,16.00,15.00,4.98,3.00,20.00,11.00,1.00,1.00,1.00,0.00
"Watson","Allen","watsoal01","AL",31,2001,0.54,49.00,3.00,2.00,0.00,55.00,32.00,30.00,30.00,5.51,8.00,36.00,23.00,1.00,2.00,3.00,0.00
"Washburn","Jarrod","washbja01","AL",27,2001,0.63,102.00,7.00,5.00,0.00,94.00,54.00,51.00,48.00,4.37,15.00,66.00,43.00,1.00,2.00,2.00,0.00
"Ward","Bryan","wardbr01","AL",29,2001,0.41,43.00,2.00,2.00,0.00,48.00,26.00,24.00,25.00,5.13,7.00,29.00,16.00,1.00,1.00,2.00,0.00
"Wakefield","Tim","wakefti01","AL",35,2001,0.79,133.00,7.00,8.00,4.00,142.00,87.00,78.00,76.00,5.21,22.00,89.00,59.00,2.00,5.00,3.00,0.00
"Vizcaino","Luis","vizcalu01","AL",27,2001,0.20,35.00,2.00,2.00,0.00,38.00,22.00,21.00,20.00,5.27,5.00,26.00,16.00,1.00,2.00,2.00,0.00
"Weber","Ben","weberbe01","AL",32,2001,0.20,36.00,2.00,2.00,0.00,41.00,24.00,21.00,20.00,5.12,4.00,24.00,14.00,1.00,1.00,2.00,0.00
"Wright","Jaret","wrighja02","AL",26,2001,0.70,99.00,6.00,6.00,0.00,102.00,61.00,57.00,54.00,5.05,13.00,70.00,49.00,1.00,4.00,4.00,0.00
"Garces","Rich","garceri01","AL",30,2001,0.57,66.00,5.00,2.00,1.00,61.00,30.00,28.00,28.00,3.82,7.00,53.00,26.00,3.00,1.00,2.00,0.00
"Zito","Barry","zitoba01","AL",23,2001,0.51,106.00,7.00,5.00,0.00,90.00,47.00,43.00,42.00,3.61,10.00,85.00,46.00,2.00,3.00,3.00,0.00
"Zimmerman","Jeff","zimmeje02","AL",29,2001,0.59,69.00,5.00,4.00,1.00,66.00,36.00,33.00,33.00,4.30,9.00,57.00,27.00,2.00,2.00,3.00,1.00
"Young","Tim","youngti01","AL",28,2001,0.09,29.00,1.00,1.00,0.00,30.00,17.00,16.00,15.00,4.81,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"Yarnall","Ed","yarnaed01","AL",26,2001,0.14,44.00,2.00,2.00,0.00,46.00,26.00,24.00,24.00,4.91,6.00,31.00,19.00,1.00,2.00,1.00,0.00
"Wunsch","Kelly","wunscke01","AL",29,2001,0.41,56.00,4.00,3.00,1.00,54.00,28.00,25.00,26.00,4.10,6.00,42.00,24.00,1.00,2.00,1.00,0.00
"Turnbow","Derrick","turnbde01","AL",23,2001,0.30,45.00,2.00,2.00,0.00,45.00,25.00,24.00,25.00,4.90,7.00,32.00,25.00,1.00,2.00,2.00,0.00
"Woodard","Steve","woodast01","AL",26,2001,0.79,142.00,7.00,8.00,0.00,166.00,89.00,82.00,80.00,5.13,21.00,95.00,39.00,4.00,5.00,5.00,0.00
"Witt","Bobby","wittbo01","AL",37,2001,0.66,77.00,3.00,6.00,0.00,96.00,56.00,52.00,53.00,6.14,12.00,48.00,38.00,1.00,2.00,4.00,0.00
"Wise","Matt","wisema01","AL",26,2001,0.30,70.00,5.00,4.00,0.00,74.00,41.00,39.00,37.00,4.89,10.00,46.00,27.00,2.00,2.00,2.00,0.00
"Wilson","Paul","wilsopa02","AL",28,2001,0.36,73.00,3.00,5.00,0.00,69.00,38.00,35.00,32.00,4.13,7.00,53.00,27.00,2.00,4.00,2.00,0.00
"Wilson","Kris","wilsokr01","AL",25,2001,0.28,42.00,2.00,2.00,0.00,44.00,23.00,21.00,21.00,4.50,5.00,28.00,16.00,2.00,1.00,1.00,0.00
"Yan","Esteban","yanes01","AL",26,2001,0.70,107.00,6.00,6.00,0.00,118.00,69.00,65.00,62.00,5.34,17.00,84.00,41.00,2.00,7.00,5.00,0.00
"Service","Scott","servisc01","AL",34,2001,0.56,51.00,3.00,3.00,2.00,57.00,33.00,31.00,30.00,5.38,7.00,43.00,25.00,3.00,2.00,2.00,0.00
"Speier","Justin","speieju01","AL",28,2001,0.51,62.00,3.00,3.00,0.00,61.00,33.00,31.00,32.00,4.57,10.00,51.00,26.00,2.00,2.00,4.00,0.00
"Sparks","Steve","sparkst01","AL",36,2001,0.73,121.00,7.00,7.00,0.00,133.00,74.00,66.00,67.00,4.95,14.00,69.00,53.00,1.00,5.00,6.00,0.00
"Sparks","Jeff","sparkje01","AL",29,2001,0.23,36.00,2.00,2.00,0.00,35.00,20.00,19.00,20.00,4.88,5.00,30.00,20.00,1.00,2.00,2.00,0.00
"Smith","Dan","smithda06","AL",26,2001,0.42,62.00,3.00,4.00,0.00,68.00,40.00,38.00,34.00,5.23,8.00,45.00,26.00,1.00,2.00,2.00,0.00
"Sirotka","Mike","sirotmi01","AL",30,2001,0.82,179.00,12.00,10.00,0.00,197.00,99.00,85.00,93.00,4.47,23.00,114.00,59.00,2.00,2.00,6.00,1.00
"Simas","Bill","simasbi01","AL",30,2001,0.61,66.00,4.00,3.00,3.00,67.00,33.00,30.00,33.00,4.30,8.00,45.00,26.00,4.00,2.00,2.00,0.00
"Sikorski","Brian","sikorbr01","AL",27,2001,0.30,61.00,3.00,4.00,0.00,68.00,40.00,35.00,37.00,5.31,10.00,46.00,30.00,1.00,2.00,2.00,0.00
"Villafuerte","Brandon","villabr01","AL",26,2001,0.05,27.00,2.00,1.00,0.00,29.00,17.00,15.00,14.00,4.83,3.00,19.00,12.00,1.00,1.00,1.00,0.00
"Spurgeon","Jay","spurgja01","AL",25,2001,0.21,57.00,3.00,3.00,0.00,60.00,34.00,32.00,32.00,5.05,8.00,38.00,26.00,1.00,2.00,3.00,0.00
"Sele","Aaron","seleaa01","AL",31,2001,0.83,186.00,15.00,9.00,0.00,207.00,103.00,97.00,97.00,4.69,18.00,138.00,69.00,5.00,7.00,5.00,0.00
"Schourek","Pete","schoupe01","AL",32,2001,0.72,118.00,5.00,9.00,0.00,132.00,75.00,69.00,69.00,5.26,19.00,80.00,48.00,3.00,4.00,4.00,0.00
"Schoeneweis","Scott","schoesc01","AL",28,2001,0.69,134.00,6.00,7.00,0.00,144.00,85.00,78.00,71.00,5.00,17.00,73.00,53.00,2.00,4.00,4.00,2.00
"Sauveur","Rich","sauveri01","AL",38,2001,0.10,30.00,1.00,2.00,0.00,34.00,18.00,17.00,18.00,5.25,5.00,20.00,12.00,1.00,1.00,1.00,0.00
"Sasaki","Kazuhiro","sasakka01","AL",33,2001,0.41,56.00,3.00,4.00,19.00,52.00,29.00,27.00,27.00,4.34,8.00,51.00,26.00,3.00,2.00,2.00,0.00
"Santiago","Jose","santijo03","AL",27,2001,0.53,64.00,5.00,5.00,1.00,66.00,34.00,31.00,32.00,4.43,8.00,40.00,24.00,2.00,2.00,2.00,0.00
"Santana","Johan","santajo01","AL",22,2001,0.49,74.00,3.00,3.00,0.00,80.00,47.00,45.00,42.00,5.29,9.00,56.00,37.00,1.00,2.00,3.00,1.00
"Shuey","Paul","shueypa01","AL",31,2001,0.60,65.00,5.00,3.00,2.00,60.00,32.00,29.00,30.00,4.08,7.00,63.00,30.00,3.00,2.00,3.00,0.00
"Tam","Jeff","tamje01","AL",31,2001,0.52,69.00,3.00,3.00,1.00,71.00,34.00,30.00,33.00,4.11,7.00,42.00,24.00,4.00,2.00,2.00,0.00
"Gordon","Tom","gordoto01","AL",34,2001,0.30,27.00,2.00,2.00,7.00,27.00,15.00,14.00,13.00,4.50,3.00,21.00,12.00,1.00,1.00,1.00,0.00
"Trombley","Mike","trombmi01","AL",34,2001,0.65,70.00,3.00,5.00,7.00,72.00,36.00,35.00,40.00,4.82,12.00,60.00,31.00,4.00,3.00,5.00,0.00
"Trachsel","Steve","trachst01","AL",31,2001,0.82,181.00,9.00,13.00,0.00,205.00,112.00,105.00,103.00,5.17,26.00,113.00,68.00,3.00,5.00,5.00,1.00
"Tomko","Brett","tomkobr01","AL",28,2001,0.76,108.00,6.00,5.00,0.00,111.00,65.00,60.00,56.00,4.83,16.00,75.00,41.00,4.00,3.00,4.00,0.00
"Tolar","Kevin","tolarke01","AL",30,2001,0.03,27.00,1.00,1.00,0.00,28.00,16.00,14.00,14.00,4.67,3.00,19.00,11.00,1.00,1.00,1.00,0.00
"Spoljaric","Paul","spoljpa01","AL",31,2001,0.49,40.00,2.00,2.00,0.00,44.00,29.00,26.00,24.00,5.62,6.00,33.00,20.00,1.00,1.00,2.00,0.00
"Taylor","Billy","taylobi04","AL",40,2001,0.46,37.00,2.00,3.00,9.00,42.00,24.00,22.00,22.00,5.35,5.00,28.00,16.00,3.00,2.00,1.00,0.00
"Suzuki","Mac","suzukma01","AL",26,2001,0.75,154.00,6.00,8.00,0.00,161.00,93.00,85.00,85.00,4.97,21.00,108.00,75.00,4.00,4.00,9.00,0.00
"Suppan","Jeff","suppaje01","AL",26,2001,0.81,188.00,9.00,9.00,0.00,202.00,106.00,100.00,100.00,4.79,28.00,111.00,67.00,3.00,5.00,6.00,1.00
"Sturtze","Tanyon","sturtta01","AL",31,2001,0.45,68.00,4.00,3.00,0.00,72.00,39.00,36.00,36.00,4.76,8.00,45.00,28.00,1.00,3.00,2.00,0.00
"Stein","Blake","steinbl01","AL",28,2001,0.69,119.00,6.00,6.00,0.00,115.00,69.00,66.00,65.00,4.95,19.00,84.00,63.00,2.00,5.00,7.00,0.00
"Stanton","Mike","stantmi02","AL",34,2001,0.60,65.00,3.00,3.00,1.00,69.00,36.00,34.00,33.00,4.64,7.00,57.00,24.00,2.00,2.00,2.00,0.00
"Stanifer","Rob","staniro01","AL",29,2001,0.25,31.00,2.00,2.00,0.00,36.00,23.00,19.00,19.00,5.52,5.00,20.00,13.00,1.00,1.00,1.00,0.00
"Venafro","Mike","venafmi01","AL",28,2001,0.53,60.00,3.00,2.00,0.00,63.00,31.00,28.00,29.00,4.28,5.00,38.00,23.00,2.00,3.00,1.00,0.00
"Tessmer","Jay","tessmja01","AL",30,2001,0.14,29.00,2.00,1.00,0.00,33.00,19.00,18.00,18.00,5.59,5.00,20.00,12.00,1.00,1.00,1.00,0.00
"Candiotti","Tom","candito01","AL",44,2001,0.56,62.00,3.00,5.00,0.00,73.00,45.00,40.00,39.00,5.73,10.00,35.00,26.00,1.00,2.00,6.00,0.00
"Carmona","Rafael","carmora01","AL",29,2001,0.08,26.00,2.00,1.00,0.00,29.00,16.00,15.00,16.00,5.37,4.00,17.00,12.00,1.00,1.00,1.00,0.00
"Carter","Lance","cartela02","AL",27,2001,0.04,26.00,1.00,2.00,0.00,27.00,15.00,14.00,14.00,4.85,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Castillo","Carlos","castica02","AL",26,2001,0.41,31.00,2.00,2.00,0.00,32.00,19.00,18.00,17.00,5.08,5.00,21.00,12.00,1.00,1.00,1.00,1.00
"Callaway","Mickey","callami01","AL",26,2001,0.13,55.00,3.00,3.00,0.00,61.00,35.00,32.00,31.00,5.15,7.00,38.00,25.00,1.00,2.00,2.00,0.00
"Cho","Jin Ho","choji01","AL",26,2001,0.27,58.00,3.00,4.00,0.00,63.00,36.00,33.00,31.00,4.97,8.00,38.00,20.00,1.00,2.00,2.00,0.00
"Cloude","Ken","cloudke01","AL",26,2001,0.53,48.00,3.00,3.00,0.00,58.00,35.00,33.00,32.00,6.09,7.00,32.00,24.00,2.00,2.00,3.00,0.00
"Jerzembeck","Mike","jerzemi01","AL",29,2001,0.02,48.00,3.00,3.00,0.00,52.00,30.00,27.00,27.00,5.06,7.00,33.00,20.00,1.00,2.00,2.00,0.00
"Barber","Brian","barbebr02","AL",28,2001,0.23,47.00,3.00,3.00,0.00,54.00,31.00,29.00,28.00,5.46,7.00,31.00,20.00,2.00,2.00,2.00,0.00
"Corsi","Jim","corsiji01","AL",40,2001,0.35,29.00,1.00,2.00,0.00,31.00,16.00,15.00,16.00,4.81,4.00,19.00,13.00,1.00,1.00,1.00,0.00
"Brunson","Will","brunswi01","AL",31,2001,0.10,26.00,2.00,1.00,0.00,29.00,16.00,15.00,15.00,5.19,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Bunch","Melvin","bunchme01","AL",30,2001,0.07,33.00,2.00,2.00,0.00,38.00,21.00,20.00,20.00,5.45,5.00,22.00,14.00,1.00,1.00,1.00,0.00
"Fossas","Tony","fossato01","AL",44,2001,0.08,25.00,1.00,2.00,0.00,30.00,16.00,15.00,16.00,5.58,4.00,17.00,12.00,1.00,1.00,1.00,0.00
"Falkenborg","Brian","falkebr01","AL",23,2001,0.02,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Gaillard","Eddie","gailled01","AL",31,2001,0.09,26.00,2.00,1.00,0.00,28.00,16.00,14.00,15.00,5.02,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Glover","Gary","glovega01","AL",25,2001,0.01,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,10.00,1.00,1.00,1.00,0.00
"Franklin","Ryan","frankry01","AL",28,2001,0.08,26.00,1.00,1.00,0.00,27.00,15.00,14.00,14.00,4.85,4.00,18.00,11.00,1.00,1.00,1.00,0.00
"Rupe","Ryan","rupery01","AL",26,2001,0.68,120.00,7.00,7.00,0.00,131.00,78.00,72.00,67.00,5.21,18.00,83.00,45.00,3.00,8.00,4.00,0.00
"Daneker","Pat","danekpa01","AL",25,2001,0.10,50.00,3.00,2.00,0.00,52.00,29.00,26.00,25.00,4.59,6.00,34.00,20.00,1.00,1.00,2.00,0.00
"Davenport","Joe","davenjo01","AL",25,2001,0.01,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,18.00,11.00,1.00,1.00,1.00,0.00
"DeLucia","Rich","delucri01","AL",37,2001,0.25,26.00,1.00,2.00,0.00,28.00,16.00,15.00,16.00,5.37,4.00,19.00,13.00,1.00,1.00,2.00,0.00
"Kohlmeier","Ryan","kohlmry01","AL",24,2001,0.23,38.00,2.00,2.00,7.00,40.00,20.00,18.00,20.00,4.50,4.00,27.00,17.00,1.00,1.00,1.00,0.00
"Ryan","Jay","ryanja04","AL",25,2001,0.37,52.00,2.00,3.00,0.00,59.00,33.00,31.00,31.00,5.37,9.00,34.00,21.00,1.00,2.00,2.00,0.00
"Lincoln","Mike","lincomi01","AL",26,2001,0.45,67.00,3.00,6.00,0.00,82.00,48.00,46.00,44.00,6.04,12.00,41.00,28.00,1.00,2.00,3.00,0.00
"Lilly","Ted","lillyte01","AL",25,2001,0.21,37.00,2.00,2.00,0.00,39.00,23.00,22.00,21.00,5.23,6.00,30.00,15.00,1.00,2.00,2.00,0.00
"Lidle","Cory","lidleco01","AL",29,2001,0.53,86.00,4.00,5.00,0.00,97.00,53.00,48.00,48.00,5.02,11.00,57.00,31.00,2.00,3.00,4.00,0.00
"Levine","Alan","levinal01","AL",33,2001,0.66,83.00,3.00,3.00,1.00,87.00,43.00,39.00,44.00,4.50,11.00,43.00,36.00,3.00,2.00,3.00,0.00
"Lee","Sang-Hoon","leesa01","AL",30,2001,0.12,31.00,2.00,2.00,0.00,33.00,17.00,16.00,17.00,4.79,4.00,21.00,13.00,1.00,1.00,1.00,0.00
"Laxton","Brett","laxtobr01","AL",28,2001,0.21,45.00,2.00,3.00,0.00,50.00,30.00,27.00,26.00,5.30,5.00,33.00,21.00,1.00,2.00,2.00,0.00
"Loaiza","Esteban","loaizes01","AL",30,2001,0.79,164.00,9.00,10.00,0.00,184.00,95.00,87.00,89.00,4.83,22.00,109.00,54.00,2.00,7.00,3.00,0.00
"Kolb","Danny","kolbda01","AL",26,2001,0.19,28.00,2.00,1.00,0.00,31.00,18.00,16.00,15.00,4.98,3.00,19.00,12.00,1.00,1.00,1.00,0.00
"Lopez","Albie","lopezal02","AL",30,2001,0.74,133.00,8.00,8.00,1.00,141.00,72.00,64.00,69.00,4.50,17.00,78.00,52.00,3.00,2.00,4.00,0.00
"Koch","Billy","kochbi01","AL",27,2001,0.58,71.00,5.00,4.00,23.00,70.00,33.00,29.00,32.00,3.87,7.00,55.00,25.00,3.00,2.00,1.00,0.00
"Kinney","Matt","kinnema01","AL",25,2001,0.32,81.00,4.00,4.00,0.00,83.00,48.00,44.00,43.00,4.83,11.00,55.00,38.00,2.00,2.00,4.00,0.00
"Kida","Masao","kidama01","AL",33,2001,0.34,33.00,1.00,1.00,0.00,37.00,22.00,20.00,19.00,5.32,4.00,23.00,14.00,1.00,1.00,2.00,0.00
"Keisler","Randy","keislra01","AL",25,2001,0.11,39.00,2.00,2.00,0.00,43.00,26.00,24.00,22.00,5.31,5.00,27.00,17.00,1.00,1.00,1.00,0.00
"Karsay","Steve","karsast01","AL",29,2001,0.61,72.00,5.00,5.00,8.00,74.00,35.00,33.00,34.00,4.19,7.00,57.00,27.00,3.00,2.00,2.00,0.00
"Karl","Scott","karlsc01","AL",30,2001,0.76,117.00,6.00,7.00,0.00,150.00,82.00,75.00,77.00,5.85,16.00,55.00,48.00,2.00,4.00,4.00,0.00
"Larkin","Andy","larkian01","AL",27,2001,0.36,44.00,2.00,3.00,0.00,52.00,34.00,32.00,29.00,6.24,7.00,31.00,23.00,1.00,1.00,2.00,0.00
"Martinez","Pedro","martipe02","AL",30,2001,0.83,189.00,16.00,6.00,0.00,142.00,59.00,54.00,56.00,2.62,16.00,228.00,42.00,1.00,9.00,4.00,0.00
"Meche","Gil","mechegi01","AL",23,2001,0.62,110.00,7.00,5.00,0.00,101.00,56.00,53.00,50.00,4.21,12.00,76.00,53.00,1.00,2.00,3.00,0.00
"Meadows","Brian","meadobr01","AL",26,2001,0.81,175.00,11.00,11.00,0.00,210.00,112.00,106.00,105.00,5.43,28.00,81.00,58.00,4.00,5.00,4.00,0.00
"McElroy","Chuck","mcelrch01","AL",34,2001,0.58,63.00,4.00,2.00,0.00,67.00,37.00,34.00,35.00,4.93,8.00,46.00,31.00,2.00,2.00,4.00,0.00
"McDill","Allen","mcdilal01","AL",30,2001,0.12,30.00,1.00,1.00,0.00,33.00,19.00,18.00,17.00,5.25,4.00,21.00,12.00,1.00,1.00,1.00,0.00
"Mays","Joe","maysjo01","AL",26,2001,0.76,145.00,7.00,11.00,0.00,160.00,86.00,80.00,80.00,4.97,19.00,98.00,58.00,2.00,2.00,7.00,0.00
"Mathews","T.J.","mathetj01","AL",31,2001,0.58,61.00,4.00,4.00,1.00,64.00,37.00,34.00,33.00,4.94,9.00,42.00,25.00,3.00,2.00,2.00,0.00
"Martinez","Willie","martiwi01","AL",23,2001,0.03,27.00,2.00,1.00,0.00,27.00,15.00,14.00,13.00,4.50,3.00,19.00,11.00,1.00,1.00,1.00,0.00
"Martinez","Ramon","martira02","AL",33,2001,0.66,126.00,9.00,7.00,0.00,133.00,81.00,74.00,69.00,5.11,16.00,89.00,60.00,3.00,7.00,2.00,0.00
