"nameLast","nameFirst","playerID","lgID","Age","year","reliability","mIP","mW","mL","mSV","mH","mR","mER","bsrER","ERA","mHR","mSO","mBB","mIBB","mHBP","mWP","mBK"
"Lee","David","leeda01","AL",34,2007,0.02,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Gonzalez","Dicky","gonzadi01","AL",29,2007,0.03,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Ritchie","Todd","ritchto01","AL",36,2007,0.03,43.00,2.00,3.00,0.00,47.00,25.00,23.00,23.00,4.81,6.00,30.00,16.00,1.00,2.00,1.00,0.00
"Moss","Damian","mossda01","AL",31,2007,0.03,39.00,2.00,2.00,0.00,42.00,23.00,21.00,21.00,4.85,5.00,28.00,14.00,1.00,2.00,1.00,0.00
"Taylor","Aaron","tayloaa01","AL",30,2007,0.01,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Blackley","Travis","blacktr01","AL",25,2007,0.09,60.00,3.00,4.00,0.00,64.00,35.00,33.00,32.00,4.88,8.00,43.00,23.00,1.00,2.00,2.00,0.00
"George","Chris","georgch02","AL",28,2007,0.14,49.00,3.00,3.00,0.00,55.00,29.00,27.00,26.00,4.87,5.00,33.00,19.00,1.00,2.00,1.00,0.00
"Serrano","Jimmy","serraji01","AL",31,2007,0.11,43.00,2.00,2.00,0.00,46.00,23.00,22.00,22.00,4.60,5.00,31.00,15.00,1.00,2.00,2.00,0.00
"Huisman","Justin","huismju01","AL",28,2007,0.09,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Sullivan","Scott","sullisc01","AL",36,2007,0.18,25.00,1.00,1.00,0.00,28.00,14.00,13.00,14.00,4.86,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Cornejo","Nate","cornena01","AL",28,2007,0.09,60.00,3.00,4.00,0.00,66.00,35.00,32.00,32.00,4.80,8.00,42.00,21.00,2.00,2.00,2.00,0.00
"Colyer","Steve","colyest01","AL",28,2007,0.11,25.00,1.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,19.00,10.00,1.00,1.00,1.00,0.00
"Knotts","Gary","knottga01","AL",30,2007,0.34,43.00,2.00,2.00,0.00,46.00,25.00,23.00,23.00,4.81,6.00,29.00,16.00,1.00,1.00,2.00,0.00
"Ennis","John","ennisjo01","AL",28,2007,0.06,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Patterson","Danny","patteda04","AL",36,2007,0.14,25.00,1.00,2.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,17.00,9.00,1.00,1.00,1.00,0.00
"Marsonek","Sam","marsosa01","AL",29,2007,0.00,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Pulido","Carlos","pulidca01","AL",36,2007,0.04,25.00,1.00,1.00,0.00,27.00,15.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Appier","Kevin","appieke01","AL",40,2007,0.01,60.00,3.00,4.00,0.00,66.00,35.00,32.00,32.00,4.80,8.00,41.00,22.00,2.00,2.00,2.00,0.00
"Villacis","Eduardo","villaed01","AL",28,2007,0.01,60.00,3.00,3.00,0.00,64.00,33.00,31.00,31.00,4.65,8.00,43.00,22.00,2.00,2.00,2.00,0.00
"Thomas","Brad","thomabr01","AL",30,2007,0.01,25.00,1.00,1.00,0.00,27.00,14.00,13.00,13.00,4.68,3.00,18.00,9.00,1.00,1.00,1.00,0.00
"Osborne","Donovan","osbordo01","AL",38,2007,0.06,33.00,2.00,2.00,0.00,36.00,19.00,18.00,17.00,4.77,4.00,22.00,12.00,1.00,1.00,1.00,0.00
"Balfour","Grant","balfogr01","AL",30,2007,0.13,25.00,2.00,1.00,0.00,26.00,14.00,13.00,13.00,4.68,3.00,19.00,9.00,1.00,1.00,1.00,0.00
"Roa","Joe","roajo01","AL",36,2007,0.21,25.00,1.00,1.00,0.00,28.00,14.00,13.00,14.00,4.86,3.00,17.00,9.00,1.00,1.00,1.00,0.00
"Durbin","J.D.","durbijd01","AL",25,2007,0.03,34.00,2.00,2.00,0.00,35.00,18.00,17.00,17.00,4.50,4.00,25.00,12.00,1.00,1.00,1.00,0.00
"Silva","Carlos","silvaca01","AL",28,2007,0.81,166.00,10.00,10.00,0.00,205.00,96.00,88.00,94.00,4.93,27.00,75.00,29.00,3.00,5.00,2.00,0.00
"Webb","John","webbjo01","AL",28,2007,0.06,37.00,2.00,2.00,0.00,40.00,22.00,21.00,20.00,4.99,5.00,27.00,14.00,1.00,2.00,1.00,0.00
"Harikkala","Tim","harikti01","AL",36,2007,0.25,26.00,2.00,2.00,0.00,28.00,15.00,14.00,14.00,4.85,4.00,17.00,9.00,1.00,1.00,1.00,0.00
"Reed","Steve","reedst01","AL",42,2007,0.33,28.00,1.00,2.00,0.00,33.00,17.00,16.00,17.00,5.30,4.00,18.00,10.00,1.00,2.00,1.00,0.00
"Graman","Alex","gramaal01","AL",30,2007,0.03,35.00,2.00,2.00,0.00,39.00,21.00,19.00,19.00,4.89,5.00,25.00,13.00,1.00,1.00,1.00,0.00
"Meadows","Brian","meadobr01","AL",32,2007,0.62,67.00,3.00,4.00,3.00,78.00,39.00,36.00,37.00,4.90,10.00,40.00,19.00,3.00,1.00,2.00,0.00
"Bruney","Brian","brunebr01","AL",25,2007,0.41,40.00,2.00,2.00,3.00,40.00,22.00,20.00,20.00,4.50,4.00,36.00,20.00,1.00,2.00,2.00,0.00
"Benson","Kris","bensokr01","AL",33,2007,0.80,169.00,10.00,10.00,0.00,182.00,95.00,88.00,88.00,4.69,25.00,94.00,53.00,3.00,6.00,5.00,0.00
"Frasor","Jason","frasoja01","AL",30,2007,0.58,57.00,3.00,3.00,2.00,57.00,28.00,27.00,28.00,4.34,7.00,48.00,22.00,2.00,2.00,2.00,0.00
"Thornton","Matt","thornma01","AL",31,2007,0.54,58.00,3.00,3.00,1.00,57.00,29.00,28.00,30.00,4.50,8.00,48.00,27.00,3.00,1.00,3.00,0.00
"Proctor","Scott","proctsc01","AL",30,2007,0.61,81.00,4.00,3.00,0.00,80.00,42.00,39.00,39.00,4.33,11.00,65.00,29.00,4.00,2.00,3.00,0.00
"Duckworth","Brandon","duckwbr01","AL",31,2007,0.44,68.00,3.00,5.00,0.00,83.00,47.00,44.00,43.00,5.76,9.00,45.00,28.00,3.00,4.00,3.00,0.00
"Thompson","Justin","thompju02","AL",34,2007,0.01,25.00,1.00,1.00,0.00,28.00,15.00,14.00,14.00,5.04,4.00,18.00,9.00,1.00,1.00,1.00,0.00
"Padilla","Vicente","padilvi01","AL",30,2007,0.79,175.00,12.00,10.00,0.00,183.00,97.00,91.00,91.00,4.68,22.00,128.00,66.00,5.00,12.00,3.00,1.00
"Politte","Cliff","politcl01","AL",33,2007,0.51,47.00,3.00,2.00,0.00,49.00,26.00,24.00,25.00,4.69,7.00,34.00,18.00,4.00,2.00,1.00,0.00
"Wells","Kip","wellski01","AL",30,2007,0.70,100.00,5.00,8.00,0.00,113.00,64.00,59.00,58.00,5.26,12.00,69.00,46.00,3.00,5.00,4.00,0.00
"Eaton","Adam","eatonad01","AL",30,2007,0.71,104.00,8.00,6.00,0.00,117.00,60.00,55.00,57.00,4.85,14.00,75.00,34.00,2.00,5.00,2.00,0.00
"May","Darrell","mayda02","AL",35,2007,0.54,53.00,2.00,4.00,0.00,65.00,36.00,33.00,33.00,5.60,9.00,34.00,18.00,1.00,1.00,1.00,0.00
"Jarvis","Kevin","jarvike01","AL",38,2007,0.28,49.00,2.00,3.00,0.00,59.00,34.00,32.00,31.00,5.79,7.00,31.00,19.00,2.00,3.00,2.00,0.00
"Bootcheck","Chris","bootcch01","AL",29,2007,0.20,37.00,2.00,2.00,0.00,41.00,22.00,20.00,20.00,4.86,5.00,25.00,14.00,1.00,1.00,2.00,0.00
"Otsuka","Akinori","otsukak01","AL",35,2007,0.59,61.00,3.00,4.00,12.00,59.00,26.00,24.00,26.00,3.69,5.00,49.00,21.00,2.00,1.00,2.00,0.00
"DiNardo","Lenny","dinarle01","AL",28,2007,0.39,55.00,2.00,3.00,0.00,65.00,35.00,32.00,33.00,5.32,7.00,37.00,22.00,2.00,2.00,2.00,0.00
"Tadano","Kazuhito","tadanka01","AL",27,2007,0.18,34.00,2.00,2.00,0.00,36.00,18.00,17.00,17.00,4.50,4.00,25.00,12.00,1.00,1.00,1.00,0.00
"Sauerbeck","Scott","sauersc01","AL",36,2007,0.36,41.00,2.00,2.00,0.00,43.00,24.00,22.00,23.00,4.94,5.00,31.00,19.00,1.00,4.00,1.00,0.00
"Villone","Ron","villoro01","AL",37,2007,0.65,72.00,4.00,4.00,0.00,72.00,42.00,38.00,38.00,4.75,8.00,60.00,37.00,4.00,5.00,3.00,0.00
"Camp","Shawn","campsh01","AL",32,2007,0.59,67.00,4.00,4.00,2.00,81.00,41.00,37.00,39.00,5.10,8.00,47.00,20.00,2.00,4.00,3.00,0.00
"Cabrera","Daniel","cabreda01","AL",26,2007,0.77,150.00,10.00,10.00,0.00,139.00,83.00,77.00,73.00,4.50,14.00,138.00,84.00,2.00,6.00,11.00,1.00
"Jackson","Edwin","jacksed01","AL",24,2007,0.42,54.00,3.00,2.00,0.00,58.00,34.00,30.00,29.00,4.92,6.00,38.00,24.00,1.00,2.00,2.00,1.00
"Parrish","John","parrijo01","AL",30,2007,0.30,27.00,2.00,1.00,0.00,28.00,14.00,13.00,14.00,4.50,3.00,22.00,13.00,1.00,1.00,2.00,0.00
"Guthrie","Jeremy","guthrje01","AL",28,2007,0.23,38.00,2.00,2.00,0.00,42.00,22.00,21.00,22.00,5.09,5.00,27.00,16.00,1.00,2.00,2.00,0.00
"Veras","Jose","verasjo01","AL",27,2007,0.11,31.00,2.00,1.00,1.00,31.00,16.00,15.00,15.00,4.35,4.00,22.00,11.00,1.00,1.00,1.00,0.00
"Riley","Matt","rileyma01","AL",28,2007,0.25,43.00,2.00,2.00,0.00,45.00,26.00,24.00,24.00,5.02,6.00,31.00,19.00,1.00,2.00,2.00,0.00
"Cabrera","Fernando","cabrefe01","AL",26,2007,0.48,58.00,3.00,3.00,0.00,55.00,30.00,28.00,28.00,4.34,8.00,54.00,24.00,2.00,1.00,3.00,0.00
"Hasegawa","Shigetoshi","hasegsh01","AL",39,2007,0.43,32.00,1.00,2.00,0.00,34.00,18.00,17.00,15.00,4.50,3.00,20.00,11.00,1.00,1.00,1.00,0.00
"Douglass","Sean","douglse01","AL",28,2007,0.44,58.00,3.00,3.00,0.00,62.00,35.00,33.00,31.00,4.97,8.00,42.00,23.00,2.00,2.00,2.00,0.00
"Lidle","Cory","lidleco01","AL",35,2007,0.80,163.00,11.00,9.00,0.00,185.00,98.00,90.00,90.00,4.97,24.00,109.00,48.00,3.00,7.00,5.00,0.00
"Koronka","John","koronjo01","AL",27,2007,0.60,123.00,7.00,7.00,0.00,137.00,75.00,72.00,68.00,5.12,16.00,73.00,45.00,2.00,5.00,4.00,1.00
"Diaz","Jose","diazjo01","AL",27,2007,0.07,28.00,2.00,1.00,0.00,31.00,17.00,16.00,16.00,5.14,4.00,20.00,12.00,1.00,1.00,2.00,0.00
"Brown","Andrew","brownan01","AL",26,2007,0.10,30.00,2.00,1.00,0.00,30.00,16.00,15.00,14.00,4.35,3.00,22.00,12.00,1.00,1.00,1.00,0.00
"Baldwin","James","baldwja01","AL",36,2007,0.31,32.00,1.00,2.00,0.00,35.00,18.00,17.00,17.00,4.78,5.00,20.00,11.00,1.00,1.00,1.00,0.00
"Cruceta","Francisco","crucefr01","AL",26,2007,0.09,41.00,2.00,2.00,0.00,44.00,24.00,23.00,22.00,4.94,5.00,29.00,16.00,1.00,2.00,2.00,0.00
"Rosario","Francisco","rosarfr01","AL",27,2007,0.21,39.00,2.00,2.00,0.00,40.00,22.00,21.00,20.00,4.73,5.00,30.00,16.00,1.00,2.00,2.00,0.00
"Eyre","Willie","eyrewi01","AL",29,2007,0.40,55.00,2.00,2.00,0.00,62.00,31.00,30.00,31.00,4.99,7.00,33.00,20.00,2.00,3.00,3.00,0.00
"Wang","Chien-Ming","wangch01","AL",27,2007,0.77,179.00,14.00,7.00,1.00,187.00,83.00,78.00,79.00,3.95,14.00,81.00,49.00,4.00,4.00,5.00,1.00
"Chacin","Gustavo","chacigu01","AL",27,2007,0.72,124.00,9.00,6.00,0.00,129.00,64.00,60.00,64.00,4.50,17.00,78.00,46.00,3.00,6.00,2.00,0.00
