nameLast,nameFirst,playerID,lgID,Age,year,reliability,mIP,mW,mL,mSV,mH,mR,mER,bsrER,ERA,mHR,mSO,mBB,mIBB,mHBP,mWP,mBK
Howry,Bobby,howrybo01,NL,35,2008,0.64,73,5,5,4,70,32,30,30,3.7,7,60,21,3,2,1,0
Ryan,B.J.,ryanbj01,AL,33,2008,0.46,34,1,2,11,31,15,14,14,3.71,3,34,13,1,1,2,0
Hamels,Cole,hamelco01,NL,25,2008,0.75,165,12,7,0,149,73,68,68,3.71,21,159,48,4,4,5,0
Isringhausen,Jason,isrinja01,NL,36,2008,0.58,63,3,3,25,55,27,25,27,3.71,7,50,29,3,2,3,0
Guerrier,Matt,guerrma02,AL,30,2008,0.64,76,2,3,1,74,31,29,34,3.73,8,54,24,2,3,4,0
Cordero,Chad,cordech01,NL,26,2008,0.63,70,4,3,27,65,30,27,31,3.73,9,58,24,3,2,2,0
Burton,Jared,burtoja01,NL,27,2008,0.33,47,3,2,0,42,22,20,19,3.73,4,37,19,2,2,2,0
Smoltz,John,smoltjo01,NL,41,2008,0.83,186,12,8,0,186,79,74,80,3.73,18,157,49,6,5,5,0
Kazmir,Scott,kazmisc01,AL,24,2008,0.8,178,11,8,0,165,79,71,77,3.74,15,193,74,2,6,8,0
Shields,Scot,shielsc01,AL,33,2008,0.65,72,5,5,2,64,33,30,30,3.75,7,66,28,2,3,5,0
Escobar,Kelvim,escobke01,AL,32,2008,0.79,175,13,9,0,171,80,72,74,3.75,13,141,58,2,4,7,0
Rauch,Jon,rauchjo01,NL,30,2008,0.64,78,5,4,2,72,36,33,32,3.75,8,64,26,4,2,3,0
Marmol,Carlos,marmoca01,NL,26,2008,0.58,72,5,4,0,60,32,30,30,3.75,7,70,36,2,4,3,1
Weaver,Jered,weaveje02,AL,26,2008,0.73,153,12,6,0,150,67,62,66,3.76,16,118,45,3,3,4,0
Gallardo,Yovani,gallayo01,NL,22,2008,0.55,110,8,5,0,103,51,47,45,3.76,10,96,37,3,3,3,0
Sanchez,Duaner,sanchdu01,NL,29,2008,0.42,31,2,2,1,29,14,13,13,3.77,3,24,12,2,1,1,0
Haren,Danny,harenda01,AL,28,2008,0.83,194,12,10,0,190,89,79,84,3.78,22,160,50,3,6,8,0
Carmona,Fausto,carmofa01,AL,25,2008,0.75,162,12,9,0,157,70,66,70,3.78,14,114,52,3,9,5,1
Buchholz,Clay,buchhcl01,AL,24,2008,0.2,63,5,3,0,58,30,27,26,3.79,5,51,23,1,2,2,0
Billingsley,Chad,billich01,NL,24,2008,0.7,127,10,5,0,118,55,51,56,3.79,12,109,56,3,4,5,0
Albaladejo,Jonathan,albaljo01,NL,26,2008,0.14,32,2,2,0,30,15,14,13,3.8,3,25,11,1,1,1,0
Cordero,Francisco,cordefr01,NL,33,2008,0.61,64,4,4,25,60,29,27,27,3.8,6,67,24,2,2,2,0
Sherrill,George,sherrge01,AL,31,2008,0.47,52,3,3,2,45,24,23,21,3.81,5,49,22,2,2,1,0
Accardo,Jeremy,accarje01,AL,27,2008,0.58,66,3,4,13,62,30,28,28,3.82,6,51,22,2,2,2,1
Ray,Chris,raych01,AL,26,2008,0.53,53,4,4,14,46,25,23,22,3.82,6,46,21,2,2,2,0
Morales,Franklin,moralfr01,NL,22,2008,0.31,80,5,4,0,75,37,35,33,3.82,7,60,28,2,3,2,0
Percival,Troy,percitr01,NL,39,2008,0.35,46,3,2,1,42,21,20,19,3.82,5,35,16,1,1,2,0
Wang,Chien-Ming,wangch01,AL,28,2008,0.81,181,15,7,0,184,81,77,77,3.83,11,92,53,3,6,7,1
Martinez,Pedro,martipe02,NL,37,2008,0.68,87,6,4,0,81,42,38,36,3.83,9,80,26,2,4,2,0
Benoit,Joaquin,benoijo01,AL,31,2008,0.65,75,4,3,2,68,36,33,31,3.84,6,70,30,2,2,3,0
Wolfe,Brian,wolfebr01,AL,28,2008,0.34,48,3,2,0,45,23,21,20,3.84,5,31,15,2,2,1,0
Verlander,Justin,verlaju01,AL,25,2008,0.79,179,15,7,0,168,80,75,78,3.85,18,148,60,3,11,10,1
Fuentes,Brian,fuentbr01,NL,33,2008,0.59,62,3,4,18,55,28,26,27,3.85,7,57,24,2,5,3,0
Thatcher,Joe,thatcjo01,NL,27,2008,0.19,35,2,2,0,33,17,15,15,3.86,4,27,12,2,1,1,0
Penny,Brad,pennybr01,NL,30,2008,0.82,183,13,7,0,187,80,76,81,3.86,14,129,59,3,6,5,0
Downs,Scott,downssc01,AL,32,2008,0.61,64,4,3,1,61,29,27,28,3.87,6,53,25,3,2,3,0
Riske,David,riskeda01,AL,32,2008,0.58,64,2,4,2,61,28,26,29,3.87,8,46,24,2,2,1,0
Wainwright,Adam,wainwad01,NL,27,2008,0.74,149,9,8,1,149,68,62,66,3.87,12,110,51,4,6,5,0
Pena,Tony,penato03,NL,26,2008,0.54,71,4,4,1,64,35,31,30,3.87,8,53,25,2,3,2,0
Beckett,Josh,beckejo02,AL,28,2008,0.82,181,15,8,0,170,85,80,76,3.88,20,159,53,1,7,6,0
Castro,Fabio,castrfa01,NL,23,2008,0.27,36,1,2,0,32,17,16,15,3.88,4,28,15,1,1,1,0
Delcarmen,Manny,delcama01,AL,26,2008,0.48,52,2,1,0,50,24,23,22,3.89,4,44,19,1,2,1,0
Britton,Chris,brittch01,AL,26,2008,0.35,37,1,2,0,35,18,16,16,3.89,4,27,13,1,1,1,0
Acosta,Manny,acostma01,NL,27,2008,0.21,37,2,2,0,34,17,16,16,3.89,4,29,15,1,1,1,0
Lincecum,Tim,linceti01,NL,24,2008,0.62,133,7,6,0,118,65,60,55,3.89,12,126,54,4,3,7,0
Lindstrom,Matt,lindsma01,NL,28,2008,0.43,59,3,3,0,59,28,25,26,3.89,5,49,20,3,2,3,0
Littleton,Wes,littlwe01,AL,26,2008,0.45,53,3,2,1,50,24,23,23,3.91,5,34,19,1,3,1,0
Lyon,Brandon,lyonbr01,NL,29,2008,0.59,69,4,4,3,70,32,29,31,3.91,6,45,23,3,2,2,1
Duchscherer,Justin,duchsju01,AL,31,2008,0.48,39,3,2,2,38,18,17,17,3.92,4,32,12,2,1,1,0
Valverde,Jose,valvejo01,NL,29,2008,0.57,62,2,4,24,56,29,27,27,3.92,7,64,24,2,3,2,0
Sanchez,Anibal,sanchan01,NL,24,2008,0.54,85,6,3,0,82,38,35,39,3.92,8,57,35,2,3,4,0
Sheets,Ben,sheetbe01,NL,30,2008,0.75,141,10,7,0,140,66,62,61,3.93,16,119,34,2,3,5,0
Correia,Kevin,correke01,NL,28,2008,0.65,87,4,5,0,84,39,37,39,3.93,9,68,33,4,3,2,0
Harang,Aaron,haranaa01,NL,30,2008,0.84,199,13,8,0,197,92,86,88,3.93,23,175,51,4,7,8,1
Lewis,Jensen,lewisje01,AL,24,2008,0.25,40,2,2,0,39,18,17,18,3.94,4,34,14,1,1,1,0
Hill,Shawn,hillsh01,NL,27,2008,0.58,112,5,6,0,109,54,49,49,3.94,11,77,35,3,6,3,0
Burnett,A.J.,burneaj01,AL,31,2008,0.79,156,10,8,0,143,76,69,68,3.95,17,146,58,2,9,6,0
Crain,Jesse,crainje01,AL,27,2008,0.51,41,3,3,0,40,21,18,18,3.95,4,28,13,1,2,1,0
Beimel,Joe,beimejo01,NL,31,2008,0.57,66,3,2,1,66,31,29,29,3.95,5,40,23,4,1,3,1
Pinto,Renyel,pintore01,NL,26,2008,0.47,57,2,3,1,50,27,25,25,3.95,6,51,28,2,2,3,0
Lowe,Derek,lowede01,NL,35,2008,0.82,181,11,11,0,185,91,79,80,3.95,17,120,53,2,3,3,1
Hernandez,Felix,hernafe02,AL,22,2008,0.8,174,12,9,0,173,83,77,76,3.96,17,158,52,3,4,7,0
Qualls,Chad,quallch01,NL,30,2008,0.65,75,5,4,2,74,33,31,35,3.96,9,59,25,4,4,2,0
Janssen,Casey,janssca01,AL,27,2008,0.6,76,4,5,3,76,36,33,34,3.97,7,46,22,2,4,3,1
Bannister,Brian,bannibr01,AL,27,2008,0.68,145,10,7,0,139,70,66,62,3.97,14,82,47,2,6,4,0
Villanueva,Carlos,villaca01,NL,25,2008,0.63,93,6,4,0,84,43,41,41,3.97,12,76,35,3,3,2,0
Johnson,Josh,johnsjo09,NL,24,2008,0.58,76,5,4,0,73,37,33,34,3.97,7,63,32,3,2,2,0
Kennedy,Ian,kenneia01,AL,24,2008,0.18,69,4,3,0,66,34,30,31,3.98,7,53,26,1,2,2,0
Bazardo,Yorman,bazaryo01,AL,24,2008,0.21,43,3,2,0,42,21,19,19,3.98,4,32,14,1,2,2,0
Rivera,Saul,riversa01,NL,31,2008,0.6,78,4,4,2,77,37,34,35,3.98,5,55,34,4,3,3,0
Maine,John,mainejo01,NL,27,2008,0.75,163,12,9,0,146,79,73,71,3.98,21,141,63,3,5,3,0
Tallet,Brian,tallebr01,AL,31,2008,0.53,62,3,3,0,57,30,28,27,3.99,5,48,27,4,4,2,0
Slaten,Doug,slatedo01,NL,28,2008,0.31,44,3,2,0,45,21,18,21,3.99,5,33,16,1,1,2,0
Tankersley,Taylor,tanketa01,NL,25,2008,0.46,53,4,2,1,49,25,23,24,3.99,5,48,25,3,2,2,0
Marte,Damaso,marteda01,NL,33,2008,0.53,53,2,3,0,50,25,22,25,3.99,5,50,24,3,3,2,1
Cameron,Kevin,camerke01,NL,29,2008,0.39,54,3,2,0,54,26,23,25,4,4,43,25,3,1,2,0
Bradford,Chad,bradfch01,AL,34,2008,0.56,64,4,4,1,70,30,27,30,4.01,4,40,19,2,3,1,0
Wuertz,Michael,wuertmi01,NL,30,2008,0.58,65,3,3,0,61,30,28,30,4.02,7,62,28,4,1,4,0
Wickman,Bob,wickmbo01,NL,39,2008,0.55,56,2,4,20,58,27,23,27,4.02,5,40,21,2,2,2,0
Broadway,Lance,broadla01,AL,25,2008,0.1,39,2,2,0,38,19,18,17,4.04,4,32,14,1,1,1,0
Linebrink,Scott,linebsc01,NL,32,2008,0.62,68,5,4,1,66,31,29,32,4.04,9,53,23,3,2,3,0
Walker,Jamie,walkeja01,AL,37,2008,0.55,60,3,3,3,61,28,26,28,4.05,7,42,19,3,2,2,0
Perkins,Glen,perkigl01,AL,25,2008,0.27,40,2,2,0,38,19,18,18,4.05,4,30,14,1,2,2,0
Kendrick,Kyle,kendrky01,NL,24,2008,0.58,121,9,5,0,123,56,53,56,4.05,15,68,32,3,6,2,0
Wilson,Brian,wilsobr01,NL,26,2008,0.33,40,2,3,3,38,20,18,18,4.05,4,31,16,1,2,1,0
Mendoza,Luis,mendolu01,AL,25,2008,0.15,51,3,2,0,50,25,23,23,4.06,5,36,17,1,3,2,0
Hart,Kevin,hartke01,NL,26,2008,0.11,31,2,2,0,30,15,14,14,4.06,3,25,11,1,1,1,0
Weathers,Dave,weathda01,NL,39,2008,0.63,71,3,5,16,68,34,32,32,4.06,7,48,28,3,3,2,0
Hill,Rich,hillri01,NL,28,2008,0.75,165,9,8,0,149,82,77,72,4.06,22,147,58,3,8,3,1
Hudson,Tim,hudsoti01,NL,33,2008,0.83,194,13,10,0,201,93,87,88,4.06,16,121,60,7,7,5,1
Sweeney,Brian,sweenbr01,NL,34,2008,0.3,31,1,1,0,31,15,14,14,4.06,3,19,11,1,1,1,0
Wilson,C.J.,wilsocj01,AL,28,2008,0.56,64,3,3,5,60,32,29,29,4.08,6,54,27,1,4,3,0
Oliver,Darren,oliveda02,AL,38,2008,0.57,65,3,2,0,64,33,30,29,4.08,7,48,22,2,2,1,0
Shields,James,shielja02,AL,27,2008,0.77,180,10,8,0,178,88,83,80,4.08,22,151,44,3,8,9,0
Hampson,Justin,hampsju01,NL,28,2008,0.41,53,3,3,0,54,25,23,25,4.08,5,38,18,2,3,1,0
Gorzelanny,Tom,gorzeto01,NL,26,2008,0.73,166,10,9,0,168,78,74,77,4.09,15,116,60,4,8,5,1
Miller,Justin,milleju01,NL,31,2008,0.41,56,4,2,0,54,28,26,25,4.1,6,52,21,3,1,3,0
Rodney,Fernando,rodnefe01,AL,31,2008,0.56,57,3,4,3,53,30,26,26,4.11,6,51,24,2,4,3,0
Wheeler,Dan,wheelda01,AL,31,2008,0.62,69,3,5,6,67,35,32,31,4.11,8,63,23,3,3,1,0
Litsch,Jesse,litscje01,AL,23,2008,0.56,115,7,8,0,116,58,51,54,4.11,13,69,38,2,6,3,0
Blanton,Joe,blantjo01,AL,28,2008,0.83,194,13,10,0,206,96,90,87,4.11,16,121,51,4,5,4,1
Ayala,Luis,ayalalu01,NL,30,2008,0.43,46,3,3,1,48,21,20,22,4.11,5,32,15,1,2,1,0
Parra,Manny,parrama01,NL,26,2008,0.23,46,2,2,0,46,24,21,21,4.11,4,37,18,1,2,2,0
Hughes,Philip,hugheph01,AL,22,2008,0.45,96,6,5,0,90,50,46,42,4.12,10,77,35,1,3,4,0
Ring,Royce,ringro01,NL,28,2008,0.26,36,2,2,0,34,18,16,17,4.12,4,29,17,2,1,1,0
Myers,Brett,myersbr01,NL,28,2008,0.75,94,6,5,6,90,45,43,43,4.12,12,90,32,2,3,3,0
Seay,Bobby,seaybo01,AL,30,2008,0.4,50,3,2,0,49,24,23,23,4.14,4,38,19,2,3,1,1
Wassermann,Ehren,wasseeh01,AL,28,2008,0.21,37,2,2,0,37,19,17,17,4.14,3,26,13,2,2,1,0
Gregg,Kevin,greggke01,NL,30,2008,0.64,76,2,4,12,72,37,35,35,4.14,8,68,30,2,4,5,0
Jimenez,Ubaldo,jimenub01,NL,24,2008,0.49,100,5,5,0,91,53,47,45,4.14,12,80,40,4,5,3,0
Padilla,Juan,padilju01,NL,31,2008,0.12,25,1,1,0,25,12,11,12,4.14,3,18,9,1,1,1,0
Hermanson,Dustin,hermadu01,AL,36,2008,0.21,26,1,1,4,26,13,12,12,4.15,3,18,9,1,1,1,0
Fultz,Aaron,fultzaa01,AL,35,2008,0.55,51,3,2,0,51,25,23,24,4.15,5,39,20,2,2,2,0
O'Flaherty,Eric,oflaher01,AL,23,2008,0.4,52,4,2,0,51,27,25,23,4.15,4,39,19,2,3,3,0
Paronto,Chad,paronch01,NL,33,2008,0.47,51,3,2,0,53,25,22,25,4.15,4,32,20,3,3,2,0
Schroder,Chris,schroch01,NL,30,2008,0.42,51,2,3,0,47,27,24,23,4.15,6,45,19,2,3,1,0
Mahay,Ron,mahayro01,NL,37,2008,0.57,64,3,2,1,62,31,28,31,4.15,7,52,31,2,1,2,0
Zito,Barry,zitoba01,NL,30,2008,0.83,180,11,10,0,167,89,84,82,4.15,21,128,77,4,7,5,1
Garcia,Jose,garcijo01,NL,23,2008,0.08,26,1,1,0,26,13,12,12,4.15,3,20,9,1,1,1,0
Hochevar,Luke,hochelu01,AL,25,2008,0.12,40,2,2,0,40,20,18,19,4.16,4,28,14,1,3,2,0
Lidge,Brad,lidgebr01,NL,32,2008,0.61,66,3,4,19,61,33,30,31,4.16,8,74,27,3,4,6,0
Cruz,Juan,cruzju02,NL,30,2008,0.6,69,4,3,0,63,36,32,32,4.17,7,69,32,3,5,2,1
Patton,Troy,pattotr01,NL,23,2008,0.12,55,3,4,0,53,28,25,26,4.17,7,41,19,2,3,2,0
Donnelly,Brendan,donnebr01,AL,37,2008,0.49,42,3,2,0,42,21,19,20,4.18,4,32,16,1,3,2,0
Guthrie,Jeremy,guthrje01,AL,29,2008,0.68,139,6,5,0,138,68,64,65,4.18,17,99,45,3,4,7,1
Ohlendorf,Ross,ohlenro01,AL,26,2008,0.07,28,2,1,0,28,14,13,13,4.18,3,22,10,1,1,1,0
Vermilyea,Jamie,vermija01,AL,26,2008,0.06,28,2,1,0,28,14,13,13,4.18,3,20,9,1,1,1,0
Laffey,Aaron,laffeaa01,AL,23,2008,0.36,85,6,4,0,87,44,41,38,4.18,7,57,26,1,4,3,1
Lowe,Mark,lowema01,AL,25,2008,0.15,28,2,1,0,27,14,13,13,4.18,3,23,11,1,1,1,0
Vazquez,Javier,vazquja01,AL,32,2008,0.83,188,11,10,0,186,96,90,85,4.19,24,171,51,3,8,5,0
Frasor,Jason,frasoja01,AL,31,2008,0.56,59,3,4,1,56,30,29,26,4.19,6,52,23,1,2,2,0
Romero,J.C.,romerjc01,NL,32,2008,0.55,58,3,3,0,55,28,26,28,4.19,5,43,32,4,2,3,0
Arroyo,Bronson,arroybr01,NL,31,2008,0.83,189,10,11,0,195,93,85,91,4.19,23,136,57,5,9,5,0
Villarreal,Oscar,villaos01,NL,27,2008,0.62,73,4,2,0,73,37,33,35,4.19,8,52,27,4,3,4,0
Hawkins,LaTroy,hawkila01,NL,36,2008,0.56,59,3,4,1,62,29,27,28,4.19,6,36,20,2,1,2,0
Smith,Matt,smithma04,NL,29,2008,0.17,29,1,2,0,27,15,14,13,4.19,3,22,14,1,1,1,0
Buehrle,Mark,buehrma01,AL,29,2008,0.82,181,10,9,0,195,90,82,87,4.2,22,108,45,4,5,2,1
Jurrjens,Jair,jurrjja01,AL,22,2008,0.26,75,5,4,0,71,39,37,33,4.2,8,52,26,1,3,3,0
Reyes,Dennys,reyesde01,AL,31,2008,0.47,45,3,2,0,46,21,19,23,4.2,4,35,20,1,2,3,0
Sarfate,Dennis,sarfade01,NL,27,2008,0.14,30,2,1,0,30,15,14,14,4.2,3,26,11,1,1,1,0
Hennessey,Brad,hennebr01,NL,28,2008,0.66,74,4,5,7,74,37,34,35,4.2,8,44,28,2,4,2,0
Lilly,Ted,lillyte01,NL,32,2008,0.81,182,13,10,0,173,91,86,84,4.2,25,151,66,4,4,6,1
Lopez,Javier,lopezja02,AL,31,2008,0.39,47,3,2,1,47,25,22,22,4.21,4,33,20,2,3,1,0
Brown,Andrew,brownan01,AL,27,2008,0.35,47,3,3,0,45,24,23,21,4.21,4,39,19,2,2,3,0
Jones,Todd,jonesto02,AL,40,2008,0.59,62,2,4,26,66,31,29,29,4.21,5,38,20,3,2,2,0
McGowan,Dustin,mcgowdu01,AL,26,2008,0.7,139,9,8,0,130,74,69,61,4.21,13,115,55,3,4,10,0
Pettitte,Andy,pettian01,AL,36,2008,0.83,188,13,9,0,205,94,85,91,4.21,18,135,59,3,2,3,0
Proctor,Scott,proctsc01,NL,31,2008,0.66,78,4,4,0,74,38,35,38,4.21,10,62,33,4,4,4,0
Medders,Brandon,meddebr01,NL,28,2008,0.5,47,3,2,0,47,24,21,23,4.21,6,35,19,1,2,2,0
Lannan,John,lannajo01,NL,24,2008,0.28,77,4,4,0,77,39,36,36,4.21,8,49,30,2,3,2,0
Wood,Kerry,woodke02,NL,31,2008,0.4,46,2,3,0,43,24,22,21,4.21,6,38,19,1,2,1,0
Bowie,Micah,bowiemi01,NL,34,2008,0.44,63,3,3,0,61,32,30,29,4.21,7,45,26,1,2,1,0
Huber,Jon,huberjo01,AL,27,2008,0.2,32,2,2,0,32,16,15,15,4.22,3,24,12,1,1,1,0
Johnson,Tyler,johnsty01,NL,27,2008,0.42,48,2,3,0,45,25,23,22,4.22,5,37,20,2,3,2,0
Garland,Jon,garlajo01,AL,29,2008,0.83,185,12,9,0,197,97,88,86,4.23,19,102,49,3,5,3,0
Gabbard,Kason,gabbaka01,AL,26,2008,0.53,100,6,4,0,92,51,49,45,4.23,9,71,44,2,6,5,0
Brocail,Doug,brocado01,NL,41,2008,0.57,66,4,3,0,67,35,31,31,4.23,6,44,24,3,2,2,0
Corey,Bryan,coreybr01,AL,35,2008,0.28,34,2,2,0,34,17,16,16,4.24,3,24,13,1,1,1,0
Gagne,Eric,gagneer01,AL,32,2008,0.39,51,3,2,10,51,25,24,24,4.24,5,44,20,1,2,2,0
Vizcaino,Luis,vizcalu01,AL,34,2008,0.62,69,5,4,0,66,34,33,32,4.24,7,56,32,5,3,2,0
Miner,Zach,minerza01,AL,26,2008,0.57,69,4,4,0,71,35,32,33,4.24,7,48,26,2,1,2,0
Germano,Justin,germaju01,NL,26,2008,0.61,123,7,8,0,122,65,60,56,4.24,13,82,40,4,7,2,0
Kensing,Logan,kensilo01,NL,26,2008,0.31,35,2,2,0,34,17,16,17,4.24,4,31,14,2,2,1,0
Geary,Geoff,gearyge01,NL,32,2008,0.62,68,4,2,0,72,36,30,34,4.24,7,45,23,4,5,2,0
Helling,Rick,helliri01,NL,38,2008,0.31,35,2,2,0,34,18,17,16,4.24,4,27,14,1,1,1,0
Cook,Aaron,cookaa01,NL,29,2008,0.79,164,8,9,0,180,84,76,79,4.25,15,76,46,6,6,2,0
Misch,Patrick,mischpa01,NL,27,2008,0.32,53,2,4,0,56,27,25,25,4.25,5,38,18,2,2,1,0
Peralta,Joel,peraljo01,AL,32,2008,0.63,76,2,3,1,79,38,36,36,4.26,9,58,22,3,2,3,0
Mateo,Julio,mateoju01,AL,31,2008,0.46,37,3,2,0,38,18,17,18,4.26,4,24,13,3,2,1,0
Morrow,Brandon,morrobr01,AL,24,2008,0.42,57,3,3,0,54,28,27,27,4.26,5,50,30,3,2,3,0
Meche,Gil,mechegi01,AL,30,2008,0.81,186,10,10,0,189,97,87,89,4.26,20,139,70,2,5,4,1
Flores,Ron,florero01,AL,29,2008,0.31,37,2,2,0,37,18,17,18,4.26,4,27,15,2,1,1,0
Wise,Matt,wisema01,NL,33,2008,0.54,56,4,4,0,58,30,26,27,4.26,6,43,20,2,2,1,1
Chulk,Vinnie,chulkvi01,NL,30,2008,0.55,56,3,3,0,56,28,27,26,4.26,6,43,20,2,2,3,0
Humber,Philip,humbeph01,NL,26,2008,0.09,37,2,2,0,37,20,18,17,4.26,4,27,13,1,1,1,0
James,Chuck,jamesch03,NL,27,2008,0.73,149,11,8,0,144,71,68,73,4.26,24,111,55,4,4,3,1
Owings,Micah,owingmi01,NL,26,2008,0.63,134,7,7,0,129,70,64,63,4.26,17,97,45,3,10,4,0
Owens,Henry,owenshe01,NL,29,2008,0.22,37,2,2,2,37,18,17,18,4.26,4,27,15,1,1,2,0
Timlin,Mike,timlimi01,AL,42,2008,0.58,59,4,3,4,63,29,27,29,4.27,6,37,19,3,2,2,0
